ID,triple1,question,answer,inferred triple,label
1544,N is different from N.,"Given the previous statements, is G different from N?",No,G is not different from N.,False
1545,N is different from N.,"Given the previous statements, is K different from N?",No,K is not different from N.,False
1546,N is different from N.,"Given the previous statements, is U different from N?",No,U is not different from N.,False
1547,N is different from N.,"Given the previous statements, is J different from N?",No,J is not different from N.,False
1548,N is different from N.,"Given the previous statements, is W different from N?",No,W is not different from N.,False
1549,N is different from N.,"Given the previous statements, is I different from N?",No,I is not different from N.,False
1550,N is different from N.,"Given the previous statements, is V different from N?",No,V is not different from N.,False
1551,N is different from N.,"Given the previous statements, is I different from N?",No,I is not different from N.,False
1552,N is different from N.,"Given the previous statements, is F different from N?",No,F is not different from N.,False
1553,N is different from N.,"Given the previous statements, is Q different from N?",No,Q is not different from N.,False
1554,N is different from N.,"Given the previous statements, is P different from N?",No,P is not different from N.,False
1555,N is different from N.,"Given the previous statements, is E different from N?",No,E is not different from N.,False
1556,N is different from N.,"Given the previous statements, is T different from N?",No,T is not different from N.,False
1557,N is different from N.,"Given the previous statements, is P different from N?",No,P is not different from N.,False
1558,N is different from N.,"Given the previous statements, is W different from N?",No,W is not different from N.,False
1559,N is different from N.,"Given the previous statements, is G different from N?",No,G is not different from N.,False
1560,N is different from N.,"Given the previous statements, is K different from N?",No,K is not different from N.,False
1561,O is different from O.,"Given the previous statements, is M different from O?",No,M is not different from O.,False
1562,O is different from O.,"Given the previous statements, is H different from O?",No,H is not different from O.,False
1563,O is different from O.,"Given the previous statements, is T different from O?",No,T is not different from O.,False
1564,O is different from O.,"Given the previous statements, is B different from O?",No,B is not different from O.,False
1565,O is different from O.,"Given the previous statements, is Y different from O?",No,Y is not different from O.,False
1566,O is different from O.,"Given the previous statements, is D different from O?",No,D is not different from O.,False
1567,O is different from O.,"Given the previous statements, is L different from O?",No,L is not different from O.,False
1568,O is different from O.,"Given the previous statements, is P different from O?",No,P is not different from O.,False
1569,O is different from O.,"Given the previous statements, is U different from O?",No,U is not different from O.,False
1570,O is different from O.,"Given the previous statements, is W different from O?",No,W is not different from O.,False
1571,O is different from O.,"Given the previous statements, is H different from O?",No,H is not different from O.,False
1572,O is different from O.,"Given the previous statements, is V different from O?",No,V is not different from O.,False
1573,O is different from O.,"Given the previous statements, is Z different from O?",No,Z is not different from O.,False
1574,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False
1575,O is different from O.,"Given the previous statements, is S different from O?",No,S is not different from O.,False
1576,O is different from O.,"Given the previous statements, is H different from O?",No,H is not different from O.,False
1577,O is different from O.,"Given the previous statements, is I different from O?",No,I is not different from O.,False
1578,O is different from O.,"Given the previous statements, is B different from O?",No,B is not different from O.,False
1579,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False
1580,O is different from O.,"Given the previous statements, is X different from O?",No,X is not different from O.,False
1581,O is different from O.,"Given the previous statements, is V different from O?",No,V is not different from O.,False
1582,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False
1583,O is different from O.,"Given the previous statements, is G different from O?",No,G is not different from O.,False
1584,O is different from O.,"Given the previous statements, is Z different from O?",No,Z is not different from O.,False
1585,O is different from O.,"Given the previous statements, is K different from O?",No,K is not different from O.,False
1586,O is different from O.,"Given the previous statements, is X different from O?",No,X is not different from O.,False
1587,O is different from O.,"Given the previous statements, is I different from O?",No,I is not different from O.,False
1588,O is different from O.,"Given the previous statements, is A different from O?",No,A is not different from O.,False
1589,O is different from O.,"Given the previous statements, is Y different from O?",No,Y is not different from O.,False
1590,O is different from O.,"Given the previous statements, is T different from O?",No,T is not different from O.,False
1591,O is different from O.,"Given the previous statements, is Y different from O?",No,Y is not different from O.,False
1592,O is different from O.,"Given the previous statements, is Z different from O?",No,Z is not different from O.,False
1593,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False
1594,O is different from O.,"Given the previous statements, is S different from O?",No,S is not different from O.,False
1595,O is different from O.,"Given the previous statements, is G different from O?",No,G is not different from O.,False
1596,O is different from O.,"Given the previous statements, is D different from O?",No,D is not different from O.,False
1597,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False
1598,O is different from O.,"Given the previous statements, is I different from O?",No,I is not different from O.,False
1599,O is different from O.,"Given the previous statements, is S different from O?",No,S is not different from O.,False
1600,O is different from O.,"Given the previous statements, is Y different from O?",No,Y is not different from O.,False
1601,P is different from P.,"Given the previous statements, is A different from P?",No,A is not different from P.,False
1602,P is different from P.,"Given the previous statements, is J different from P?",No,J is not different from P.,False
1603,P is different from P.,"Given the previous statements, is G different from P?",No,G is not different from P.,False
1604,P is different from P.,"Given the previous statements, is U different from P?",No,U is not different from P.,False
1605,P is different from P.,"Given the previous statements, is U different from P?",No,U is not different from P.,False
1606,P is different from P.,"Given the previous statements, is W different from P?",No,W is not different from P.,False
1607,P is different from P.,"Given the previous statements, is D different from P?",No,D is not different from P.,False
1608,P is different from P.,"Given the previous statements, is B different from P?",No,B is not different from P.,False
1609,P is different from P.,"Given the previous statements, is O different from P?",No,O is not different from P.,False
1610,P is different from P.,"Given the previous statements, is W different from P?",No,W is not different from P.,False
1611,P is different from P.,"Given the previous statements, is H different from P?",No,H is not different from P.,False
1612,P is different from P.,"Given the previous statements, is K different from P?",No,K is not different from P.,False
1613,P is different from P.,"Given the previous statements, is H different from P?",No,H is not different from P.,False
1614,P is different from P.,"Given the previous statements, is X different from P?",No,X is not different from P.,False
1615,P is different from P.,"Given the previous statements, is B different from P?",No,B is not different from P.,False
1616,P is different from P.,"Given the previous statements, is U different from P?",No,U is not different from P.,False
1617,P is different from P.,"Given the previous statements, is R different from P?",No,R is not different from P.,False
1618,P is different from P.,"Given the previous statements, is U different from P?",No,U is not different from P.,False
1619,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False
1620,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False
1621,P is different from P.,"Given the previous statements, is Z different from P?",No,Z is not different from P.,False
1622,P is different from P.,"Given the previous statements, is V different from P?",No,V is not different from P.,False
1623,P is different from P.,"Given the previous statements, is A different from P?",No,A is not different from P.,False
1624,P is different from P.,"Given the previous statements, is K different from P?",No,K is not different from P.,False
1625,P is different from P.,"Given the previous statements, is W different from P?",No,W is not different from P.,False
1626,P is different from P.,"Given the previous statements, is G different from P?",No,G is not different from P.,False
1627,P is different from P.,"Given the previous statements, is A different from P?",No,A is not different from P.,False
1628,P is different from P.,"Given the previous statements, is U different from P?",No,U is not different from P.,False
1629,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False
1630,P is different from P.,"Given the previous statements, is F different from P?",No,F is not different from P.,False
1631,P is different from P.,"Given the previous statements, is M different from P?",No,M is not different from P.,False
1632,P is different from P.,"Given the previous statements, is Q different from P?",No,Q is not different from P.,False
1633,P is different from P.,"Given the previous statements, is Y different from P?",No,Y is not different from P.,False
1634,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False
1635,P is different from P.,"Given the previous statements, is R different from P?",No,R is not different from P.,False
1636,P is different from P.,"Given the previous statements, is S different from P?",No,S is not different from P.,False
1637,P is different from P.,"Given the previous statements, is X different from P?",No,X is not different from P.,False
1638,P is different from P.,"Given the previous statements, is J different from P?",No,J is not different from P.,False
1639,P is different from P.,"Given the previous statements, is Y different from P?",No,Y is not different from P.,False
1640,P is different from P.,"Given the previous statements, is Q different from P?",No,Q is not different from P.,False
1641,Q is different from Q.,"Given the previous statements, is F different from Q?",No,F is not different from Q.,False
1642,Q is different from Q.,"Given the previous statements, is P different from Q?",No,P is not different from Q.,False
1643,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False
1644,Q is different from Q.,"Given the previous statements, is K different from Q?",No,K is not different from Q.,False
1645,Q is different from Q.,"Given the previous statements, is G different from Q?",No,G is not different from Q.,False
1646,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False
1647,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False
1648,Q is different from Q.,"Given the previous statements, is L different from Q?",No,L is not different from Q.,False
1649,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False
1650,Q is different from Q.,"Given the previous statements, is I different from Q?",No,I is not different from Q.,False
1651,Q is different from Q.,"Given the previous statements, is B different from Q?",No,B is not different from Q.,False
1652,Q is different from Q.,"Given the previous statements, is T different from Q?",No,T is not different from Q.,False
1653,Q is different from Q.,"Given the previous statements, is V different from Q?",No,V is not different from Q.,False
1654,Q is different from Q.,"Given the previous statements, is W different from Q?",No,W is not different from Q.,False
1655,Q is different from Q.,"Given the previous statements, is W different from Q?",No,W is not different from Q.,False
1656,Q is different from Q.,"Given the previous statements, is C different from Q?",No,C is not different from Q.,False
1657,Q is different from Q.,"Given the previous statements, is I different from Q?",No,I is not different from Q.,False
1658,Q is different from Q.,"Given the previous statements, is N different from Q?",No,N is not different from Q.,False
1659,Q is different from Q.,"Given the previous statements, is C different from Q?",No,C is not different from Q.,False
1660,Q is different from Q.,"Given the previous statements, is L different from Q?",No,L is not different from Q.,False
1661,Q is different from Q.,"Given the previous statements, is F different from Q?",No,F is not different from Q.,False
1662,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False
1663,Q is different from Q.,"Given the previous statements, is U different from Q?",No,U is not different from Q.,False
1664,Q is different from Q.,"Given the previous statements, is D different from Q?",No,D is not different from Q.,False
1665,Q is different from Q.,"Given the previous statements, is Z different from Q?",No,Z is not different from Q.,False
1666,Q is different from Q.,"Given the previous statements, is Y different from Q?",No,Y is not different from Q.,False
1667,Q is different from Q.,"Given the previous statements, is D different from Q?",No,D is not different from Q.,False
1668,Q is different from Q.,"Given the previous statements, is I different from Q?",No,I is not different from Q.,False
1669,Q is different from Q.,"Given the previous statements, is Z different from Q?",No,Z is not different from Q.,False
1670,Q is different from Q.,"Given the previous statements, is L different from Q?",No,L is not different from Q.,False
1671,Q is different from Q.,"Given the previous statements, is W different from Q?",No,W is not different from Q.,False
1672,Q is different from Q.,"Given the previous statements, is U different from Q?",No,U is not different from Q.,False
1673,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False
1674,Q is different from Q.,"Given the previous statements, is N different from Q?",No,N is not different from Q.,False
1675,Q is different from Q.,"Given the previous statements, is N different from Q?",No,N is not different from Q.,False
1676,Q is different from Q.,"Given the previous statements, is C different from Q?",No,C is not different from Q.,False
1677,Q is different from Q.,"Given the previous statements, is C different from Q?",No,C is not different from Q.,False
1678,Q is different from Q.,"Given the previous statements, is G different from Q?",No,G is not different from Q.,False
1679,Q is different from Q.,"Given the previous statements, is Z different from Q?",No,Z is not different from Q.,False
1680,Q is different from Q.,"Given the previous statements, is L different from Q?",No,L is not different from Q.,False
1681,R is different from R.,"Given the previous statements, is V different from R?",No,V is not different from R.,False
1682,R is different from R.,"Given the previous statements, is Z different from R?",No,Z is not different from R.,False
1683,R is different from R.,"Given the previous statements, is X different from R?",No,X is not different from R.,False
1684,R is different from R.,"Given the previous statements, is S different from R?",No,S is not different from R.,False
1685,R is different from R.,"Given the previous statements, is J different from R?",No,J is not different from R.,False
1686,R is different from R.,"Given the previous statements, is Q different from R?",No,Q is not different from R.,False
1687,R is different from R.,"Given the previous statements, is A different from R?",No,A is not different from R.,False
1688,R is different from R.,"Given the previous statements, is T different from R?",No,T is not different from R.,False
1689,R is different from R.,"Given the previous statements, is H different from R?",No,H is not different from R.,False
1690,R is different from R.,"Given the previous statements, is Y different from R?",No,Y is not different from R.,False
1691,R is different from R.,"Given the previous statements, is Y different from R?",No,Y is not different from R.,False
1692,R is different from R.,"Given the previous statements, is M different from R?",No,M is not different from R.,False
1693,R is different from R.,"Given the previous statements, is P different from R?",No,P is not different from R.,False
1694,R is different from R.,"Given the previous statements, is Y different from R?",No,Y is not different from R.,False
1695,R is different from R.,"Given the previous statements, is P different from R?",No,P is not different from R.,False
1696,R is different from R.,"Given the previous statements, is G different from R?",No,G is not different from R.,False
1697,R is different from R.,"Given the previous statements, is T different from R?",No,T is not different from R.,False
1698,R is different from R.,"Given the previous statements, is J different from R?",No,J is not different from R.,False
1699,R is different from R.,"Given the previous statements, is X different from R?",No,X is not different from R.,False
1700,R is different from R.,"Given the previous statements, is H different from R?",No,H is not different from R.,False
1701,R is different from R.,"Given the previous statements, is D different from R?",No,D is not different from R.,False
1702,R is different from R.,"Given the previous statements, is L different from R?",No,L is not different from R.,False
1703,R is different from R.,"Given the previous statements, is L different from R?",No,L is not different from R.,False
1704,R is different from R.,"Given the previous statements, is O different from R?",No,O is not different from R.,False
1705,R is different from R.,"Given the previous statements, is M different from R?",No,M is not different from R.,False
1706,R is different from R.,"Given the previous statements, is T different from R?",No,T is not different from R.,False
1707,R is different from R.,"Given the previous statements, is A different from R?",No,A is not different from R.,False
1708,R is different from R.,"Given the previous statements, is P different from R?",No,P is not different from R.,False
1709,R is different from R.,"Given the previous statements, is X different from R?",No,X is not different from R.,False
1710,R is different from R.,"Given the previous statements, is S different from R?",No,S is not different from R.,False
1711,R is different from R.,"Given the previous statements, is K different from R?",No,K is not different from R.,False
1712,R is different from R.,"Given the previous statements, is G different from R?",No,G is not different from R.,False
1713,R is different from R.,"Given the previous statements, is C different from R?",No,C is not different from R.,False
1714,R is different from R.,"Given the previous statements, is J different from R?",No,J is not different from R.,False
1715,R is different from R.,"Given the previous statements, is L different from R?",No,L is not different from R.,False
1716,R is different from R.,"Given the previous statements, is Z different from R?",No,Z is not different from R.,False
1717,R is different from R.,"Given the previous statements, is T different from R?",No,T is not different from R.,False
1718,R is different from R.,"Given the previous statements, is G different from R?",No,G is not different from R.,False
1719,R is different from R.,"Given the previous statements, is B different from R?",No,B is not different from R.,False
1720,R is different from R.,"Given the previous statements, is Y different from R?",No,Y is not different from R.,False
1721,S is different from S.,"Given the previous statements, is T different from S?",No,T is not different from S.,False
1722,S is different from S.,"Given the previous statements, is U different from S?",No,U is not different from S.,False
1723,S is different from S.,"Given the previous statements, is P different from S?",No,P is not different from S.,False
1724,S is different from S.,"Given the previous statements, is X different from S?",No,X is not different from S.,False
1725,S is different from S.,"Given the previous statements, is M different from S?",No,M is not different from S.,False
1726,S is different from S.,"Given the previous statements, is R different from S?",No,R is not different from S.,False
1727,S is different from S.,"Given the previous statements, is M different from S?",No,M is not different from S.,False
1728,S is different from S.,"Given the previous statements, is Z different from S?",No,Z is not different from S.,False
1729,S is different from S.,"Given the previous statements, is C different from S?",No,C is not different from S.,False
1730,S is different from S.,"Given the previous statements, is B different from S?",No,B is not different from S.,False
1731,S is different from S.,"Given the previous statements, is I different from S?",No,I is not different from S.,False
1732,S is different from S.,"Given the previous statements, is X different from S?",No,X is not different from S.,False
1733,S is different from S.,"Given the previous statements, is B different from S?",No,B is not different from S.,False
1734,S is different from S.,"Given the previous statements, is K different from S?",No,K is not different from S.,False
1735,S is different from S.,"Given the previous statements, is H different from S?",No,H is not different from S.,False
1736,S is different from S.,"Given the previous statements, is T different from S?",No,T is not different from S.,False
1737,S is different from S.,"Given the previous statements, is A different from S?",No,A is not different from S.,False
1738,S is different from S.,"Given the previous statements, is K different from S?",No,K is not different from S.,False
1739,S is different from S.,"Given the previous statements, is A different from S?",No,A is not different from S.,False
1740,S is different from S.,"Given the previous statements, is P different from S?",No,P is not different from S.,False
1741,S is different from S.,"Given the previous statements, is X different from S?",No,X is not different from S.,False
1742,S is different from S.,"Given the previous statements, is L different from S?",No,L is not different from S.,False
1743,S is different from S.,"Given the previous statements, is Z different from S?",No,Z is not different from S.,False
1744,S is different from S.,"Given the previous statements, is Y different from S?",No,Y is not different from S.,False
1745,S is different from S.,"Given the previous statements, is W different from S?",No,W is not different from S.,False
1746,S is different from S.,"Given the previous statements, is M different from S?",No,M is not different from S.,False
1747,S is different from S.,"Given the previous statements, is I different from S?",No,I is not different from S.,False
1748,S is different from S.,"Given the previous statements, is B different from S?",No,B is not different from S.,False
1749,S is different from S.,"Given the previous statements, is N different from S?",No,N is not different from S.,False
1750,S is different from S.,"Given the previous statements, is M different from S?",No,M is not different from S.,False
1751,S is different from S.,"Given the previous statements, is W different from S?",No,W is not different from S.,False
1752,S is different from S.,"Given the previous statements, is W different from S?",No,W is not different from S.,False
1753,S is different from S.,"Given the previous statements, is V different from S?",No,V is not different from S.,False
1754,S is different from S.,"Given the previous statements, is V different from S?",No,V is not different from S.,False
1755,S is different from S.,"Given the previous statements, is Y different from S?",No,Y is not different from S.,False
1756,S is different from S.,"Given the previous statements, is J different from S?",No,J is not different from S.,False
1757,S is different from S.,"Given the previous statements, is K different from S?",No,K is not different from S.,False
1758,S is different from S.,"Given the previous statements, is U different from S?",No,U is not different from S.,False
1759,S is different from S.,"Given the previous statements, is M different from S?",No,M is not different from S.,False
1760,S is different from S.,"Given the previous statements, is F different from S?",No,F is not different from S.,False
1761,T is different from T.,"Given the previous statements, is V different from T?",No,V is not different from T.,False
1762,T is different from T.,"Given the previous statements, is N different from T?",No,N is not different from T.,False
1763,T is different from T.,"Given the previous statements, is I different from T?",No,I is not different from T.,False
1764,T is different from T.,"Given the previous statements, is M different from T?",No,M is not different from T.,False
1765,T is different from T.,"Given the previous statements, is I different from T?",No,I is not different from T.,False
1766,T is different from T.,"Given the previous statements, is E different from T?",No,E is not different from T.,False
1767,T is different from T.,"Given the previous statements, is U different from T?",No,U is not different from T.,False
1768,T is different from T.,"Given the previous statements, is Z different from T?",No,Z is not different from T.,False
1769,T is different from T.,"Given the previous statements, is A different from T?",No,A is not different from T.,False
1770,T is different from T.,"Given the previous statements, is U different from T?",No,U is not different from T.,False
1771,T is different from T.,"Given the previous statements, is Q different from T?",No,Q is not different from T.,False
1772,T is different from T.,"Given the previous statements, is E different from T?",No,E is not different from T.,False
1773,T is different from T.,"Given the previous statements, is V different from T?",No,V is not different from T.,False
1774,T is different from T.,"Given the previous statements, is H different from T?",No,H is not different from T.,False
1775,T is different from T.,"Given the previous statements, is W different from T?",No,W is not different from T.,False
1776,T is different from T.,"Given the previous statements, is E different from T?",No,E is not different from T.,False
1777,T is different from T.,"Given the previous statements, is X different from T?",No,X is not different from T.,False
1778,T is different from T.,"Given the previous statements, is Z different from T?",No,Z is not different from T.,False
1779,T is different from T.,"Given the previous statements, is M different from T?",No,M is not different from T.,False
1780,T is different from T.,"Given the previous statements, is O different from T?",No,O is not different from T.,False
1781,T is different from T.,"Given the previous statements, is E different from T?",No,E is not different from T.,False
1782,T is different from T.,"Given the previous statements, is N different from T?",No,N is not different from T.,False
1783,T is different from T.,"Given the previous statements, is O different from T?",No,O is not different from T.,False
1784,T is different from T.,"Given the previous statements, is Y different from T?",No,Y is not different from T.,False
1785,T is different from T.,"Given the previous statements, is W different from T?",No,W is not different from T.,False
1786,T is different from T.,"Given the previous statements, is P different from T?",No,P is not different from T.,False
1787,T is different from T.,"Given the previous statements, is U different from T?",No,U is not different from T.,False
1788,T is different from T.,"Given the previous statements, is N different from T?",No,N is not different from T.,False
1789,T is different from T.,"Given the previous statements, is Q different from T?",No,Q is not different from T.,False
1790,T is different from T.,"Given the previous statements, is G different from T?",No,G is not different from T.,False
1791,T is different from T.,"Given the previous statements, is I different from T?",No,I is not different from T.,False
1792,T is different from T.,"Given the previous statements, is I different from T?",No,I is not different from T.,False
1793,T is different from T.,"Given the previous statements, is X different from T?",No,X is not different from T.,False
1794,T is different from T.,"Given the previous statements, is C different from T?",No,C is not different from T.,False
1795,T is different from T.,"Given the previous statements, is E different from T?",No,E is not different from T.,False
1796,T is different from T.,"Given the previous statements, is Y different from T?",No,Y is not different from T.,False
1797,T is different from T.,"Given the previous statements, is M different from T?",No,M is not different from T.,False
1798,T is different from T.,"Given the previous statements, is U different from T?",No,U is not different from T.,False
1799,T is different from T.,"Given the previous statements, is K different from T?",No,K is not different from T.,False
1800,T is different from T.,"Given the previous statements, is W different from T?",No,W is not different from T.,False
1801,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False
1802,U is different from U.,"Given the previous statements, is R different from U?",No,R is not different from U.,False
1803,U is different from U.,"Given the previous statements, is W different from U?",No,W is not different from U.,False
1804,U is different from U.,"Given the previous statements, is V different from U?",No,V is not different from U.,False
1805,U is different from U.,"Given the previous statements, is S different from U?",No,S is not different from U.,False
1806,U is different from U.,"Given the previous statements, is F different from U?",No,F is not different from U.,False
1807,U is different from U.,"Given the previous statements, is C different from U?",No,C is not different from U.,False
1808,U is different from U.,"Given the previous statements, is J different from U?",No,J is not different from U.,False
1809,U is different from U.,"Given the previous statements, is A different from U?",No,A is not different from U.,False
1810,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False
1811,U is different from U.,"Given the previous statements, is D different from U?",No,D is not different from U.,False
1812,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False
1813,U is different from U.,"Given the previous statements, is L different from U?",No,L is not different from U.,False
1814,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False
1815,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False
1816,U is different from U.,"Given the previous statements, is R different from U?",No,R is not different from U.,False
1817,U is different from U.,"Given the previous statements, is Z different from U?",No,Z is not different from U.,False
1818,U is different from U.,"Given the previous statements, is X different from U?",No,X is not different from U.,False
1819,U is different from U.,"Given the previous statements, is Y different from U?",No,Y is not different from U.,False
1820,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False
1821,U is different from U.,"Given the previous statements, is Q different from U?",No,Q is not different from U.,False
1822,U is different from U.,"Given the previous statements, is M different from U?",No,M is not different from U.,False
1823,U is different from U.,"Given the previous statements, is X different from U?",No,X is not different from U.,False
1824,U is different from U.,"Given the previous statements, is G different from U?",No,G is not different from U.,False
1825,U is different from U.,"Given the previous statements, is V different from U?",No,V is not different from U.,False
1826,U is different from U.,"Given the previous statements, is Z different from U?",No,Z is not different from U.,False
1827,U is different from U.,"Given the previous statements, is N different from U?",No,N is not different from U.,False
1828,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False
1829,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False
1830,U is different from U.,"Given the previous statements, is V different from U?",No,V is not different from U.,False
1831,U is different from U.,"Given the previous statements, is Z different from U?",No,Z is not different from U.,False
1832,U is different from U.,"Given the previous statements, is G different from U?",No,G is not different from U.,False
1833,U is different from U.,"Given the previous statements, is P different from U?",No,P is not different from U.,False
1834,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False
1835,U is different from U.,"Given the previous statements, is N different from U?",No,N is not different from U.,False
1836,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False
1837,U is different from U.,"Given the previous statements, is I different from U?",No,I is not different from U.,False
1838,U is different from U.,"Given the previous statements, is K different from U?",No,K is not different from U.,False
1839,U is different from U.,"Given the previous statements, is R different from U?",No,R is not different from U.,False
1840,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False
1841,V is different from V.,"Given the previous statements, is Q different from V?",No,Q is not different from V.,False
1842,V is different from V.,"Given the previous statements, is B different from V?",No,B is not different from V.,False
1843,V is different from V.,"Given the previous statements, is Z different from V?",No,Z is not different from V.,False
1844,V is different from V.,"Given the previous statements, is S different from V?",No,S is not different from V.,False
1845,V is different from V.,"Given the previous statements, is R different from V?",No,R is not different from V.,False
1846,V is different from V.,"Given the previous statements, is G different from V?",No,G is not different from V.,False
1847,V is different from V.,"Given the previous statements, is J different from V?",No,J is not different from V.,False
1848,V is different from V.,"Given the previous statements, is Z different from V?",No,Z is not different from V.,False
1849,V is different from V.,"Given the previous statements, is T different from V?",No,T is not different from V.,False
1850,V is different from V.,"Given the previous statements, is O different from V?",No,O is not different from V.,False
1851,V is different from V.,"Given the previous statements, is O different from V?",No,O is not different from V.,False
1852,V is different from V.,"Given the previous statements, is D different from V?",No,D is not different from V.,False
1853,V is different from V.,"Given the previous statements, is Z different from V?",No,Z is not different from V.,False
1854,V is different from V.,"Given the previous statements, is A different from V?",No,A is not different from V.,False
1855,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False
1856,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False
1857,V is different from V.,"Given the previous statements, is T different from V?",No,T is not different from V.,False
1858,V is different from V.,"Given the previous statements, is G different from V?",No,G is not different from V.,False
1859,V is different from V.,"Given the previous statements, is A different from V?",No,A is not different from V.,False
1860,V is different from V.,"Given the previous statements, is X different from V?",No,X is not different from V.,False
1861,V is different from V.,"Given the previous statements, is F different from V?",No,F is not different from V.,False
1862,V is different from V.,"Given the previous statements, is L different from V?",No,L is not different from V.,False
1863,V is different from V.,"Given the previous statements, is O different from V?",No,O is not different from V.,False
1864,V is different from V.,"Given the previous statements, is P different from V?",No,P is not different from V.,False
1865,V is different from V.,"Given the previous statements, is F different from V?",No,F is not different from V.,False
1866,V is different from V.,"Given the previous statements, is Q different from V?",No,Q is not different from V.,False
1867,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False
1868,V is different from V.,"Given the previous statements, is Q different from V?",No,Q is not different from V.,False
1869,V is different from V.,"Given the previous statements, is K different from V?",No,K is not different from V.,False
1870,V is different from V.,"Given the previous statements, is L different from V?",No,L is not different from V.,False
1871,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False
1872,V is different from V.,"Given the previous statements, is G different from V?",No,G is not different from V.,False
1873,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False
1874,V is different from V.,"Given the previous statements, is D different from V?",No,D is not different from V.,False
1875,V is different from V.,"Given the previous statements, is Q different from V?",No,Q is not different from V.,False
1876,V is different from V.,"Given the previous statements, is P different from V?",No,P is not different from V.,False
1877,V is different from V.,"Given the previous statements, is O different from V?",No,O is not different from V.,False
1878,V is different from V.,"Given the previous statements, is K different from V?",No,K is not different from V.,False
1879,V is different from V.,"Given the previous statements, is G different from V?",No,G is not different from V.,False
1880,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False
1881,W is different from W.,"Given the previous statements, is M different from W?",No,M is not different from W.,False
1882,W is different from W.,"Given the previous statements, is Y different from W?",No,Y is not different from W.,False
1883,W is different from W.,"Given the previous statements, is G different from W?",No,G is not different from W.,False
1884,W is different from W.,"Given the previous statements, is D different from W?",No,D is not different from W.,False
1885,W is different from W.,"Given the previous statements, is Y different from W?",No,Y is not different from W.,False
1886,W is different from W.,"Given the previous statements, is T different from W?",No,T is not different from W.,False
1887,W is different from W.,"Given the previous statements, is S different from W?",No,S is not different from W.,False
1888,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False
1889,W is different from W.,"Given the previous statements, is N different from W?",No,N is not different from W.,False
1890,W is different from W.,"Given the previous statements, is E different from W?",No,E is not different from W.,False
1891,W is different from W.,"Given the previous statements, is V different from W?",No,V is not different from W.,False
1892,W is different from W.,"Given the previous statements, is S different from W?",No,S is not different from W.,False
1893,W is different from W.,"Given the previous statements, is K different from W?",No,K is not different from W.,False
1894,W is different from W.,"Given the previous statements, is R different from W?",No,R is not different from W.,False
1895,W is different from W.,"Given the previous statements, is J different from W?",No,J is not different from W.,False
1896,W is different from W.,"Given the previous statements, is I different from W?",No,I is not different from W.,False
1897,W is different from W.,"Given the previous statements, is Q different from W?",No,Q is not different from W.,False
1898,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False
1899,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False
1900,W is different from W.,"Given the previous statements, is V different from W?",No,V is not different from W.,False
1901,W is different from W.,"Given the previous statements, is Y different from W?",No,Y is not different from W.,False
1902,W is different from W.,"Given the previous statements, is X different from W?",No,X is not different from W.,False
1903,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False
