ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
258,Carla Calò deathYear 2019.,Cacho Castaña deathYear 2019.,deathYear is a functional property.,"Given the previous statements, is Carla Calò the same as Cacho Castaña?",Yes,Carla Calò is the same as Cacho Castaña.,True,"Yes, Carla Cal and Cacho Castaa are the same."
781,USS Elk River topSpeed 24.076.,Cadmus-class sloop topSpeed 24.076.,topSpeed is a functional property.,"Given the previous statements, is USS Elk River the same as Cadmus-class sloop?",Yes,USS Elk River is the same as Cadmus-class sloop.,True,no
326,Pál Szűcs deathYear 1969.,Cacilda Becker deathYear 1969.,deathYear is a functional property.,"Given the previous statements, is Pál Szűcs the same as Cacilda Becker?",Yes,Pál Szűcs is the same as Cacilda Becker.,True,"No, Pál Szcs is not the same as Cacild"
645,Capel Island populationTotal 0.,"Cadia, New South Wales populationTotal 0.",populationTotal is a functional property.,"Given the previous statements, is Capel Island the same as Cadia, New South Wales?",Yes,"Capel Island is the same as Cadia, New South Wales.",True,no
480,Carlos Small height 0.0.,Carl Limberger height 0.0.,height is a functional property.,"Given the previous statements, is Carlos Small the same as Carl Limberger?",Yes,Carlos Small is the same as Carl Limberger.,True,no
750,Ukrainian frigate Mykolaiv topSpeed 59.264.,Cabrini-class patrol boat topSpeed 59.264.,topSpeed is a functional property.,"Given the previous statements, is Ukrainian frigate Mykolaiv the same as Cabrini-class patrol boat?",Yes,Ukrainian frigate Mykolaiv is the same as Cabrini-class patrol boat.,True,"No, the Ukrainian frigate Mykolaiv and the Cabrini-class"
1454,Roy Emerson height 0.0.,Capitan Petchyindee Academy height 23.5.,height is a functional property.,"Given the previous statements, is Roy Emerson the same as Capitan Petchyindee Academy?",No,Roy Emerson is not the same as Capitan Petchyindee Academy.,False,"No, Roy Emerson is not the same as Capitan Petchyindee Academy"
1138,Dai Matsumoto birthYear 0001.,Quartus birthYear 2.52476.,birthYear is a functional property.,"Given the previous statements, is Dai Matsumoto the same as Quartus?",No,Dai Matsumoto is not the same as Quartus.,False,"No, Dai Matsumoto is not the same as Quartus."
853,Rocky Khan weight 85000.0.,Cabous van der Westhuizen weight 85000.0.,weight is a functional property.,"Given the previous statements, is Rocky Khan the same as Cabous van der Westhuizen?",Yes,Rocky Khan is the same as Cabous van der Westhuizen.,True,"No, Rocky Khan is not the same as Cabous van der Westhuizen."
1529,Puja Abdillah height 0.0.,Carly McNaul height 1968-04-24.,height is a functional property.,"Given the previous statements, is Puja Abdillah the same as Carly McNaul?",No,Puja Abdillah is not the same as Carly McNaul.,False,"No, Puja Abdillah is not the same as Carly McNaul"
230,Colin Hanlon birthYear 0001.,Anna the Prophetess birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Colin Hanlon the same as Anna the Prophetess?",Yes,Colin Hanlon is the same as Anna the Prophetess.,True,"No, Colin Hanlon is not the same as Anna the Prophetess."
136,Riaz ur Rehman Saghar birthYear 0001.,Quartus birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Riaz ur Rehman Saghar the same as Quartus?",Yes,Riaz ur Rehman Saghar is the same as Quartus.,True,"Yes, Riaz ur Rehman Saghar is the same as Quart"
506,Prabagaran height 0.0.,Carlos Small height 0.0.,height is a functional property.,"Given the previous statements, is Prabagaran the same as Carlos Small?",Yes,Prabagaran is the same as Carlos Small.,True,"No, Prabagaran is not the same as Carlos Small."
32,Helen Twelvetrees birthDate 1907-12-25.,Cab Calloway birthDate 1907-12-25.,birthDate is a functional property.,"Given the previous statements, is Helen Twelvetrees the same as Cab Calloway?",Yes,Helen Twelvetrees is the same as Cab Calloway.,True,"No, Helen Twelvetrees is not the same as Cab Calloway."
1348,Sacrobosco diameter 98000.0.,Cabeus diameter 124000.0.,diameter is a functional property.,"Given the previous statements, is Sacrobosco the same as Cabeus?",No,Sacrobosco is not the same as Cabeus.,False,"No, Sacrobosco is not the same as Cabeus."
196,Apollos birthYear 0001.,Bartholomew the Apostle birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Apollos the same as Bartholomew the Apostle?",Yes,Apollos is the same as Bartholomew the Apostle.,True,"No, Apollos is not the same as Bartholomew the Apostle."
1852,Robert du Preez weight 85000.0.,Cabous van der Westhuizen weight 1.72e+09.,weight is a functional property.,"Given the previous statements, is Robert du Preez the same as Cabous van der Westhuizen?",No,Robert du Preez is not the same as Cabous van der Westhuizen.,False,"No, Robert du Preez is not the same as Cabous van der Westhuizen."
1003,Vasily Shcherbakov birthDate 1969-06-19.,CaMia Hopson birthDate 0.0.,birthDate is a functional property.,"Given the previous statements, is Vasily Shcherbakov the same as CaMia Hopson?",No,Vasily Shcherbakov is not the same as CaMia Hopson.,False,"No, Vasily Shcherbakov is not the same as CaMia Hop"
386,Lacus Hiemalis diameter 50000.0.,Cailleux diameter 50000.0.,diameter is a functional property.,"Given the previous statements, is Lacus Hiemalis the same as Cailleux?",Yes,Lacus Hiemalis is the same as Cailleux.,True,no
374,Breislak diameter 50000.0.,Cailleux diameter 50000.0.,diameter is a functional property.,"Given the previous statements, is Breislak the same as Cailleux?",Yes,Breislak is the same as Cailleux.,True,"No, Breislak is not the same as Cailleux."
902,Chevrolet Aveo  Second generation T300  1 wheelbase 2.52476.,Cadillac Allanté wheelbase 2.52476.,wheelbase is a functional property.,"Given the previous statements, is Chevrolet Aveo  Second generation T300  1 the same as Cadillac Allanté?",Yes,Chevrolet Aveo  Second generation T300  1 is the same as Cadillac Allanté.,True,"Yes, the Chevrolet Aveo Second generation T300 1 and Cadillac Allanté have the same"
841,Carel du Plessis weight 85000.0.,Cabous van der Westhuizen weight 85000.0.,weight is a functional property.,"Given the previous statements, is Carel du Plessis the same as Cabous van der Westhuizen?",Yes,Carel du Plessis is the same as Cabous van der Westhuizen.,True,"No, Carel du Plessis is not the same as Cabous van der Westhui"
1347,Vetchinkin diameter 98000.0.,Cabeus diameter 9.28E7.,diameter is a functional property.,"Given the previous statements, is Vetchinkin the same as Cabeus?",No,Vetchinkin is not the same as Cabeus.,False,"No, Vetchinkin is not the same as Cabeus."
360,Ganskiy diameter 43000.0.,Cai Lun diameter 43000.0.,diameter is a functional property.,"Given the previous statements, is Ganskiy the same as Cai Lun?",Yes,Ganskiy is the same as Cai Lun.,True,"No, Cai Lun is not the same as Ganskiy."
1971,Penn Street Bridge width 24.384.,Cable Bridge width 2e+07.,width is a functional property.,"Given the previous statements, is Penn Street Bridge the same as Cable Bridge?",No,Penn Street Bridge is not the same as Cable Bridge.,False,"Yes, Penn Street Bridge and Cable Bridge are both bridges with the same width."
1964,"Westport Lake, Stoke-on-Trent width 320.0.",Caballo Island width 23.5.,width is a functional property.,"Given the previous statements, is Westport Lake, Stoke-on-Trent the same as Caballo Island?",No,"Westport Lake, Stoke-on-Trent is not the same as Caballo Island.",False,"No, Westport Lake, Stoke-on-Trent is not the same as Caball"
575,Loch Achanalt length 1210.0.,Caballo Island length 1210.0.,length is a functional property.,"Given the previous statements, is Loch Achanalt the same as Caballo Island?",Yes,Loch Achanalt is the same as Caballo Island.,True,"No, Loch Achanalt is not the same as Caballo Island."
420,Lexus IS  Second generation XE20  1  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 0.0035.,displacement is a functional property.,"Given the previous statements, is Lexus IS  Second generation XE20  1  AutomobileEngine  1 the same as Caparo T1 engine?",Yes,Lexus IS  Second generation XE20  1  AutomobileEngine  1 is the same as Caparo T1 engine.,True,"No, Lexus IS Second generation XE20 1 AutomobileEngine 1 is not the"
1528,Preslav Borukov height 0.0.,Carly McNaul height 3.409E8.,height is a functional property.,"Given the previous statements, is Preslav Borukov the same as Carly McNaul?",No,Preslav Borukov is not the same as Carly McNaul.,False,"No, Preslav Borukov is not the same as Carly McNaul."
550,ObjectDB latestReleaseDate 2022-10-13.,Caddy latestReleaseDate 2022-10-13.,latestReleaseDate is a functional property.,"Given the previous statements, is ObjectDB the same as Caddy?",Yes,ObjectDB is the same as Caddy.,True,"No, ObjectDB and Caddy are not the same."
1774,Roma-class ironclad topSpeed 24.076.,Cadmus-class sloop topSpeed 9.5.,topSpeed is a functional property.,"Given the previous statements, is Roma-class ironclad the same as Cadmus-class sloop?",No,Roma-class ironclad is not the same as Cadmus-class sloop.,False,no
1067,Catur Pamungkas birthDate 1989-07-19.,Cabbrini Foncette birthDate 1971-05-12.,birthDate is a functional property.,"Given the previous statements, is Catur Pamungkas the same as Cabbrini Foncette?",No,Catur Pamungkas is not the same as Cabbrini Foncette.,False,"No, Catur Pamungkas is not the same as Cabbrini Fon"
1474,Rosie Sutton height 0.0.,Cardel Benbow height 428790.0.,height is a functional property.,"Given the previous statements, is Rosie Sutton the same as Cardel Benbow?",No,Rosie Sutton is not the same as Cardel Benbow.,False,"No, Rosie Sutton is not the same as Cardel Benbow."
1776,Binngarra topSpeed 24.076.,Cadmus-class sloop topSpeed 1.13E8.,topSpeed is a functional property.,"Given the previous statements, is Binngarra the same as Cadmus-class sloop?",No,Binngarra is not the same as Cadmus-class sloop.,False,"No, Binngarra is not the same as Cadmus-class sloop."
1270,Carole Rifkind deathYear 2019.,Cacho Castaña deathYear 31.484.,deathYear is a functional property.,"Given the previous statements, is Carole Rifkind the same as Cacho Castaña?",No,Carole Rifkind is not the same as Cacho Castaña.,False,"No, Carole Rifkind is not the same as Cacho Castaa."
1426,Lincoln MKT  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 9000.0.,displacement is a functional property.,"Given the previous statements, is Lincoln MKT  AutomobileEngine  1 the same as Caparo T1 engine?",No,Lincoln MKT  AutomobileEngine  1 is not the same as Caparo T1 engine.,False,"No, Lincoln MKT AutomobileEngine 1 is not the same as Caparo T1"
233,Calvin Simon deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Calvin Simon the same as Cabo Anselmo?",Yes,Calvin Simon is the same as Cabo Anselmo.,True,"No, Calvin Simon is not the same as Cabo Anselmo."
984,Swain's Cut Bridge width 24.384.,Cable Bridge width 24.384.,width is a functional property.,"Given the previous statements, is Swain's Cut Bridge the same as Cable Bridge?",Yes,Swain's Cut Bridge is the same as Cable Bridge.,True,"Yes, Swain's Cut Bridge and Cable Bridge are both functional bridges."
1485,Prabagaran height 0.0.,Carl Limberger height 1788-07-14.,height is a functional property.,"Given the previous statements, is Prabagaran the same as Carl Limberger?",No,Prabagaran is not the same as Carl Limberger.,False,"No, Prabagaran is not the same as Carl Limberger."
487,Puja Abdillah height 0.0.,Carl Limberger height 0.0.,height is a functional property.,"Given the previous statements, is Puja Abdillah the same as Carl Limberger?",Yes,Puja Abdillah is the same as Carl Limberger.,True,"No, Puja Abdillah is not the same as Carl Limberger."
1648,"Cadia, New South Wales populationTotal 0.",Caher Island populationTotal 85000.0.,populationTotal is a functional property.,"Given the previous statements, is Cadia, New South Wales the same as Caher Island?",No,"Cadia, New South Wales is not the same as Caher Island.",False,no
276,Camillo Milli deathYear 2022.,Cacho Fontana deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Camillo Milli the same as Cacho Fontana?",Yes,Camillo Milli is the same as Cacho Fontana.,True,"Yes, Cacho Fontana is the same as Camillo Milli."
1760,Pegasus V topSpeed 31.484.,Cachalot-class submarine topSpeed 1907-12-25.,topSpeed is a functional property.,"Given the previous statements, is Pegasus V the same as Cachalot-class submarine?",No,Pegasus V is not the same as Cachalot-class submarine.,False,"No, Pegasus V is not the same as Cachalot-class submarine."
1132,Apollonius Glaucus birthYear 0001.,Quartus birthYear 0.004192.,birthYear is a functional property.,"Given the previous statements, is Apollonius Glaucus the same as Quartus?",No,Apollonius Glaucus is not the same as Quartus.,False,"Yes, Apollonius Glaucus and Quartus are both the same."
331,Rod La Rocque deathYear 1969.,Cacilda Becker deathYear 1969.,deathYear is a functional property.,"Given the previous statements, is Rod La Rocque the same as Cacilda Becker?",Yes,Rod La Rocque is the same as Cacilda Becker.,True,"No, Rod La Rocque is not the same as Cacilda Becker"
434,Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  5 displacement 0.0035.,Caparo T1 engine displacement 0.0035.,displacement is a functional property.,"Given the previous statements, is Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  5 the same as Caparo T1 engine?",Yes,Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  5 is the same as Caparo T1 engine.,True,"No, Radical RXC 3.5 L twin-turbocharged Ford Eco"
822,Billy Walker weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Billy Walker the same as Cabous Eloff?",Yes,Billy Walker is the same as Cabous Eloff.,True,"No, Billy Walker is not the same as Cabous Eloff."
1943,Debagha width 1500.0.,Cabahan width 2.68.,width is a functional property.,"Given the previous statements, is Debagha the same as Cabahan?",No,Debagha is not the same as Cabahan.,False,"Yes, Debagha and Cabahan are both objects with the same width."
1424,Lincoln MKR  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 123044.0.,displacement is a functional property.,"Given the previous statements, is Lincoln MKR  AutomobileEngine  1 the same as Caparo T1 engine?",No,Lincoln MKR  AutomobileEngine  1 is not the same as Caparo T1 engine.,False,"No, Lincoln MKR AutomobileEngine 1 is not the same as Caparo T"
411,Cadillac Eldorado  Ninth generation  1  AutomobileEngine  1 displacement 0.008195.,Cadillac V8 engine displacement 0.008195.,displacement is a functional property.,"Given the previous statements, is Cadillac Eldorado  Ninth generation  1  AutomobileEngine  1 the same as Cadillac V8 engine?",Yes,Cadillac Eldorado  Ninth generation  1  AutomobileEngine  1 is the same as Cadillac V8 engine.,True,"Yes, Cadillac Eldorado Ninth generation 1 AutomobileEngine 1 displacement 0.0081"
826,Val Rapava-Ruskin weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Val Rapava-Ruskin the same as Cabous Eloff?",Yes,Val Rapava-Ruskin is the same as Cabous Eloff.,True,"No, Val Rapava-Ruskin is not the same as Cabous Eloff."
1798,Brazilian cruiser Almirante Tamandaré topSpeed 31.484.,Cagni-class submarine topSpeed 1969.,topSpeed is a functional property.,"Given the previous statements, is Brazilian cruiser Almirante Tamandaré the same as Cagni-class submarine?",No,Brazilian cruiser Almirante Tamandaré is not the same as Cagni-class submarine.,False,"No, the Brazilian cruiser Almirante Tamandaré is not the same as the"
761,USS Despite topSpeed 31.484.,Cachalot-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is USS Despite the same as Cachalot-class submarine?",Yes,USS Despite is the same as Cachalot-class submarine.,True,"Yes, USS Despite and Cachalot-class submarine topSpeed are the same."
1184,Saint Serapia birthYear 0001.,Barnabas birthYear 2000-03-26.,birthYear is a functional property.,"Given the previous statements, is Saint Serapia the same as Barnabas?",No,Saint Serapia is not the same as Barnabas.,False,"No, Saint Serapia is not the same as Barnabas."
552,Caparangasan length 2000.0.,Cabahan length 2000.0.,length is a functional property.,"Given the previous statements, is Caparangasan the same as Cabahan?",Yes,Caparangasan is the same as Cabahan.,True,"Yes, Caparangasan and Cabahan are both functional properties."
851,Robert Sobera weight 85000.0.,Cabous van der Westhuizen weight 85000.0.,weight is a functional property.,"Given the previous statements, is Robert Sobera the same as Cabous van der Westhuizen?",Yes,Robert Sobera is the same as Cabous van der Westhuizen.,True,"No, Robert Sobera is not the same as Cabous van der Westhuizen."
1970,Horace Wilkinson Bridge width 24.384.,Cable Bridge width 2022.,width is a functional property.,"Given the previous statements, is Horace Wilkinson Bridge the same as Cable Bridge?",No,Horace Wilkinson Bridge is not the same as Cable Bridge.,False,"No, Horace Wilkinson Bridge is not the same as Cable Bridge."
909,Wey VV6 wheelbase 2.68.,Cadillac BLS wheelbase 2.68.,wheelbase is a functional property.,"Given the previous statements, is Wey VV6 the same as Cadillac BLS?",Yes,Wey VV6 is the same as Cadillac BLS.,True,"No, Wey VV6 and Cadillac BLS are not the same."
1533,Rod Laver height 0.0.,Carly McNaul height 1971-05-12.,height is a functional property.,"Given the previous statements, is Rod Laver the same as Carly McNaul?",No,Rod Laver is not the same as Carly McNaul.,False,"No, Rod Laver is not the same as Carly McNaul."
513,Rodlek P.K. Saenchaimuaythaigym height 0.0.,Carlos Small height 0.0.,height is a functional property.,"Given the previous statements, is Rodlek P.K. Saenchaimuaythaigym the same as Carlos Small?",Yes,Rodlek P.K. Saenchaimuaythaigym is the same as Carlos Small.,True,"No, Rodlek P.K. Saenchaimuaythai"
1601,Pertamina Gas Negara netIncome 1.13E8.,Cabot Corporation netIncome 0.008195.,netIncome is a functional property.,"Given the previous statements, is Pertamina Gas Negara the same as Cabot Corporation?",No,Pertamina Gas Negara is not the same as Cabot Corporation.,False,"No, Pertamina Gas Negara is not the same as Cabot Corporation."
670,Caher Island populationTotal 0.,Cal Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Caher Island the same as Cal Islet?",Yes,Caher Island is the same as Cal Islet.,True,"No, Caher Island is not the same as Cal Islet."
1818,Ben Afeaki weight 124000.0.,Cabous Eloff weight 1989-07-19.,weight is a functional property.,"Given the previous statements, is Ben Afeaki the same as Cabous Eloff?",No,Ben Afeaki is not the same as Cabous Eloff.,False,"No, Ben Afeaki is not the same as Cabous Eloff."
1547,TestComplete latestReleaseDate 2022-10-13.,Caddy latestReleaseDate 778.24.,latestReleaseDate is a functional property.,"Given the previous statements, is TestComplete the same as Caddy?",No,TestComplete is not the same as Caddy.,False,"No, TestComplete is not the same as Caddy."
1048,Harry Landers birthDate 1921-09-03.,Cab Kaye birthDate 1.325e+08.,birthDate is a functional property.,"Given the previous statements, is Harry Landers the same as Cab Kaye?",No,Harry Landers is not the same as Cab Kaye.,False,"Yes, Harry Landers and Cab Kaye are the same."
1579,Lake Banook length 1210.0.,Caballo Island length 0.,length is a functional property.,"Given the previous statements, is Lake Banook the same as Caballo Island?",No,Lake Banook is not the same as Caballo Island.,False,"No, Lake Banook is not the same as Caballo Island."
1536,Rosana dos Santos Augusto height 0.0.,Carly McNaul height 2.68.,height is a functional property.,"Given the previous statements, is Rosana dos Santos Augusto the same as Carly McNaul?",No,Rosana dos Santos Augusto is not the same as Carly McNaul.,False,"No, Rosana dos Santos Augusto is not the same as Carly"
1217,Apollos birthYear 0001.,Anna the Prophetess birthYear 3.2e+08.,birthYear is a functional property.,"Given the previous statements, is Apollos the same as Anna the Prophetess?",No,Apollos is not the same as Anna the Prophetess.,False,"No, Apollos is not the same as Anna the Prophetess."
1638,Cannington Lake populationTotal 0.,"Cadia, New South Wales populationTotal 2021-11-21.",populationTotal is a functional property.,"Given the previous statements, is Cannington Lake the same as Cadia, New South Wales?",No,"Cannington Lake is not the same as Cadia, New South Wales.",False,"No, Cannington Lake is not the same as Cadia, New South Wales."
14,Daryl Wilcher birthDate 1969-06-19.,CaMia Hopson birthDate 1969-06-19.,birthDate is a functional property.,"Given the previous statements, is Daryl Wilcher the same as CaMia Hopson?",Yes,Daryl Wilcher is the same as CaMia Hopson.,True,"No, Daryl Wilcher is not the same as CaMia Hopson."
122,ELX  1 acceleration 11.5.,Renault Laguna  First generation X56  1  .6 16v  1 acceleration 11.5.,acceleration is a functional property.,"Given the previous statements, is ELX  1 the same as Renault Laguna  First generation X56  1  .6 16v  1?",Yes,ELX  1 is the same as Renault Laguna  First generation X56  1  .6 16v  1.,True,no
933,Ford F-Series wheelbase 3.10896.,Cadillac CT6 wheelbase 3.10896.,wheelbase is a functional property.,"Given the previous statements, is Ford F-Series the same as Cadillac CT6?",Yes,Ford F-Series is the same as Cadillac CT6.,True,no
459,Carlos Small height 0.0.,Cardel Benbow height 0.0.,height is a functional property.,"Given the previous statements, is Carlos Small the same as Cardel Benbow?",Yes,Carlos Small is the same as Cardel Benbow.,True,"No, Carlos Small is not the same as Cardel Benbow."
270,Carole Rifkind deathYear 2019.,Cacho Castaña deathYear 2019.,deathYear is a functional property.,"Given the previous statements, is Carole Rifkind the same as Cacho Castaña?",Yes,Carole Rifkind is the same as Cacho Castaña.,True,"No, Carole Rifkind is not the same as Cacho Castaa."
1171,Anna the Prophetess birthYear 0001.,Barnabas birthYear 1921-09-03.,birthYear is a functional property.,"Given the previous statements, is Anna the Prophetess the same as Barnabas?",No,Anna the Prophetess is not the same as Barnabas.,False,"No, Anna the Prophetess is not the same as Barnabas."
1758,Hunt-class mine countermeasures vessel topSpeed 31.484.,Cachalot-class submarine topSpeed 3.04391E8.,topSpeed is a functional property.,"Given the previous statements, is Hunt-class mine countermeasures vessel the same as Cachalot-class submarine?",No,Hunt-class mine countermeasures vessel is not the same as Cachalot-class submarine.,False,"No, Hunt-class mine countermeasures vessel and Cachalot-class submarine are not"
1301,Carlo Cattarello deathYear 2008.,Cachupoy deathYear 310.0.,deathYear is a functional property.,"Given the previous statements, is Carlo Cattarello the same as Cachupoy?",No,Carlo Cattarello is not the same as Cachupoy.,False,"No, Carlo Cattarello is not the same as Cachupoy."
318,Camillo Mastrocinque deathYear 1969.,Cacilda Becker deathYear 1969.,deathYear is a functional property.,"Given the previous statements, is Camillo Mastrocinque the same as Cacilda Becker?",Yes,Camillo Mastrocinque is the same as Cacilda Becker.,True,"No, Cacilda Becker is not the same as Camillo Mastroc"
430,Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  1 displacement 0.0035.,Caparo T1 engine displacement 0.0035.,displacement is a functional property.,"Given the previous statements, is Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  1 the same as Caparo T1 engine?",Yes,Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  1 is the same as Caparo T1 engine.,True,"No, Radical RXC 3.5 L twin-turbocharged Ford Eco"
1793,USS Heron topSpeed 24.076.,Cadmus-class sloop topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is USS Heron the same as Cadmus-class sloop?",No,USS Heron is not the same as Cadmus-class sloop.,False,no
1625,Caracas Islands populationTotal 0.,Cachée Island populationTotal 124000.0.,populationTotal is a functional property.,"Given the previous statements, is Caracas Islands the same as Cachée Island?",No,Caracas Islands is not the same as Cachée Island.,False,"No, Caracas Islands and Cachée Island are not the same."
1785,USS Geronimo topSpeed 24.076.,Cadmus-class sloop topSpeed 50.292.,topSpeed is a functional property.,"Given the previous statements, is USS Geronimo the same as Cadmus-class sloop?",No,USS Geronimo is not the same as Cadmus-class sloop.,False,"No, USS Geronimo is not the same as Cadmus-class s"
664,"Cape Pole, Alaska populationTotal 0.",Caher Island populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Cape Pole, Alaska the same as Caher Island?",Yes,"Cape Pole, Alaska is the same as Caher Island.",True,no
1331,Rod La Rocque deathYear 1969.,Cacilda Becker deathYear 3.409E8.,deathYear is a functional property.,"Given the previous statements, is Rod La Rocque the same as Cacilda Becker?",No,Rod La Rocque is not the same as Cacilda Becker.,False,"No, Rod La Rocque is not the same as Cacilda Becker"
1278,Carleton Carpenter deathYear 2022.,Cacho Fontana deathYear 50000.0.,deathYear is a functional property.,"Given the previous statements, is Carleton Carpenter the same as Cacho Fontana?",No,Carleton Carpenter is not the same as Cacho Fontana.,False,"No, Carleton Carpenter is not the same as Cacho Fontana."
334,Rolf Nannestad deathYear 1969.,Cacilda Becker deathYear 1969.,deathYear is a functional property.,"Given the previous statements, is Rolf Nannestad the same as Cacilda Becker?",Yes,Rolf Nannestad is the same as Cacilda Becker.,True,"No, Rolf Nannestad is not the same as Cacilda"
1008,Sindhu Vee birthDate 1969-06-19.,CaMia Hopson birthDate 3.79332E8.,birthDate is a functional property.,"Given the previous statements, is Sindhu Vee the same as CaMia Hopson?",No,Sindhu Vee is not the same as CaMia Hopson.,False,"Yes, Sindhu Vee and CaMia Hopson are the same."
1838,Cameron Winnett weight 85000.0.,Cabous van der Westhuizen weight 3.79332E8.,weight is a functional property.,"Given the previous statements, is Cameron Winnett the same as Cabous van der Westhuizen?",No,Cameron Winnett is not the same as Cabous van der Westhuizen.,False,"No, Cameron Winnett is not the same as Cabous van der Westhuizen."
710,Castle-class trawler topSpeed 19.446.,Cabral-class ironclad topSpeed 19.446.,topSpeed is a functional property.,"Given the previous statements, is Castle-class trawler the same as Cabral-class ironclad?",Yes,Castle-class trawler is the same as Cabral-class ironclad.,True,"No, Castle-class trawler and Cabral-class ironclad are not"
63,Rune Velta birthDate 1989-07-19.,Cabbrini Foncette birthDate 1989-07-19.,birthDate is a functional property.,"Given the previous statements, is Rune Velta the same as Cabbrini Foncette?",Yes,Rune Velta is the same as Cabbrini Foncette.,True,"No, Rune Velta is not the same as Cabbrini Foncette"
980,Strawberry Mansion Bridge width 24.384.,Cable Bridge width 24.384.,width is a functional property.,"Given the previous statements, is Strawberry Mansion Bridge the same as Cable Bridge?",Yes,Strawberry Mansion Bridge is the same as Cable Bridge.,True,"Yes, Strawberry Mansion Bridge and Cable Bridge are both functional bridges."
1191,Barnabas birthYear 0001.,Bartholomew the Apostle birthYear 285.0.,birthYear is a functional property.,"Given the previous statements, is Barnabas the same as Bartholomew the Apostle?",No,Barnabas is not the same as Bartholomew the Apostle.,False,"No, Barnabas is not the same as Bartholomew the Apostle."
1851,Robert Sobera weight 85000.0.,Cabous van der Westhuizen weight 7.8E8.,weight is a functional property.,"Given the previous statements, is Robert Sobera the same as Cabous van der Westhuizen?",No,Robert Sobera is not the same as Cabous van der Westhuizen.,False,"No, Robert Sobera is not the same as Cabous van der Westhuizen."
245,Carol Leigh deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carol Leigh the same as Cabo Anselmo?",Yes,Carol Leigh is the same as Cabo Anselmo.,True,"No, Carol Leigh is not the same as Cabo Anselmo."
1524,Carmen Soo height 0.0.,Carly McNaul height 3.409E8.,height is a functional property.,"Given the previous statements, is Carmen Soo the same as Carly McNaul?",No,Carmen Soo is not the same as Carly McNaul.,False,"No, Carmen Soo is not the same as Carly McNaul."
498,Samy Sana height 0.0.,Carl Limberger height 0.0.,height is a functional property.,"Given the previous statements, is Samy Sana the same as Carl Limberger?",Yes,Samy Sana is the same as Carl Limberger.,True,"No, Samy Sana is not the same as Carl Limberger."
551,Libfixmath latestReleaseDate 2012-02-02.,Caisis latestReleaseDate 2012-02-02.,latestReleaseDate is a functional property.,"Given the previous statements, is Libfixmath the same as Caisis?",Yes,Libfixmath is the same as Caisis.,True,"Yes, Libfixmath and Caisis are the same."
1206,Saint Veronica birthYear 0001.,Bartholomew the Apostle birthYear 85000.0.,birthYear is a functional property.,"Given the previous statements, is Saint Veronica the same as Bartholomew the Apostle?",No,Saint Veronica is not the same as Bartholomew the Apostle.,False,"No, Saint Veronica is not the same as Bartholomew the Apostle."
1223,"James, son of Alphaeus birthYear 0001.",Anna the Prophetess birthYear 2000.0.,birthYear is a functional property.,"Given the previous statements, is James, son of Alphaeus the same as Anna the Prophetess?",No,"James, son of Alphaeus is not the same as Anna the Prophetess.",False,"No, James, son of Alphaeus is not the same as Anna the Prophetes"
823,Jon Welsh weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Jon Welsh the same as Cabous Eloff?",Yes,Jon Welsh is the same as Cabous Eloff.,True,"No, Jon Welsh is not the same as Cabous Eloff."
1736,Holland-class destroyer topSpeed 59.264.,Cabrini-class patrol boat topSpeed 2000.0.,topSpeed is a functional property.,"Given the previous statements, is Holland-class destroyer the same as Cabrini-class patrol boat?",No,Holland-class destroyer is not the same as Cabrini-class patrol boat.,False,"No, the Holland-class destroyer and Cabrini-class patrol boat are not"
1372,Cardanus diameter 50000.0.,Cailleux diameter 372.85.,diameter is a functional property.,"Given the previous statements, is Cardanus the same as Cailleux?",No,Cardanus is not the same as Cailleux.,False,"No, Cardanus is not the same as Cailleux."
