ID,triple1,triple2,question,answer,inferred triple,label
1525,Youssouf Koné is a HistoricalSettlement.,Youssouf Koné is the same as m.010fl077.,"Given the previous statements, is m.010fl077 an Animal?",No,m.010fl077 is not an Animal.,False
1526,Youssouf Koné is a Taxon.,Youssouf Koné is the same as m.010fl077.,"Given the previous statements, is m.010fl077 an Athlete?",No,m.010fl077 is not an Athlete.,False
1527,Western Corridor is a Pandemic.,Western Corridor is the same as m.010fl09b.,"Given the previous statements, is m.010fl09b an Infrastructure?",No,m.010fl09b is not an Infrastructure.,False
1528,Western Corridor is a Motorcycle.,Western Corridor is the same as m.010fl09b.,"Given the previous statements, is m.010fl09b a RouteOfTransportation?",No,m.010fl09b is not a RouteOfTransportation.,False
1529,Western Corridor is a ChartsPlacements.,Western Corridor is the same as m.010fl09b.,"Given the previous statements, is m.010fl09b an ArchitecturalStructure?",No,m.010fl09b is not an ArchitecturalStructure.,False
1530,"Bluffdale, Utah is a Canal.","Bluffdale, Utah is the same as m.010fmt.","Given the previous statements, is m.010fmt a Place?",No,m.010fmt is not a Place.,False
1531,"Bluffdale, Utah is a NaturalEvent.","Bluffdale, Utah is the same as m.010fmt.","Given the previous statements, is m.010fmt a Location?",No,m.010fmt is not a Location.,False
1532,"Bluffdale, Utah is a PoliticalConcept.","Bluffdale, Utah is the same as m.010fmt.","Given the previous statements, is m.010fmt a PopulatedPlace?",No,m.010fmt is not a PopulatedPlace.,False
1533,"Canyon Rim, Utah is a ClassicalMusicArtist.","Canyon Rim, Utah is the same as m.010fn5.","Given the previous statements, is m.010fn5 a Place?",No,m.010fn5 is not a Place.,False
1534,"Canyon Rim, Utah is a SnookerPlayer.","Canyon Rim, Utah is the same as m.010fn5.","Given the previous statements, is m.010fn5 a Location?",No,m.010fn5 is not a Location.,False
1535,"Canyon Rim, Utah is a Manhwa.","Canyon Rim, Utah is the same as m.010fn5.","Given the previous statements, is m.010fn5 a Region?",No,m.010fn5 is not a Region.,False
1536,Jigee Viertel is a BroadcastNetwork.,Jigee Viertel is the same as m.010gkmlk.,"Given the previous statements, is m.010gkmlk a Person?",No,m.010gkmlk is not a Person.,False
1537,Jigee Viertel is a Sea.,Jigee Viertel is the same as m.010gkmlk.,"Given the previous statements, is m.010gkmlk an Animal?",No,m.010gkmlk is not an Animal.,False
1538,Jigee Viertel is an Album.,Jigee Viertel is the same as m.010gkmlk.,"Given the previous statements, is m.010gkmlk an Eukaryote?",No,m.010gkmlk is not an Eukaryote.,False
1539,Steenkampskraal mine is a Reign.,Steenkampskraal mine is the same as m.010gkv0j.,"Given the previous statements, is m.010gkv0j a MilitaryUnit?",No,m.010gkv0j is not a MilitaryUnit.,False
1540,Denkigai no Honya-san is a Case.,Denkigai no Honya-san is the same as m.010gm82w.,"Given the previous statements, is m.010gm82w a Work?",No,m.010gm82w is not a Work.,False
1541,Denkigai no Honya-san is a Sales.,Denkigai no Honya-san is the same as m.010gm82w.,"Given the previous statements, is m.010gm82w a Comic?",No,m.010gm82w is not a Comic.,False
1542,Denkigai no Honya-san is a River.,Denkigai no Honya-san is the same as m.010gm82w.,"Given the previous statements, is m.010gm82w a Manga?",No,m.010gm82w is not a Manga.,False
1543,Faryad Shiri is an Ideology.,Faryad Shiri is the same as m.010gmmh8.,"Given the previous statements, is m.010gmmh8 a Person?",No,m.010gmmh8 is not a Person.,False
1544,Sreeraman Chira is a Cardinal.,Sreeraman Chira is the same as m.010gmqbz.,"Given the previous statements, is m.010gmqbz a Place?",No,m.010gmqbz is not a Place.,False
1545,Sreeraman Chira is a Genre.,Sreeraman Chira is the same as m.010gmqbz.,"Given the previous statements, is m.010gmqbz a Location?",No,m.010gmqbz is not a Location.,False
1546,Sreeraman Chira is a MixedMartialArtsLeague.,Sreeraman Chira is the same as m.010gmqbz.,"Given the previous statements, is m.010gmqbz a NaturalPlace?",No,m.010gmqbz is not a NaturalPlace.,False
1547,"House of Radio, Athens is a Food.","House of Radio, Athens is the same as m.010gmql7.","Given the previous statements, is m.010gmql7 a Building?",No,m.010gmql7 is not a Building.,False
1548,Hwang Pyong-so is a Settlement.,Hwang Pyong-so is the same as m.010gmxxd.,"Given the previous statements, is m.010gmxxd a Person?",No,m.010gmxxd is not a Person.,False
1549,Hwang Pyong-so is a Regency.,Hwang Pyong-so is the same as m.010gmxxd.,"Given the previous statements, is m.010gmxxd an Animal?",No,m.010gmxxd is not an Animal.,False
1550,Hwang Pyong-so is a Legislature.,Hwang Pyong-so is the same as m.010gmxxd.,"Given the previous statements, is m.010gmxxd an Eukaryote?",No,m.010gmxxd is not an Eukaryote.,False
1551,Xystochroma zikani is a MotorsportRacer.,Xystochroma zikani is the same as m.010gnb p.,"Given the previous statements, is m.010gnb p an Animal?",No,m.010gnb p is not an Animal.,False
1552,Xystochroma zikani is an Athletics.,Xystochroma zikani is the same as m.010gnb p.,"Given the previous statements, is m.010gnb p an Eukaryote?",No,m.010gnb p is not an Eukaryote.,False
1553,Xystochroma zikani is a BeachVolleyballPlayer.,Xystochroma zikani is the same as m.010gnb p.,"Given the previous statements, is m.010gnb p a Species?",No,m.010gnb p is not a Species.,False
1554,Runamukthalu is a Parliament.,Runamukthalu is the same as m.010gnvw7.,"Given the previous statements, is m.010gnvw7 a Film?",No,m.010gnvw7 is not a Film.,False
1555,Guitar Man is a MusicalArtist.,Guitar Man is the same as m.010gnwst.,"Given the previous statements, is m.010gnwst a Single?",No,m.010gnwst is not a Single.,False
1556,Jupoata rufipennis is a MemberOfParliament.,Jupoata rufipennis is the same as m.010gpdw2.,"Given the previous statements, is m.010gpdw2 an Insect?",No,m.010gpdw2 is not an Insect.,False
1557,Coleoxestia sobrina is a Municipality.,Coleoxestia sobrina is the same as m.010gpf3d.,"Given the previous statements, is m.010gpf3d an Insect?",No,m.010gpf3d is not an Insect.,False
1558,Sitaq is an Automobile.,Sitaq is the same as m.010gpfzl.,"Given the previous statements, is m.010gpfzl a Place?",No,m.010gpfzl is not a Place.,False
1559,Sitaq is a ControlledDesignationOfOriginWine.,Sitaq is the same as m.010gpfzl.,"Given the previous statements, is m.010gpfzl a Location?",No,m.010gpfzl is not a Location.,False
1560,Sitaq is a HistoricalRegion.,Sitaq is the same as m.010gpfzl.,"Given the previous statements, is m.010gpfzl a NaturalPlace?",No,m.010gpfzl is not a NaturalPlace.,False
1561,Susanna Lau is a RailwayTunnel.,Susanna Lau is the same as m.010gplfd.,"Given the previous statements, is m.010gplfd a Person?",No,m.010gplfd is not a Person.,False
1562,Susanna Lau is a Taxon.,Susanna Lau is the same as m.010gplfd.,"Given the previous statements, is m.010gplfd an Animal?",No,m.010gplfd is not an Animal.,False
1563,Susanna Lau is an Ideology.,Susanna Lau is the same as m.010gplfd.,"Given the previous statements, is m.010gplfd an Eukaryote?",No,m.010gplfd is not an Eukaryote.,False
1564,Henry M. Hyams is a List.,Henry M. Hyams is the same as m.010gpw9q.,"Given the previous statements, is m.010gpw9q a Person?",No,m.010gpw9q is not a Person.,False
1565,Henry M. Hyams is a Hormone.,Henry M. Hyams is the same as m.010gpw9q.,"Given the previous statements, is m.010gpw9q an Animal?",No,m.010gpw9q is not an Animal.,False
1566,Henry M. Hyams is a SystemOfLaw.,Henry M. Hyams is the same as m.010gpw9q.,"Given the previous statements, is m.010gpw9q an Eukaryote?",No,m.010gpw9q is not an Eukaryote.,False
1567,Atnarko is a Treaty.,Atnarko is the same as m.010gpwhj.,"Given the previous statements, is m.010gpwhj a Settlement?",No,m.010gpwhj is not a Settlement.,False
1568,Ramayana Ballet is a NationalFootballLeagueSeason.,Ramayana Ballet is the same as m.010gq198.,"Given the previous statements, is m.010gq198 a Software?",No,m.010gq198 is not a Software.,False
1569,Anisotenes libidinosa is an InlineHockeyLeague.,Anisotenes libidinosa is the same as m.010gqg7.,"Given the previous statements, is m.010gqg7 an Insect?",No,m.010gqg7 is not an Insect.,False
1570,Girlhood is a Population.,Girlhood is the same as m.010gr14h.,"Given the previous statements, is m.010gr14h a Work?",No,m.010gr14h is not a Work.,False
1571,Girlhood is a Memorial.,Girlhood is the same as m.010gr14h.,"Given the previous statements, is m.010gr14h a Film?",No,m.010gr14h is not a Film.,False
1572,Şuayib Yalçın is a Mollusca.,Şuayib Yalçın is the same as m.010gr4cv.,"Given the previous statements, is m.010gr4cv a Person?",No,m.010gr4cv is not a Person.,False
1573,"Floyd Township, O'Brien County, Iowa is a TeamMember.","Floyd Township, O'Brien County, Iowa is the same as m.010grh6b.","Given the previous statements, is m.010grh6b a Town?",No,m.010grh6b is not a Town.,False
1574,Hakija Hadžić is a MixedMartialArtsEvent.,Hakija Hadžić is the same as m.010grpp3.,"Given the previous statements, is m.010grpp3 a Person?",No,m.010grpp3 is not a Person.,False
1575,Melianthus comosus is an Arachnid.,Melianthus comosus is the same as m.010grpxd.,"Given the previous statements, is m.010grpxd a Plant?",No,m.010grpxd is not a Plant.,False
1576,Hermans Egleskalns is a Project.,Hermans Egleskalns is the same as m.010grsqq.,"Given the previous statements, is m.010grsqq a Person?",No,m.010grsqq is not a Person.,False
1577,Hermans Egleskalns is an ArtisticGenre.,Hermans Egleskalns is the same as m.010grsqq.,"Given the previous statements, is m.010grsqq an Animal?",No,m.010grsqq is not an Animal.,False
1578,Hermans Egleskalns is a LaunchPad.,Hermans Egleskalns is the same as m.010grsqq.,"Given the previous statements, is m.010grsqq an Athlete?",No,m.010grsqq is not an Athlete.,False
1579,"Bristol, Vermont is a LunarCrater.","Bristol, Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Place?",No,m.010hfs is not a Place.,False
1580,"Bristol, Vermont is a Species.","Bristol, Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Location?",No,m.010hfs is not a Location.,False
1581,"Bristol, Vermont is an AmericanFootballCoach.","Bristol, Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a PopulatedPlace?",No,m.010hfs is not a PopulatedPlace.,False
1582,"Bristol , Vermont is a SportsTeamSeason.","Bristol , Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Place?",No,m.010hfs is not a Place.,False
1583,"Bristol , Vermont is a SpeedwayTeam.","Bristol , Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Location?",No,m.010hfs is not a Location.,False
1584,"Bristol , Vermont is a CollectionOfValuables.","Bristol , Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a PopulatedPlace?",No,m.010hfs is not a PopulatedPlace.,False
1585,23rd Japan Film Professional Awards is a Community.,23rd Japan Film Professional Awards is the same as m.010hkgzl.,"Given the previous statements, is m.010hkgzl a SoccerTournament?",No,m.010hkgzl is not a SoccerTournament.,False
1586,Caroline Cameron is a NaturalEvent.,Caroline Cameron is the same as m.010hljf0.,"Given the previous statements, is m.010hljf0 a Person?",No,m.010hljf0 is not a Person.,False
1587,Caroline Cameron is a RadioStation.,Caroline Cameron is the same as m.010hljf0.,"Given the previous statements, is m.010hljf0 an Animal?",No,m.010hljf0 is not an Animal.,False
1588,Caroline Cameron is a HistoricalDistrict.,Caroline Cameron is the same as m.010hljf0.,"Given the previous statements, is m.010hljf0 an Eukaryote?",No,m.010hljf0 is not an Eukaryote.,False
1589,Tanyochraethes ochrozona is a Constellation.,Tanyochraethes ochrozona is the same as m.010hlpf3.,"Given the previous statements, is m.010hlpf3 an Animal?",No,m.010hlpf3 is not an Animal.,False
1590,Tanyochraethes ochrozona is an Enzyme.,Tanyochraethes ochrozona is the same as m.010hlpf3.,"Given the previous statements, is m.010hlpf3 an Eukaryote?",No,m.010hlpf3 is not an Eukaryote.,False
1591,Tanyochraethes ochrozona is a HistoricalSettlement.,Tanyochraethes ochrozona is the same as m.010hlpf3.,"Given the previous statements, is m.010hlpf3 a Species?",No,m.010hlpf3 is not a Species.,False
1592,Guitarists 4 the Kids is a Mountain.,Guitarists 4 the Kids is the same as m.010hm244.,"Given the previous statements, is m.010hm244 a Work?",No,m.010hm244 is not a Work.,False
1593,Guitarists 4 the Kids is a VicePrimeMinister.,Guitarists 4 the Kids is the same as m.010hm244.,"Given the previous statements, is m.010hm244 a MusicalWork?",No,m.010hm244 is not a MusicalWork.,False
1594,Guitarists 4 the Kids is a Profession.,Guitarists 4 the Kids is the same as m.010hm244.,"Given the previous statements, is m.010hm244 an Album?",No,m.010hm244 is not an Album.,False
1595,Icelandic Settlement Disaster Memorial is an OfficeHolder.,Icelandic Settlement Disaster Memorial is the same as m.010hm3z3.,"Given the previous statements, is m.010hm3z3 a Place?",No,m.010hm3z3 is not a Place.,False
1596,Pratyush Prakash is a Biomolecule.,Pratyush Prakash is the same as m.010hm 00.,"Given the previous statements, is m.010hm 00 a Person?",No,m.010hm 00 is not a Person.,False
1597,Pratyush Prakash is a BobsleighAthlete.,Pratyush Prakash is the same as m.010hm 00.,"Given the previous statements, is m.010hm 00 an Animal?",No,m.010hm 00 is not an Animal.,False
1598,Pratyush Prakash is an Unknown.,Pratyush Prakash is the same as m.010hm 00.,"Given the previous statements, is m.010hm 00 an Eukaryote?",No,m.010hm 00 is not an Eukaryote.,False
1599,Steven Otis is an Opera.,Steven Otis is the same as m.010hmfrt.,"Given the previous statements, is m.010hmfrt a Person?",No,m.010hmfrt is not a Person.,False
1600,Steven Otis is a ChessPlayer.,Steven Otis is the same as m.010hmfrt.,"Given the previous statements, is m.010hmfrt an Animal?",No,m.010hmfrt is not an Animal.,False
1601,Steven Otis is a Tenure.,Steven Otis is the same as m.010hmfrt.,"Given the previous statements, is m.010hmfrt an Eukaryote?",No,m.010hmfrt is not an Eukaryote.,False
1602,Autosomal dominant retinal vasculopathy with cerebral leukodystrophy is an Airline.,Autosomal dominant retinal vasculopathy with cerebral leukodystrophy is the same as m.010hmggx.,"Given the previous statements, is m.010hmggx a Disease?",No,m.010hmggx is not a Disease.,False
1603,Paul Millar is an InternationalFootballLeagueEvent.,Paul Millar is the same as m.010hmgpn.,"Given the previous statements, is m.010hmgpn a Person?",No,m.010hmgpn is not a Person.,False
1604,Paul Millar is a ReligiousBuilding.,Paul Millar is the same as m.010hmgpn.,"Given the previous statements, is m.010hmgpn an Animal?",No,m.010hmgpn is not an Animal.,False
1605,Paul Millar is a DigitalCamera.,Paul Millar is the same as m.010hmgpn.,"Given the previous statements, is m.010hmgpn an Athlete?",No,m.010hmgpn is not an Athlete.,False
1606,Joker's Closet is a PrimeMinister.,Joker's Closet is the same as m.010hmlm4.,"Given the previous statements, is m.010hmlm4 a Company?",No,m.010hmlm4 is not a Company.,False
1607,Joker's Closet is a GolfPlayer.,Joker's Closet is the same as m.010hmlm4.,"Given the previous statements, is m.010hmlm4 an Agent?",No,m.010hmlm4 is not an Agent.,False
1608,Joker's Closet is a Bridge.,Joker's Closet is the same as m.010hmlm4.,"Given the previous statements, is m.010hmlm4 an Organisation?",No,m.010hmlm4 is not an Organisation.,False
1609,London European Airways is a WrittenWork.,London European Airways is the same as m.010hmpdn.,"Given the previous statements, is m.010hmpdn a Company?",No,m.010hmpdn is not a Company.,False
1610,London European Airways is an ElectionDiagram.,London European Airways is the same as m.010hmpdn.,"Given the previous statements, is m.010hmpdn an Agent?",No,m.010hmpdn is not an Agent.,False
1611,London European Airways is a Locomotive.,London European Airways is the same as m.010hmpdn.,"Given the previous statements, is m.010hmpdn a PublicTransitSystem?",No,m.010hmpdn is not a PublicTransitSystem.,False
1612,Tzeo River is a Psychologist.,Tzeo River is the same as m.010hmxwb.,"Given the previous statements, is m.010hmxwb a River?",No,m.010hmxwb is not a River.,False
1613,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is a Star.,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is the same as m.010hmxxl.,"Given the previous statements, is m.010hmxxl a Work?",No,m.010hmxxl is not a Work.,False
1614,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is a PlayWright.,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is the same as m.010hmxxl.,"Given the previous statements, is m.010hmxxl a Film?",No,m.010hmxxl is not a Film.,False
1615,Lucky Pulpit is a Train.,Lucky Pulpit is the same as m.010hmy6q.,"Given the previous statements, is m.010hmy6q an Animal?",No,m.010hmy6q is not an Animal.,False
1616,Lucky Pulpit is an AustralianRulesFootballPlayer.,Lucky Pulpit is the same as m.010hmy6q.,"Given the previous statements, is m.010hmy6q an Eukaryote?",No,m.010hmy6q is not an Eukaryote.,False
1617,Lucky Pulpit is a ChristianDoctrine.,Lucky Pulpit is the same as m.010hmy6q.,"Given the previous statements, is m.010hmy6q a Horse?",No,m.010hmy6q is not a Horse.,False
1618,El Duende is a MotorRace.,El Duende is the same as m.010hn833.,"Given the previous statements, is m.010hn833 a PeriodicalLiterature?",No,m.010hn833 is not a PeriodicalLiterature.,False
1619,El Duende is a Bank.,El Duende is the same as m.010hn833.,"Given the previous statements, is m.010hn833 a Work?",No,m.010hn833 is not a Work.,False
1620,El Duende is a Protocol.,El Duende is the same as m.010hn833.,"Given the previous statements, is m.010hn833 a Newspaper?",No,m.010hn833 is not a Newspaper.,False
1621,Hagerty Insurance Agency is a SoccerLeague.,Hagerty Insurance Agency is the same as m.010hn87y.,"Given the previous statements, is m.010hn87y a Company?",No,m.010hn87y is not a Company.,False
1622,Tebenna chodzhajevi is an Infrastucture.,Tebenna chodzhajevi is the same as m.010hnll7.,"Given the previous statements, is m.010hnll7 an Insect?",No,m.010hnll7 is not an Insect.,False
1623,Idhayaththil Ore Idam is a MusicalArtist.,Idhayaththil Ore Idam is the same as m.010hnp0b.,"Given the previous statements, is m.010hnp0b a Work?",No,m.010hnp0b is not a Work.,False
1624,Idhayaththil Ore Idam is a Man.,Idhayaththil Ore Idam is the same as m.010hnp0b.,"Given the previous statements, is m.010hnp0b a Film?",No,m.010hnp0b is not a Film.,False
1625,Sports 11 is a ChemicalCompound.,Sports 11 is the same as m.010hnvx2.,"Given the previous statements, is m.010hnvx2 a TelevisionStation?",No,m.010hnvx2 is not a TelevisionStation.,False
1626,Leonie Callaghan is a Mammal.,Leonie Callaghan is the same as m.010hnw4k.,"Given the previous statements, is m.010hnw4k a Person?",No,m.010hnw4k is not a Person.,False
1627,Leonie Callaghan is a Priest.,Leonie Callaghan is the same as m.010hnw4k.,"Given the previous statements, is m.010hnw4k an Animal?",No,m.010hnw4k is not an Animal.,False
1628,Leonie Callaghan is a NarutoCharacter.,Leonie Callaghan is the same as m.010hnw4k.,"Given the previous statements, is m.010hnw4k an Athlete?",No,m.010hnw4k is not an Athlete.,False
1629,"Allenview, Queensland is a Swarm.","Allenview, Queensland is the same as m.010hpddr.","Given the previous statements, is m.010hpddr a Place?",No,m.010hpddr is not a Place.,False
1630,"Allenview, Queensland is a Case.","Allenview, Queensland is the same as m.010hpddr.","Given the previous statements, is m.010hpddr a Location?",No,m.010hpddr is not a Location.,False
1631,"Allenview, Queensland is a NationalFootballLeagueEvent.","Allenview, Queensland is the same as m.010hpddr.","Given the previous statements, is m.010hpddr a PopulatedPlace?",No,m.010hpddr is not a PopulatedPlace.,False
1632,Eburodacrys superba is an AmericanFootballLeague.,Eburodacrys superba is the same as m.010hplp2.,"Given the previous statements, is m.010hplp2 an Animal?",No,m.010hplp2 is not an Animal.,False
1633,Eburodacrys superba is a Volcano.,Eburodacrys superba is the same as m.010hplp2.,"Given the previous statements, is m.010hplp2 an Eukaryote?",No,m.010hplp2 is not an Eukaryote.,False
1634,Eburodacrys superba is a Database.,Eburodacrys superba is the same as m.010hplp2.,"Given the previous statements, is m.010hplp2 a Species?",No,m.010hplp2 is not a Species.,False
1635,Dansk Landbrugs Grovvareselskab is a Game.,Dansk Landbrugs Grovvareselskab is the same as m.010hpmm8.,"Given the previous statements, is m.010hpmm8 a Company?",No,m.010hpmm8 is not a Company.,False
1636,Dansk Landbrugs Grovvareselskab is an Archipelago.,Dansk Landbrugs Grovvareselskab is the same as m.010hpmm8.,"Given the previous statements, is m.010hpmm8 an Agent?",No,m.010hpmm8 is not an Agent.,False
1637,Dansk Landbrugs Grovvareselskab is a Fish.,Dansk Landbrugs Grovvareselskab is the same as m.010hpmm8.,"Given the previous statements, is m.010hpmm8 an Organisation?",No,m.010hpmm8 is not an Organisation.,False
1638,Polimer Kannada is a BoxingLeague.,Polimer Kannada is the same as m.010hpqn3.,"Given the previous statements, is m.010hpqn3 a TelevisionStation?",No,m.010hpqn3 is not a TelevisionStation.,False
1639,Carlos Trincão is a NationalAnthem.,Carlos Trincão is the same as m.010hq801.,"Given the previous statements, is m.010hq801 a Person?",No,m.010hq801 is not a Person.,False
1640,Bert Beyens is a HistoricalAreaOfAuthority.,Bert Beyens is the same as m.010hq fb.,"Given the previous statements, is m.010hq fb a Person?",No,m.010hq fb is not a Person.,False
1641,Macrocephalitidae is a RocketEngine.,Macrocephalitidae is the same as m.010hqbr2.,"Given the previous statements, is m.010hqbr2 an Insect?",No,m.010hqbr2 is not an Insect.,False
1642,Gerda Bryłka is a MultiVolumePublication.,Gerda Bryłka is the same as m.010hs0t8.,"Given the previous statements, is m.010hs0t8 a Person?",No,m.010hs0t8 is not a Person.,False
1643,Gerda Bryłka is a BusinessPerson.,Gerda Bryłka is the same as m.010hs0t8.,"Given the previous statements, is m.010hs0t8 an Animal?",No,m.010hs0t8 is not an Animal.,False
1644,Gerda Bryłka is a Bacteria.,Gerda Bryłka is the same as m.010hs0t8.,"Given the previous statements, is m.010hs0t8 an Athlete?",No,m.010hs0t8 is not an Athlete.,False
1645,Trichoxys abbreviatus is a StormSurge.,Trichoxys abbreviatus is the same as m.010hs3g6.,"Given the previous statements, is m.010hs3g6 an Animal?",No,m.010hs3g6 is not an Animal.,False
1646,Trichoxys abbreviatus is a RugbyLeague.,Trichoxys abbreviatus is the same as m.010hs3g6.,"Given the previous statements, is m.010hs3g6 an Eukaryote?",No,m.010hs3g6 is not an Eukaryote.,False
1647,Trichoxys abbreviatus is an Organisation.,Trichoxys abbreviatus is the same as m.010hs3g6.,"Given the previous statements, is m.010hs3g6 a Species?",No,m.010hs3g6 is not a Species.,False
1648,Hemidactylus agrius is a JewishLeader.,Hemidactylus agrius is the same as m.010hs7bc.,"Given the previous statements, is m.010hs7bc a Reptile?",No,m.010hs7bc is not a Reptile.,False
1649,"Braintree, Vermont is a Winery.","Braintree, Vermont is the same as m.010jsg.","Given the previous statements, is m.010jsg a Place?",No,m.010jsg is not a Place.,False
1650,"Braintree, Vermont is a SoccerClubSeason.","Braintree, Vermont is the same as m.010jsg.","Given the previous statements, is m.010jsg a Location?",No,m.010jsg is not a Location.,False
1651,"Braintree, Vermont is an OfficeHolder.","Braintree, Vermont is the same as m.010jsg.","Given the previous statements, is m.010jsg a PopulatedPlace?",No,m.010jsg is not a PopulatedPlace.,False
1652,Scorpion is a HorseRace.,Scorpion is the same as m.010l1plp.,"Given the previous statements, is m.010l1plp a Work?",No,m.010l1plp is not a Work.,False
1653,Scorpion is a Parish.,Scorpion is the same as m.010l1plp.,"Given the previous statements, is m.010l1plp a TelevisionShow?",No,m.010l1plp is not a TelevisionShow.,False
1654,Walter O'Brien is an Architect.,Walter O'Brien is the same as m.010l1plp.,"Given the previous statements, is m.010l1plp a FictionalCharacter?",No,m.010l1plp is not a FictionalCharacter.,False
1655,Ælita is a Synagogue.,Ælita is the same as m.010l x6g.,"Given the previous statements, is m.010l x6g a Work?",No,m.010l x6g is not a Work.,False
1656,Ælita is a NaturalPlace.,Ælita is the same as m.010l x6g.,"Given the previous statements, is m.010l x6g a MusicalWork?",No,m.010l x6g is not a MusicalWork.,False
1657,Ælita is a NarutoCharacter.,Ælita is the same as m.010l x6g.,"Given the previous statements, is m.010l x6g an Album?",No,m.010l x6g is not an Album.,False
1658,Pljevlja Gymnasium is a FictionalCharacter.,Pljevlja Gymnasium is the same as m.010lq40g.,"Given the previous statements, is m.010lq40g a School?",No,m.010lq40g is not a School.,False
1659,Pljevlja Gymnasium is a LaunchPad.,Pljevlja Gymnasium is the same as m.010lq40g.,"Given the previous statements, is m.010lq40g an Agent?",No,m.010lq40g is not an Agent.,False
1660,Pljevlja Gymnasium is a CanadianFootballPlayer.,Pljevlja Gymnasium is the same as m.010lq40g.,"Given the previous statements, is m.010lq40g an EducationalInstitution?",No,m.010lq40g is not an EducationalInstitution.,False
1661,Labdia eugrapta is a Manhwa.,Labdia eugrapta is the same as m.010lq70f.,"Given the previous statements, is m.010lq70f an Animal?",No,m.010lq70f is not an Animal.,False
1662,Labdia eugrapta is an OldTerritory.,Labdia eugrapta is the same as m.010lq70f.,"Given the previous statements, is m.010lq70f an Eukaryote?",No,m.010lq70f is not an Eukaryote.,False
1663,Labdia eugrapta is a RadioProgram.,Labdia eugrapta is the same as m.010lq70f.,"Given the previous statements, is m.010lq70f a Species?",No,m.010lq70f is not a Species.,False
1664,Peter Wright is a ReligiousBuilding.,Peter Wright is the same as m.010lq76p.,"Given the previous statements, is m.010lq76p a Person?",No,m.010lq76p is not a Person.,False
1665,Peter Wright is a NationalCollegiateAthleticAssociationAthlete.,Peter Wright is the same as m.010lq76p.,"Given the previous statements, is m.010lq76p an Animal?",No,m.010lq76p is not an Animal.,False
1666,Peter Wright is a FormerMunicipality.,Peter Wright is the same as m.010lq76p.,"Given the previous statements, is m.010lq76p an Athlete?",No,m.010lq76p is not an Athlete.,False
1667,The Contact Show is a VaccinationStatistics.,The Contact Show is the same as m.010lq7b5.,"Given the previous statements, is m.010lq7b5 a Work?",No,m.010lq7b5 is not a Work.,False
1668,The Contact Show is a BowlingLeague.,The Contact Show is the same as m.010lq7b5.,"Given the previous statements, is m.010lq7b5 a TelevisionShow?",No,m.010lq7b5 is not a TelevisionShow.,False
1669,Type 614 research vessel is a CareerStation.,Type 614 research vessel is the same as m.010lql9q.,"Given the previous statements, is m.010lql9q a Ship?",No,m.010lql9q is not a Ship.,False
1670,Jeremiah Colburn House is a Train.,Jeremiah Colburn House is the same as m.010lr3nv.,"Given the previous statements, is m.010lr3nv a Place?",No,m.010lr3nv is not a Place.,False
1671,North Dandalup Primary School is an Artery.,North Dandalup Primary School is the same as m.010lrcr2.,"Given the previous statements, is m.010lrcr2 a School?",No,m.010lrcr2 is not a School.,False
1672,North Dandalup Primary School is a SupremeCourtOfTheUnitedStatesCase.,North Dandalup Primary School is the same as m.010lrcr2.,"Given the previous statements, is m.010lrcr2 an Agent?",No,m.010lrcr2 is not an Agent.,False
1673,North Dandalup Primary School is a Cricketer.,North Dandalup Primary School is the same as m.010lrcr2.,"Given the previous statements, is m.010lrcr2 an EducationalInstitution?",No,m.010lrcr2 is not an EducationalInstitution.,False
1674,"Bellwood, Virginia is a Convention.","Bellwood, Virginia is the same as m.010lrm.","Given the previous statements, is m.010lrm a Place?",No,m.010lrm is not a Place.,False
1675,"Bellwood, Virginia is a GovernmentAgency.","Bellwood, Virginia is the same as m.010lrm.","Given the previous statements, is m.010lrm a Location?",No,m.010lrm is not a Location.,False
1676,"Bellwood, Virginia is a LacrosseLeague.","Bellwood, Virginia is the same as m.010lrm.","Given the previous statements, is m.010lrm a PopulatedPlace?",No,m.010lrm is not a PopulatedPlace.,False
1677,Harry Latham is a RugbyClub.,Harry Latham is the same as m.010ls0jk.,"Given the previous statements, is m.010ls0jk a Person?",No,m.010ls0jk is not a Person.,False
1678,Harry Latham is a WineRegion.,Harry Latham is the same as m.010ls0jk.,"Given the previous statements, is m.010ls0jk an Animal?",No,m.010ls0jk is not an Animal.,False
1679,Harry Latham is a Taxon.,Harry Latham is the same as m.010ls0jk.,"Given the previous statements, is m.010ls0jk an Athlete?",No,m.010ls0jk is not an Athlete.,False
1680,Ischnobathra dormiens is a NationalSoccerClub.,Ischnobathra dormiens is the same as m.010ls11m.,"Given the previous statements, is m.010ls11m an Animal?",No,m.010ls11m is not an Animal.,False
