ID,triple1,triple2,triple3,question,answer,inferred triple,label
732,G is a subclass of F.,F is a subclass of E.,"Given the previous statements, is G a subclass of Z?",No,G is not a subclass of Z.,False
733,G is a subclass of S.,S is a subclass of T.,"Given the previous statements, is G a subclass of M?",No,G is not a subclass of M.,False
734,G is a subclass of R.,R is a subclass of I.,"Given the previous statements, is G a subclass of D?",No,G is not a subclass of D.,False
735,G is a subclass of X.,X is a subclass of W.,"Given the previous statements, is G a subclass of Y?",No,G is not a subclass of Y.,False
736,G is a subclass of T.,T is a subclass of O.,"Given the previous statements, is G a subclass of S?",No,G is not a subclass of S.,False
737,G is a subclass of Q.,Q is a subclass of M.,"Given the previous statements, is G a subclass of N?",No,G is not a subclass of N.,False
738,G is a subclass of B.,B is a subclass of T.,"Given the previous statements, is G a subclass of L?",No,G is not a subclass of L.,False
739,G is a subclass of Q.,Q is a subclass of P.,"Given the previous statements, is G a subclass of Y?",No,G is not a subclass of Y.,False
740,G is a subclass of S.,S is a subclass of H.,"Given the previous statements, is G a subclass of C?",No,G is not a subclass of C.,False
741,G is a subclass of M.,M is a subclass of A.,"Given the previous statements, is G a subclass of C?",No,G is not a subclass of C.,False
742,G is a subclass of I.,I is a subclass of N.,"Given the previous statements, is G a subclass of F?",No,G is not a subclass of F.,False
743,G is a subclass of L.,L is a subclass of N.,"Given the previous statements, is G a subclass of I?",No,G is not a subclass of I.,False
744,G is a subclass of F.,F is a subclass of C.,"Given the previous statements, is G a subclass of B?",No,G is not a subclass of B.,False
745,G is a subclass of W.,W is a subclass of I.,"Given the previous statements, is G a subclass of P?",No,G is not a subclass of P.,False
746,G is a subclass of N.,N is a subclass of D.,"Given the previous statements, is G a subclass of J?",No,G is not a subclass of J.,False
747,G is a subclass of D.,D is a subclass of Y.,"Given the previous statements, is G a subclass of M?",No,G is not a subclass of M.,False
748,G is a subclass of K.,K is a subclass of L.,"Given the previous statements, is G a subclass of S?",No,G is not a subclass of S.,False
749,H is a subclass of N.,N is a subclass of R.,"Given the previous statements, is H a subclass of C?",No,H is not a subclass of C.,False
750,H is a subclass of N.,N is a subclass of B.,"Given the previous statements, is H a subclass of M?",No,H is not a subclass of M.,False
751,H is a subclass of P.,P is a subclass of Z.,"Given the previous statements, is H a subclass of M?",No,H is not a subclass of M.,False
752,H is a subclass of F.,F is a subclass of K.,"Given the previous statements, is H a subclass of D?",No,H is not a subclass of D.,False
753,H is a subclass of D.,D is a subclass of O.,"Given the previous statements, is H a subclass of U?",No,H is not a subclass of U.,False
754,H is a subclass of I.,I is a subclass of O.,"Given the previous statements, is H a subclass of K?",No,H is not a subclass of K.,False
755,H is a subclass of O.,O is a subclass of A.,"Given the previous statements, is H a subclass of D?",No,H is not a subclass of D.,False
756,H is a subclass of C.,C is a subclass of V.,"Given the previous statements, is H a subclass of Y?",No,H is not a subclass of Y.,False
757,H is a subclass of K.,K is a subclass of R.,"Given the previous statements, is H a subclass of M?",No,H is not a subclass of M.,False
758,H is a subclass of L.,L is a subclass of K.,"Given the previous statements, is H a subclass of X?",No,H is not a subclass of X.,False
759,H is a subclass of G.,G is a subclass of X.,"Given the previous statements, is H a subclass of P?",No,H is not a subclass of P.,False
760,H is a subclass of L.,L is a subclass of U.,"Given the previous statements, is H a subclass of X?",No,H is not a subclass of X.,False
761,H is a subclass of E.,E is a subclass of W.,"Given the previous statements, is H a subclass of I?",No,H is not a subclass of I.,False
762,H is a subclass of C.,C is a subclass of B.,"Given the previous statements, is H a subclass of Q?",No,H is not a subclass of Q.,False
763,H is a subclass of I.,I is a subclass of J.,"Given the previous statements, is H a subclass of B?",No,H is not a subclass of B.,False
764,H is a subclass of J.,J is a subclass of S.,"Given the previous statements, is H a subclass of W?",No,H is not a subclass of W.,False
765,H is a subclass of M.,M is a subclass of D.,"Given the previous statements, is H a subclass of C?",No,H is not a subclass of C.,False
766,H is a subclass of F.,F is a subclass of N.,"Given the previous statements, is H a subclass of S?",No,H is not a subclass of S.,False
767,H is a subclass of V.,V is a subclass of E.,"Given the previous statements, is H a subclass of N?",No,H is not a subclass of N.,False
768,H is a subclass of K.,K is a subclass of M.,"Given the previous statements, is H a subclass of B?",No,H is not a subclass of B.,False
769,H is a subclass of X.,X is a subclass of R.,"Given the previous statements, is H a subclass of P?",No,H is not a subclass of P.,False
770,H is a subclass of F.,F is a subclass of L.,"Given the previous statements, is H a subclass of V?",No,H is not a subclass of V.,False
771,H is a subclass of C.,C is a subclass of I.,"Given the previous statements, is H a subclass of J?",No,H is not a subclass of J.,False
772,H is a subclass of O.,O is a subclass of Y.,"Given the previous statements, is H a subclass of Z?",No,H is not a subclass of Z.,False
773,H is a subclass of M.,M is a subclass of A.,"Given the previous statements, is H a subclass of U?",No,H is not a subclass of U.,False
774,H is a subclass of X.,X is a subclass of E.,"Given the previous statements, is H a subclass of O?",No,H is not a subclass of O.,False
775,H is a subclass of F.,F is a subclass of R.,"Given the previous statements, is H a subclass of I?",No,H is not a subclass of I.,False
776,H is a subclass of X.,X is a subclass of G.,"Given the previous statements, is H a subclass of I?",No,H is not a subclass of I.,False
777,H is a subclass of M.,M is a subclass of R.,"Given the previous statements, is H a subclass of V?",No,H is not a subclass of V.,False
778,H is a subclass of I.,I is a subclass of L.,"Given the previous statements, is H a subclass of E?",No,H is not a subclass of E.,False
779,H is a subclass of S.,S is a subclass of U.,"Given the previous statements, is H a subclass of N?",No,H is not a subclass of N.,False
780,H is a subclass of C.,C is a subclass of X.,"Given the previous statements, is H a subclass of O?",No,H is not a subclass of O.,False
781,H is a subclass of Z.,Z is a subclass of X.,"Given the previous statements, is H a subclass of Q?",No,H is not a subclass of Q.,False
782,H is a subclass of S.,S is a subclass of B.,"Given the previous statements, is H a subclass of M?",No,H is not a subclass of M.,False
783,H is a subclass of Q.,Q is a subclass of J.,"Given the previous statements, is H a subclass of I?",No,H is not a subclass of I.,False
784,H is a subclass of P.,P is a subclass of O.,"Given the previous statements, is H a subclass of X?",No,H is not a subclass of X.,False
785,H is a subclass of A.,A is a subclass of M.,"Given the previous statements, is H a subclass of F?",No,H is not a subclass of F.,False
786,H is a subclass of N.,N is a subclass of W.,"Given the previous statements, is H a subclass of A?",No,H is not a subclass of A.,False
787,H is a subclass of U.,U is a subclass of L.,"Given the previous statements, is H a subclass of B?",No,H is not a subclass of B.,False
788,H is a subclass of J.,J is a subclass of F.,"Given the previous statements, is H a subclass of W?",No,H is not a subclass of W.,False
789,H is a subclass of D.,D is a subclass of E.,"Given the previous statements, is H a subclass of M?",No,H is not a subclass of M.,False
790,H is a subclass of O.,O is a subclass of K.,"Given the previous statements, is H a subclass of U?",No,H is not a subclass of U.,False
791,H is a subclass of E.,E is a subclass of U.,"Given the previous statements, is H a subclass of K?",No,H is not a subclass of K.,False
792,H is a subclass of M.,M is a subclass of X.,"Given the previous statements, is H a subclass of Y?",No,H is not a subclass of Y.,False
793,I is a subclass of P.,P is a subclass of V.,"Given the previous statements, is I a subclass of F?",No,I is not a subclass of F.,False
794,I is a subclass of E.,E is a subclass of C.,"Given the previous statements, is I a subclass of D?",No,I is not a subclass of D.,False
795,I is a subclass of L.,L is a subclass of Z.,"Given the previous statements, is I a subclass of B?",No,I is not a subclass of B.,False
796,I is a subclass of D.,D is a subclass of C.,"Given the previous statements, is I a subclass of L?",No,I is not a subclass of L.,False
797,I is a subclass of R.,R is a subclass of S.,"Given the previous statements, is I a subclass of H?",No,I is not a subclass of H.,False
798,I is a subclass of L.,L is a subclass of Q.,"Given the previous statements, is I a subclass of E?",No,I is not a subclass of E.,False
799,I is a subclass of C.,C is a subclass of U.,"Given the previous statements, is I a subclass of Z?",No,I is not a subclass of Z.,False
800,I is a subclass of E.,E is a subclass of B.,"Given the previous statements, is I a subclass of J?",No,I is not a subclass of J.,False
801,I is a subclass of U.,U is a subclass of B.,"Given the previous statements, is I a subclass of C?",No,I is not a subclass of C.,False
802,I is a subclass of S.,S is a subclass of D.,"Given the previous statements, is I a subclass of M?",No,I is not a subclass of M.,False
803,I is a subclass of X.,X is a subclass of U.,"Given the previous statements, is I a subclass of P?",No,I is not a subclass of P.,False
804,I is a subclass of U.,U is a subclass of G.,"Given the previous statements, is I a subclass of B?",No,I is not a subclass of B.,False
805,I is a subclass of Q.,Q is a subclass of G.,"Given the previous statements, is I a subclass of U?",No,I is not a subclass of U.,False
806,I is a subclass of H.,H is a subclass of Y.,"Given the previous statements, is I a subclass of K?",No,I is not a subclass of K.,False
807,I is a subclass of F.,F is a subclass of V.,"Given the previous statements, is I a subclass of D?",No,I is not a subclass of D.,False
808,I is a subclass of B.,B is a subclass of Y.,"Given the previous statements, is I a subclass of X?",No,I is not a subclass of X.,False
809,I is a subclass of L.,L is a subclass of K.,"Given the previous statements, is I a subclass of A?",No,I is not a subclass of A.,False
810,I is a subclass of Q.,Q is a subclass of O.,"Given the previous statements, is I a subclass of N?",No,I is not a subclass of N.,False
811,I is a subclass of T.,T is a subclass of M.,"Given the previous statements, is I a subclass of S?",No,I is not a subclass of S.,False
812,I is a subclass of Q.,Q is a subclass of E.,"Given the previous statements, is I a subclass of F?",No,I is not a subclass of F.,False
813,I is a subclass of M.,M is a subclass of D.,"Given the previous statements, is I a subclass of O?",No,I is not a subclass of O.,False
814,I is a subclass of P.,P is a subclass of B.,"Given the previous statements, is I a subclass of K?",No,I is not a subclass of K.,False
815,I is a subclass of U.,U is a subclass of X.,"Given the previous statements, is I a subclass of Z?",No,I is not a subclass of Z.,False
816,I is a subclass of W.,W is a subclass of K.,"Given the previous statements, is I a subclass of F?",No,I is not a subclass of F.,False
817,I is a subclass of P.,P is a subclass of G.,"Given the previous statements, is I a subclass of B?",No,I is not a subclass of B.,False
818,I is a subclass of E.,E is a subclass of G.,"Given the previous statements, is I a subclass of V?",No,I is not a subclass of V.,False
819,I is a subclass of Q.,Q is a subclass of T.,"Given the previous statements, is I a subclass of O?",No,I is not a subclass of O.,False
820,I is a subclass of B.,B is a subclass of D.,"Given the previous statements, is I a subclass of U?",No,I is not a subclass of U.,False
821,I is a subclass of P.,P is a subclass of C.,"Given the previous statements, is I a subclass of A?",No,I is not a subclass of A.,False
822,I is a subclass of U.,U is a subclass of G.,"Given the previous statements, is I a subclass of R?",No,I is not a subclass of R.,False
823,I is a subclass of R.,R is a subclass of Z.,"Given the previous statements, is I a subclass of D?",No,I is not a subclass of D.,False
824,I is a subclass of R.,R is a subclass of U.,"Given the previous statements, is I a subclass of X?",No,I is not a subclass of X.,False
825,I is a subclass of Q.,Q is a subclass of D.,"Given the previous statements, is I a subclass of Y?",No,I is not a subclass of Y.,False
826,I is a subclass of S.,S is a subclass of B.,"Given the previous statements, is I a subclass of V?",No,I is not a subclass of V.,False
827,I is a subclass of R.,R is a subclass of T.,"Given the previous statements, is I a subclass of F?",No,I is not a subclass of F.,False
828,I is a subclass of H.,H is a subclass of O.,"Given the previous statements, is I a subclass of V?",No,I is not a subclass of V.,False
829,I is a subclass of U.,U is a subclass of A.,"Given the previous statements, is I a subclass of C?",No,I is not a subclass of C.,False
830,I is a subclass of G.,G is a subclass of Y.,"Given the previous statements, is I a subclass of D?",No,I is not a subclass of D.,False
831,I is a subclass of E.,E is a subclass of M.,"Given the previous statements, is I a subclass of Y?",No,I is not a subclass of Y.,False
832,I is a subclass of B.,B is a subclass of U.,"Given the previous statements, is I a subclass of Y?",No,I is not a subclass of Y.,False
833,I is a subclass of N.,N is a subclass of Z.,"Given the previous statements, is I a subclass of C?",No,I is not a subclass of C.,False
834,I is a subclass of J.,J is a subclass of S.,"Given the previous statements, is I a subclass of N?",No,I is not a subclass of N.,False
835,I is a subclass of M.,M is a subclass of W.,"Given the previous statements, is I a subclass of H?",No,I is not a subclass of H.,False
836,I is a subclass of O.,O is a subclass of U.,"Given the previous statements, is I a subclass of A?",No,I is not a subclass of A.,False
837,J is a subclass of C.,C is a subclass of D.,"Given the previous statements, is J a subclass of Z?",No,J is not a subclass of Z.,False
838,J is a subclass of Q.,Q is a subclass of K.,"Given the previous statements, is J a subclass of Y?",No,J is not a subclass of Y.,False
839,J is a subclass of N.,N is a subclass of F.,"Given the previous statements, is J a subclass of I?",No,J is not a subclass of I.,False
840,J is a subclass of D.,D is a subclass of V.,"Given the previous statements, is J a subclass of U?",No,J is not a subclass of U.,False
841,J is a subclass of Y.,Y is a subclass of R.,"Given the previous statements, is J a subclass of T?",No,J is not a subclass of T.,False
842,J is a subclass of K.,K is a subclass of F.,"Given the previous statements, is J a subclass of R?",No,J is not a subclass of R.,False
843,J is a subclass of A.,A is a subclass of S.,"Given the previous statements, is J a subclass of K?",No,J is not a subclass of K.,False
844,J is a subclass of B.,B is a subclass of Q.,"Given the previous statements, is J a subclass of I?",No,J is not a subclass of I.,False
845,J is a subclass of Y.,Y is a subclass of C.,"Given the previous statements, is J a subclass of R?",No,J is not a subclass of R.,False
846,J is a subclass of F.,F is a subclass of H.,"Given the previous statements, is J a subclass of E?",No,J is not a subclass of E.,False
847,J is a subclass of A.,A is a subclass of L.,"Given the previous statements, is J a subclass of G?",No,J is not a subclass of G.,False
848,J is a subclass of T.,T is a subclass of L.,"Given the previous statements, is J a subclass of P?",No,J is not a subclass of P.,False
849,J is a subclass of X.,X is a subclass of W.,"Given the previous statements, is J a subclass of Y?",No,J is not a subclass of Y.,False
850,J is a subclass of K.,K is a subclass of B.,"Given the previous statements, is J a subclass of D?",No,J is not a subclass of D.,False
851,J is a subclass of C.,C is a subclass of G.,"Given the previous statements, is J a subclass of Z?",No,J is not a subclass of Z.,False
852,J is a subclass of K.,K is a subclass of N.,"Given the previous statements, is J a subclass of I?",No,J is not a subclass of I.,False
853,J is a subclass of R.,R is a subclass of V.,"Given the previous statements, is J a subclass of W?",No,J is not a subclass of W.,False
854,J is a subclass of D.,D is a subclass of K.,"Given the previous statements, is J a subclass of C?",No,J is not a subclass of C.,False
855,J is a subclass of E.,E is a subclass of Z.,"Given the previous statements, is J a subclass of P?",No,J is not a subclass of P.,False
856,J is a subclass of W.,W is a subclass of M.,"Given the previous statements, is J a subclass of Q?",No,J is not a subclass of Q.,False
857,J is a subclass of K.,K is a subclass of Y.,"Given the previous statements, is J a subclass of U?",No,J is not a subclass of U.,False
858,J is a subclass of K.,K is a subclass of V.,"Given the previous statements, is J a subclass of H?",No,J is not a subclass of H.,False
859,J is a subclass of L.,L is a subclass of U.,"Given the previous statements, is J a subclass of P?",No,J is not a subclass of P.,False
860,J is a subclass of R.,R is a subclass of C.,"Given the previous statements, is J a subclass of S?",No,J is not a subclass of S.,False
861,J is a subclass of C.,C is a subclass of S.,"Given the previous statements, is J a subclass of X?",No,J is not a subclass of X.,False
862,J is a subclass of R.,R is a subclass of H.,"Given the previous statements, is J a subclass of E?",No,J is not a subclass of E.,False
863,J is a subclass of X.,X is a subclass of N.,"Given the previous statements, is J a subclass of Z?",No,J is not a subclass of Z.,False
864,J is a subclass of V.,V is a subclass of K.,"Given the previous statements, is J a subclass of W?",No,J is not a subclass of W.,False
865,J is a subclass of Z.,Z is a subclass of B.,"Given the previous statements, is J a subclass of V?",No,J is not a subclass of V.,False
866,J is a subclass of K.,K is a subclass of U.,"Given the previous statements, is J a subclass of X?",No,J is not a subclass of X.,False
867,J is a subclass of S.,S is a subclass of V.,"Given the previous statements, is J a subclass of K?",No,J is not a subclass of K.,False
868,J is a subclass of F.,F is a subclass of L.,"Given the previous statements, is J a subclass of Q?",No,J is not a subclass of Q.,False
869,J is a subclass of A.,A is a subclass of W.,"Given the previous statements, is J a subclass of L?",No,J is not a subclass of L.,False
870,J is a subclass of I.,I is a subclass of M.,"Given the previous statements, is J a subclass of R?",No,J is not a subclass of R.,False
871,J is a subclass of I.,I is a subclass of X.,"Given the previous statements, is J a subclass of W?",No,J is not a subclass of W.,False
872,J is a subclass of X.,X is a subclass of P.,"Given the previous statements, is J a subclass of E?",No,J is not a subclass of E.,False
873,J is a subclass of T.,T is a subclass of W.,"Given the previous statements, is J a subclass of R?",No,J is not a subclass of R.,False
874,J is a subclass of S.,S is a subclass of P.,"Given the previous statements, is J a subclass of Y?",No,J is not a subclass of Y.,False
875,J is a subclass of U.,U is a subclass of S.,"Given the previous statements, is J a subclass of Y?",No,J is not a subclass of Y.,False
876,J is a subclass of D.,D is a subclass of T.,"Given the previous statements, is J a subclass of L?",No,J is not a subclass of L.,False
877,J is a subclass of D.,D is a subclass of F.,"Given the previous statements, is J a subclass of E?",No,J is not a subclass of E.,False
878,J is a subclass of V.,V is a subclass of X.,"Given the previous statements, is J a subclass of S?",No,J is not a subclass of S.,False
879,J is a subclass of O.,O is a subclass of G.,"Given the previous statements, is J a subclass of S?",No,J is not a subclass of S.,False
880,J is a subclass of V.,V is a subclass of B.,"Given the previous statements, is J a subclass of G?",No,J is not a subclass of G.,False
