ID,triple1,question,answer,inferred triple,label,LLM output
670,Carlos Martínez is different from Born 1991).,"Given the previous statement, is Born 1991) an Carlos Martínez?",Yes,Born 1991) is different from Carlos Martínez.,True,no
1016,Cache replacement policies is different from Cache replacement policies.,"Given the previous statement, is Cache placement policies an Cache replacement policies?",No,Cache placement policies is not different from Cache replacement policies.,False,"Yes, Cache placement policies are different from Cache replacement policies. Cache placement policies are"
827,Cascada is different from KASCADE.,"Given the previous statement, is KASCADE an Cascada?",Yes,KASCADE is different from Cascada.,True,"Yes, KASCADE is a Cascada."
1460,Cape Cod Central Railroad is different from Cape Cod Central Railroad.,"Given the previous statement, is Massachusetts Coastal Railroad an Cape Cod Central Railroad?",No,Massachusetts Coastal Railroad is not different from Cape Cod Central Railroad.,False,"Yes, Cape Cod Central Railroad is different from Massachusetts Coastal Railroad."
284,Campo Felice is different from Campofelice.,"Given the previous statement, is Campofelice an Campo Felice?",Yes,Campofelice is different from Campo Felice.,True,"Yes, Campofelice is different from Campo Felice."
1866,Castillo de San Marcos is different from Castillo de San Marcos.,"Given the previous statement, is Castle of San Marcos an Castillo de San Marcos?",No,Castle of San Marcos is not different from Castillo de San Marcos.,False,"Yes, Castillo de San Marcos is different from Castillo de San Marcos"
1290,Camputers Lynx is different from Camputers Lynx.,"Given the previous statement, is Computer an Camputers Lynx?",No,Computer is not different from Camputers Lynx.,False,"Yes, Computer is an Camputers Lynx."
1404,Canon is different from Canon.,"Given the previous statement, is Kanon an Canon?",No,Kanon is not different from Canon.,False,"No, Kanon is not an Canon."
1200,"Cambria, New York is different from Cambria, New York.","Given the previous statement, is Queens an Cambria, New York?",No,"Queens is not different from Cambria, New York.",False,"Yes, Queens is different from Cambria, New York."
410,Canon EOS-1D X is different from Canon EOS-1D X Mark III.,"Given the previous statement, is Canon EOS-1D X Mark III an Canon EOS-1D X?",Yes,Canon EOS-1D X Mark III is different from Canon EOS-1D X.,True,"Yes, the Canon EOS-1D X Mark III is an updated version of the Canon"
396,Cannon Street Road railway station is different from Cannon Street station.,"Given the previous statement, is Cannon Street station an Cannon Street Road railway station?",Yes,Cannon Street station is different from Cannon Street Road railway station.,True,"Yes, Cannon Street station is different from Cannon Street Road railway station."
1493,Capital University is different from Capital University.,"Given the previous statement, is Business an Capital University?",No,Business is not different from Capital University.,False,"Yes, Business is an Capital University."
843,"Cashel, Markham is different from Tudor.","Given the previous statement, is Tudor an Cashel, Markham?",Yes,"Tudor is different from Cashel, Markham.",True,"Yes, Cashel and Markham are different from Tudor."
525,Captain general of the Navy is different from Captain general of the Sea.,"Given the previous statement, is Captain general of the Sea an Captain general of the Navy?",Yes,Captain general of the Sea is different from Captain general of the Navy.,True,"Yes, Captain general of the Sea is an Officer of the Navy."
1762,"Carrick, Cumnock and Doon Valley is different from Carrick, Cumnock and Doon Valley.","Given the previous statement, is Carrick an Carrick, Cumnock and Doon Valley?",No,"Carrick is not different from Carrick, Cumnock and Doon Valley.",False,"No, Carrick is not Carrick, Cumnock and Doon Valley."
1744,Carolyn Bourdeaux is different from Carolyn Bourdeaux.,"Given the previous statement, is Caroline Boudreaux an Carolyn Bourdeaux?",No,Caroline Boudreaux is not different from Carolyn Bourdeaux.,False,"No, Carolyn Bourdeaux is not Carolyn Bourdeaux."
1712,Carmen Silvera is different from Carmen Silvera.,"Given the previous statement, is Carmen Sylva an Carmen Silvera?",No,Carmen Sylva is not different from Carmen Silvera.,False,"No, Carmen Sylva is not Carmen Silvera."
795,Carter Center is different from Museum.,"Given the previous statement, is Museum an Carter Center?",Yes,Museum is different from Carter Center.,True,"Yes, Museum is an Carter Center."
829,Cascadian is different from Cascade.,"Given the previous statement, is Cascade an Cascadian?",Yes,Cascade is different from Cascadian.,True,"No, Cascade is not a Cascadian."
1794,Carter Braxton is different from Carter Braxton.,"Given the previous statement, is Carter Moore Braxton an Carter Braxton?",No,Carter Moore Braxton is not different from Carter Braxton.,False,"Yes, Carter Moore Braxton is an example of Carter Braxton."
1630,Carlo Bonomi is different from Carlo Bonomi.,"Given the previous statement, is Carlo Bononi an Carlo Bonomi?",No,Carlo Bononi is not different from Carlo Bonomi.,False,"No, Carlo Bononi is not Carlo Bonomi."
1466,"Cape St. George, Newfoundland and Labrador is different from Cape St. George, Newfoundland and Labrador.","Given the previous statement, is Newfoundland an Cape St. George, Newfoundland and Labrador?",No,"Newfoundland is not different from Cape St. George, Newfoundland and Labrador.",False,"Yes, Newfoundland is an Cape St. George, Newfoundland and Lab"
1618,Carle Illinois College of Medicine is different from Carle Illinois College of Medicine.,"Given the previous statement, is University of Illinois College of Medicine an Carle Illinois College of Medicine?",No,University of Illinois College of Medicine is not different from Carle Illinois College of Medicine.,False,"No, University of Illinois College of Medicine is not a Carle Illinois College of Medicine."
1141,California State University is different from California State University.,"Given the previous statement, is California University of Pennsylvania an California State University?",No,California University of Pennsylvania is not different from California State University.,False,"No, California University of Pennsylvania is not an California State University."
1812,Carvel Rock is different from Carvel Rock.,"Given the previous statement, is Carvel Rock an Carvel Rock?",No,Carvel Rock is not different from Carvel Rock.,False,"No, Carvel Rock is not an Carvel Rock."
784,Carson and Others v. The United Kingdom is different from Carson.,"Given the previous statement, is Carson an Carson and Others v. The United Kingdom?",Yes,Carson is different from Carson and Others v. The United Kingdom.,True,"No, Carson and Others v. The United Kingdom is not different from Carson."
1096,Calder Hill is different from Calder Hill.,"Given the previous statement, is Calder Hall an Calder Hill?",No,Calder Hall is not different from Calder Hill.,False,"No, Calder Hall is not an Calder Hill."
1914,Ambrosia beetle is different from Ambrosia beetle.,"Given the previous statement, is Platypus an Ambrosia beetle?",No,Platypus is not different from Ambrosia beetle.,False,"No, Platypus is not an Ambrosia beetle."
508,Caplin Cove is different from Caplin Cove-Southport.,"Given the previous statement, is Caplin Cove-Southport an Caplin Cove?",Yes,Caplin Cove-Southport is different from Caplin Cove.,True,"Yes, Caplin Cove-Southport is an Caplin Cove."
349,Candida Maria of Jesus is different from Maria Candida of the Eucharist.,"Given the previous statement, is Maria Candida of the Eucharist an Candida Maria of Jesus?",Yes,Maria Candida of the Eucharist is different from Candida Maria of Jesus.,True,"Yes, Maria Candida of the Eucharist is an Candida Maria of Jesus."
171,Calvary Christian Academy is different from Calvary Christian High School.,"Given the previous statement, is Calvary Christian High School an Calvary Christian Academy?",Yes,Calvary Christian High School is different from Calvary Christian Academy.,True,"No, Calvary Christian High School is not an Calvary Christian Academy."
1358,Cangzhou is different from Cangzhou.,"Given the previous statement, is Changzhou an Cangzhou?",No,Changzhou is not different from Cangzhou.,False,"No, Changzhou is not an Cangzhou."
561,Card is different from Sports card.,"Given the previous statement, is Sports card an Card?",Yes,Sports card is different from Card.,True,"Yes, Sports card is an Card."
504,Capitol of Puerto Rico is different from Capital of Puerto Rico.,"Given the previous statement, is Capital of Puerto Rico an Capitol of Puerto Rico?",Yes,Capital of Puerto Rico is different from Capitol of Puerto Rico.,True,"Yes, Capital of Puerto Rico is different from Capitol of Puerto Rico."
1725,Carnmore is different from Carnmore.,"Given the previous statement, is Cranmore an Carnmore?",No,Cranmore is not different from Carnmore.,False,"No, Cranmore is not Carnmore."
36,Cadillac V-12 is different from IBM System.,"Given the previous statement, is IBM System an Cadillac V-12?",Yes,IBM System is different from Cadillac V-12.,True,"Yes, IBM System is different from Cadillac V-12."
1869,Castle Donington is different from Castle Donington.,"Given the previous statement, is Castle Donington Line an Castle Donington?",No,Castle Donington Line is not different from Castle Donington.,False,"Yes, Castle Donington Line is an Castle Donington."
901,Cat Fanciers' Association is different from American Cat Fanciers Association.,"Given the previous statement, is American Cat Fanciers Association an Cat Fanciers' Association?",Yes,American Cat Fanciers Association is different from Cat Fanciers' Association.,True,"Yes, Cat Fanciers' Association is different from American Cat Fans Association."
537,Caramoran is different from Caramoan.,"Given the previous statement, is Caramoan an Caramoran?",Yes,Caramoan is different from Caramoran.,True,"No, Caramoan is not an Caramoran."
351,Candle warmer is different from Wax melter.,"Given the previous statement, is Wax melter an Candle warmer?",Yes,Wax melter is different from Candle warmer.,True,"Yes, wax melter is a type of candle warmer."
51,Cagot is different from Kago.,"Given the previous statement, is Kago an Cagot?",Yes,Kago is different from Cagot.,True,"Yes, Kago is an Cagot."
1260,Camp Fire is different from Camp Fire.,"Given the previous statement, is Campfire an Camp Fire?",No,Campfire is not different from Camp Fire.,False,"Yes, Campfire is different from Camp Fire."
369,"Canna, Scotland is different from Càrna.","Given the previous statement, is Càrna an Canna, Scotland?",Yes,"Càrna is different from Canna, Scotland.",True,"Yes, Càrna is different from Canna, Scotland."
302,Can You Hear Me? is different from Can You Hear Me?.,"Given the previous statement, is Can You Hear Me? an Can You Hear Me??",Yes,Can You Hear Me? is different from Can You Hear Me?.,True,"Yes, Can You Hear Me? is different from Can You Hear Me?."
1548,Carbon Canyon Dam is different from Carbon Canyon Dam.,"Given the previous statement, is Canyon an Carbon Canyon Dam?",No,Canyon is not different from Carbon Canyon Dam.,False,"No, Carbon Canyon Dam is not Carbon Canyon Dam."
87,Calbe is different from Kalbe.,"Given the previous statement, is Kalbe an Calbe?",Yes,Kalbe is different from Calbe.,True,"Yes, Kalbe is different from Calbe."
658,Carlos Ferreira is different from Sebastián Ferreira.,"Given the previous statement, is Sebastián Ferreira an Carlos Ferreira?",Yes,Sebastián Ferreira is different from Carlos Ferreira.,True,"Yes, Carlos Ferreira is different from Sebastián Ferreira."
1821,Casa dei Cavalieri di Malta is different from Casa dei Cavalieri di Malta.,"Given the previous statement, is Casa dei Cavalieri di Rodi an Casa dei Cavalieri di Malta?",No,Casa dei Cavalieri di Rodi is not different from Casa dei Cavalieri di Malta.,False,"Yes, Casa dei Cavalieri di Rodi is the same as Casa dei Cav"
1998,Aminadab is different from Aminadab.,"Given the previous statement, is Aminadav an Aminadab?",No,Aminadav is not different from Aminadab.,False,"No, Aminadav is not an Aminadab."
1291,Campy Russell is different from Campy Russell.,"Given the previous statement, is Cazzie Russell an Campy Russell?",No,Cazzie Russell is not different from Campy Russell.,False,"No, Cazzie Russell is not an Campy Russell."
922,Ameiva is different from Amoeba.,"Given the previous statement, is Amoeba an Ameiva?",Yes,Amoeba is different from Ameiva.,True,"No, Amoeba is not an Ameiva."
789,Cartan's lemma is different from Cartan's lemma.,"Given the previous statement, is Cartan's lemma an Cartan's lemma?",Yes,Cartan's lemma is different from Cartan's lemma.,True,"Yes, Cartan's lemma is different from Cartan's lemma"
570,Cardinal de Rohan is different from Armand Gaston Maximilien de Rohan.,"Given the previous statement, is Armand Gaston Maximilien de Rohan an Cardinal de Rohan?",Yes,Armand Gaston Maximilien de Rohan is different from Cardinal de Rohan.,True,"Yes, Armand Gaston Maximilien de Rohan is an Cardinal de Rohan."
1878,Castle in the Air is different from Castle in the Air.,"Given the previous statement, is The Air an Castle in the Air?",No,The Air is not different from Castle in the Air.,False,"Yes, The Air is an Castle in the Air."
927,American Academy of Arts is different from American Academy of Arts.,"Given the previous statement, is American Academy of Arts an American Academy of Arts?",Yes,American Academy of Arts is different from American Academy of Arts.,True,"Yes, American Academy of Arts is an American Academy of Arts."
863,Castillo San Cristóbal is different from Castle of San Cristóbal.,"Given the previous statement, is Castle of San Cristóbal an Castillo San Cristóbal?",Yes,Castle of San Cristóbal is different from Castillo San Cristóbal.,True,"Yes, Castillo San Cristóbal is different from Castle of San Cristó"
265,Camp Mather-Camp Logan is different from Camp Mather (San Francisco Recreation.,"Given the previous statement, is Camp Mather (San Francisco Recreation an Camp Mather-Camp Logan?",Yes,Camp Mather (San Francisco Recreation is different from Camp Mather-Camp Logan.,True,"Yes, Camp Mather (San Francisco Recreation) and Camp Mather-Camp Logan are"
338,Canae is different from Cana.,"Given the previous statement, is Cana an Canae?",Yes,Cana is different from Canae.,True,"Yes, Canae is different from Cana."
1273,Camp Tulelake is different from Camp Tulelake.,"Given the previous statement, is Tule Lake War Relocation Center an Camp Tulelake?",No,Tule Lake War Relocation Center is not different from Camp Tulelake.,False,"Yes, Tule Lake War Relocation Center is an Camp Tulelake."
1670,Carlos Martínez is different from Carlos Martínez.,"Given the previous statement, is Born 1991) an Carlos Martínez?",No,Born 1991) is not different from Carlos Martínez.,False,"Yes, Carlos Martinez is different from Carlos Martinez."
1841,Casey Walker is different from Casey Walker.,"Given the previous statement, is Casey Walker an Casey Walker?",No,Casey Walker is not different from Casey Walker.,False,"No, Casey Walker is not an Casey Walker."
452,Capacity credit is different from Capacity factor.,"Given the previous statement, is Capacity factor an Capacity credit?",Yes,Capacity factor is different from Capacity credit.,True,"Yes, Capacity factor is different from Capacity credit."
290,Camputers Lynx is different from Computer.,"Given the previous statement, is Computer an Camputers Lynx?",Yes,Computer is different from Camputers Lynx.,True,"Yes, Computer and Camputers Lynx are different."
825,Casapueblo is different from Casa del pueblo.,"Given the previous statement, is Casa del pueblo an Casapueblo?",Yes,Casa del pueblo is different from Casapueblo.,True,"Yes, Casa del pueblo is a Casapueblo."
540,Caravan is different from The Caravan.,"Given the previous statement, is The Caravan an Caravan?",Yes,The Caravan is different from Caravan.,True,"Yes, The Caravan is an example of a caravan."
1054,"Caguas, Puerto Rico is different from Caguas, Puerto Rico.","Given the previous statement, is Cagua an Caguas, Puerto Rico?",No,"Cagua is not different from Caguas, Puerto Rico.",False,"Yes, Caguas is different from Caguas, Puerto Rico."
432,Cantacuzino Castle is different from Cantacuzino palace.,"Given the previous statement, is Cantacuzino palace an Cantacuzino Castle?",Yes,Cantacuzino palace is different from Cantacuzino Castle.,True,"Yes, Cantacuzino Palace and Cantacuzino Castle are different"
782,Cars Toons is different from Cartoon.,"Given the previous statement, is Cartoon an Cars Toons?",Yes,Cartoon is different from Cars Toons.,True,"Yes, Cars Toons is different from Cartoon."
216,Cambridge Greensand is different from Cambridge Formation.,"Given the previous statement, is Cambridge Formation an Cambridge Greensand?",Yes,Cambridge Formation is different from Cambridge Greensand.,True,"Yes, Cambridge Formation is different from Cambridge Greensand."
1862,Castelão is different from Castelão.,"Given the previous statement, is Castelão an Castelão?",No,Castelão is not different from Castelão.,False,"No, Castelo is not an Castelo."
937,American Austin Car Company is different from Austin Motor Company.,"Given the previous statement, is Austin Motor Company an American Austin Car Company?",Yes,Austin Motor Company is different from American Austin Car Company.,True,"Yes, Austin Motor Company is an American Austin Car Company."
761,"Carrick, Cumnock and Doon Valley is different from Cumnock.","Given the previous statement, is Cumnock an Carrick, Cumnock and Doon Valley?",Yes,"Cumnock is different from Carrick, Cumnock and Doon Valley.",True,"No, Cumnock is not Carrick, Cumnock and Doon Valley."
830,Cascadian is different from Amtrak Cascades.,"Given the previous statement, is Amtrak Cascades an Cascadian?",Yes,Amtrak Cascades is different from Cascadian.,True,"No, Amtrak Cascades is not a Cascadian."
1362,Canice is different from Canice.,"Given the previous statement, is Candice an Canice?",No,Candice is not different from Canice.,False,"No, Candice is not an Canice."
1432,Cantacuzino Castle is different from Cantacuzino Castle.,"Given the previous statement, is Cantacuzino palace an Cantacuzino Castle?",No,Cantacuzino palace is not different from Cantacuzino Castle.,False,"Yes, Cantacuzino Palace is different from Cantacuzino Castle"
159,Callocladia is different from Calocladia.,"Given the previous statement, is Calocladia an Callocladia?",Yes,Calocladia is different from Callocladia.,True,"No, Calocladia is not an Callocladia."
867,Castle Baynard is different from Baynard's Castle.,"Given the previous statement, is Baynard's Castle an Castle Baynard?",Yes,Baynard's Castle is different from Castle Baynard.,True,"Yes, Baynard's Castle is an example of Castle Baynard."
1448,Caorle is different from Caorle.,"Given the previous statement, is Calore an Caorle?",No,Calore is not different from Caorle.,False,"No, Caorle is not Caorle."
1625,Carlington is different from Carlington.,"Given the previous statement, is Carrington an Carlington?",No,Carrington is not different from Carlington.,False,"No, Carrington is not a Carlington."
581,Carfax is different from CarMax.,"Given the previous statement, is CarMax an Carfax?",Yes,CarMax is different from Carfax.,True,"Yes, CarMax is an affiliate of Carfax."
1021,"Caddo, Oklahoma is different from Caddo, Oklahoma.","Given the previous statement, is Oklahoma an Caddo, Oklahoma?",No,"Oklahoma is not different from Caddo, Oklahoma.",False,"No, Caddo, Oklahoma is not the same as Caddo, Oklahoma."
116,Caleta Herradura Formation is different from La Herradura Formation.,"Given the previous statement, is La Herradura Formation an Caleta Herradura Formation?",Yes,La Herradura Formation is different from Caleta Herradura Formation.,True,"No, La Herradura Formation is not the same as Caleta Herradura Formation"
492,Capital University is different from Capital Normal University.,"Given the previous statement, is Capital Normal University an Capital University?",Yes,Capital Normal University is different from Capital University.,True,"No, Capital Normal University is not an Capital University."
1805,Cartoon is different from Cartoon.,"Given the previous statement, is Animated cartoon an Cartoon?",No,Animated cartoon is not different from Cartoon.,False,"Yes, Animated cartoon is an example of a cartoon."
1395,Cannon Rocks is different from Cannon Rocks.,"Given the previous statement, is Cannon Rock an Cannon Rocks?",No,Cannon Rock is not different from Cannon Rocks.,False,"No, Cannon Rock is not an Cannon Rock."
242,"Cameron County, Texas is different from Texas.","Given the previous statement, is Texas an Cameron County, Texas?",Yes,"Texas is different from Cameron County, Texas.",True,"No, Texas is not Cameron County, Texas."
1387,"Cannon Creek, Queensland is different from Cannon Creek, Queensland.","Given the previous statement, is Queensland an Cannon Creek, Queensland?",No,"Queensland is not different from Cannon Creek, Queensland.",False,"Yes, Queensland is an Cannon Creek, Queensland."
93,"Caldecott, Northamptonshire is different from Northamptonshire.","Given the previous statement, is Northamptonshire an Caldecott, Northamptonshire?",Yes,"Northamptonshire is different from Caldecott, Northamptonshire.",True,"No, Northamptonshire is not the same as Caldecott, Northamptonshire"
1000,Aminata Diallo Glez is different from Aminata Diallo.,"Given the previous statement, is Aminata Diallo an Aminata Diallo Glez?",Yes,Aminata Diallo is different from Aminata Diallo Glez.,True,"Yes, Aminata Diallo is different from Aminata Diallo"
222,Cambron Abbey is different from La Cambre Abbey.,"Given the previous statement, is La Cambre Abbey an Cambron Abbey?",Yes,La Cambre Abbey is different from Cambron Abbey.,True,"No, La Cambre Abbey is not an Cambron Abbey."
1124,Calico is different from Calico.,"Given the previous statement, is Coleco an Calico?",No,Coleco is not different from Calico.,False,"No, Coleco is not an example of Calico."
465,"Cape St. George, Newfoundland and Labrador is different from Labrador.","Given the previous statement, is Labrador an Cape St. George, Newfoundland and Labrador?",Yes,"Labrador is different from Cape St. George, Newfoundland and Labrador.",True,"Yes, Labrador is different from Cape St. George, Newfoundland and Lab"
1385,"Cannon City, Minnesota is different from Cannon City, Minnesota.","Given the previous statement, is Canon City an Cannon City, Minnesota?",No,"Canon City is not different from Cannon City, Minnesota.",False,"Yes, Canon City is an Cannon City, Minnesota."
925,Amenemopet is different from Amenemopet.,"Given the previous statement, is Amenemopet an Amenemopet?",Yes,Amenemopet is different from Amenemopet.,True,"Yes, Amenemopet is an Amenemopet."
464,Cape Sideros is different from Sidari.,"Given the previous statement, is Sidari an Cape Sideros?",Yes,Sidari is different from Cape Sideros.,True,"Yes, Sidari is an Cape Sideros."
204,Cambrian is different from Cambria.,"Given the previous statement, is Cambria an Cambrian?",Yes,Cambria is different from Cambrian.,True,"No, Cambria is not an Cambrian."
496,Capital University of Economics and Business is different from Capital Normal University.,"Given the previous statement, is Capital Normal University an Capital University of Economics and Business?",Yes,Capital Normal University is different from Capital University of Economics and Business.,True,"Yes, Capital Normal University is different from Capital University of Economics and Business."
1440,Canton of Les Deux Rives is different from Canton of Les Deux Rives.,"Given the previous statement, is Deux Rivières an Canton of Les Deux Rives?",No,Deux Rivières is not different from Canton of Les Deux Rives.,False,"Yes, Deux Rivières is an Canton of Les Deux Rives."
442,Canu is different from Canoe.,"Given the previous statement, is Canoe an Canu?",Yes,Canoe is different from Canu.,True,"Yes, Canoe and Canu are both types of watercraft."
1651,Carlos Correia is different from Carlos Correia.,"Given the previous statement, is Carlos Correa an Carlos Correia?",No,Carlos Correa is not different from Carlos Correia.,False,"Yes, Carlos Correia is different from Carlos Correia."
773,"Carroll, New Hampshire is different from New Hampshire.","Given the previous statement, is New Hampshire an Carroll, New Hampshire?",Yes,"New Hampshire is different from Carroll, New Hampshire.",True,"Yes, New Hampshire is different from Carroll, New Hampshire."
738,Carol Wilson is different from Carl Wilson.,"Given the previous statement, is Carl Wilson an Carol Wilson?",Yes,Carl Wilson is different from Carol Wilson.,True,"Yes, Carl Wilson is different from Carol Wilson."
1813,Carver Military Academy is different from Carver Military Academy.,"Given the previous statement, is Culver Military Academy an Carver Military Academy?",No,Culver Military Academy is not different from Carver Military Academy.,False,"No, Culver Military Academy is not Carver Military Academy."
633,Carlo Cokxxx Nutten 2 is different from Carlo Cokxxx Nutten II.,"Given the previous statement, is Carlo Cokxxx Nutten II an Carlo Cokxxx Nutten 2?",Yes,Carlo Cokxxx Nutten II is different from Carlo Cokxxx Nutten 2.,True,"Yes, Carlo Cokxxx Nutten II is different from Carlo Cok"
365,Cankili I is different from Cankili II.,"Given the previous statement, is Cankili II an Cankili I?",Yes,Cankili II is different from Cankili I.,True,"Yes, Cankili II is an Cankili I."
595,Carl Björk is different from Born 1992).,"Given the previous statement, is Born 1992) an Carl Björk?",Yes,Born 1992) is different from Carl Björk.,True,"No, Born 1992 is not Carl Björk."
1004,Cabanagem is different from Cabanagem.,"Given the previous statement, is Cabanada an Cabanagem?",No,Cabanada is not different from Cabanagem.,False,"Yes, Cabanada is different from Cabanagem."
1251,Camilla Filippi is different from Camilla Filippi.,"Given the previous statement, is Camillo Filippi an Camilla Filippi?",No,Camillo Filippi is not different from Camilla Filippi.,False,"No, Camilla Filippi is not an Camilla Filippi."
1863,Castillo San Cristóbal is different from Castillo San Cristóbal.,"Given the previous statement, is Castle of San Cristóbal an Castillo San Cristóbal?",No,Castle of San Cristóbal is not different from Castillo San Cristóbal.,False,"Yes, Castillo San Cristóbal is different from Castillo San Crist"
451,Cap Fear is different from Cape Fear.,"Given the previous statement, is Cape Fear an Cap Fear?",Yes,Cape Fear is different from Cap Fear.,True,"Yes, Cape Fear is different from Cap Fear."
1804,Cartography is different from Cartography.,"Given the previous statement, is Cartogram an Cartography?",No,Cartogram is not different from Cartography.,False,"Yes, Cartography is different from Cartography. Cartography is the study of the physical world"
206,Cambrian Line is different from Cumbrian Coast Line.,"Given the previous statement, is Cumbrian Coast Line an Cambrian Line?",Yes,Cumbrian Coast Line is different from Cambrian Line.,True,"No, Cumbrian Coast Line is not a Cambrian Line."
1151,Call Signs is different from Call Signs.,"Given the previous statement, is Call sign an Call Signs?",No,Call sign is not different from Call Signs.,False,"No, call signs are not Call Signs."
162,"Caln Township, Chester County, Pennsylvania is different from Pennsylvania.","Given the previous statement, is Pennsylvania an Caln Township, Chester County, Pennsylvania?",Yes,"Pennsylvania is different from Caln Township, Chester County, Pennsylvania.",True,"Yes, Pennsylvania is an Caln Township, Chester County, Pennsylvania."
1236,"Cameron, Texas is different from Cameron, Texas.","Given the previous statement, is Cameron County an Cameron, Texas?",No,"Cameron County is not different from Cameron, Texas.",False,"No, Cameron County is not Cameron, Texas."
940,American Bankruptcy Institute Law Review is different from American Bankruptcy Law Journal.,"Given the previous statement, is American Bankruptcy Law Journal an American Bankruptcy Institute Law Review?",Yes,American Bankruptcy Law Journal is different from American Bankruptcy Institute Law Review.,True,"Yes, American Bankruptcy Law Journal is an American Bankruptcy Institute Law Review"
152,Call of the Wild is different from The Call of the Wild.,"Given the previous statement, is The Call of the Wild an Call of the Wild?",Yes,The Call of the Wild is different from Call of the Wild.,True,"No, The Call of the Wild is not an Call of the Wild."
1237,"Cameron, Texas is different from Cameron, Texas.","Given the previous statement, is Texas an Cameron, Texas?",No,"Texas is not different from Cameron, Texas.",False,"No, Texas is not Cameron, Texas."
1621,"Carleton, West Yorkshire is different from Carleton, West Yorkshire.","Given the previous statement, is West Yorkshire an Carleton, West Yorkshire?",No,"West Yorkshire is not different from Carleton, West Yorkshire.",False,"Yes, West Yorkshire is an Carleton, West Yorkshire."
357,Canfield Street station is different from Camfield Station.,"Given the previous statement, is Camfield Station an Canfield Street station?",Yes,Camfield Station is different from Canfield Street station.,True,"Yes, Camfield Station is an Canfield Street station."
659,Carlos Fonseca is different from Born 1987).,"Given the previous statement, is Born 1987) an Carlos Fonseca?",Yes,Born 1987) is different from Carlos Fonseca.,True,"Yes, Born 1987) is an Carlos Fonseca."
1217,Cambridge R.U.F.C. is different from Cambridge R.U.F.C..,"Given the previous statement, is Cambridge University R.U.F.C. an Cambridge R.U.F.C.?",No,Cambridge University R.U.F.C. is not different from Cambridge R.U.F.C..,False,"Yes, Cambridge University R.U.F.C. is an Cambridge R.U."
876,Castle in the Air is different from The Air.,"Given the previous statement, is The Air an Castle in the Air?",Yes,The Air is different from Castle in the Air.,True,"Yes, The Air is different from Castle in the Air."
999,Aminal is different from Animal.,"Given the previous statement, is Animal an Aminal?",Yes,Animal is different from Aminal.,True,"Yes, Animal is an Aminal."
1957,American Merchant Marine Veterans Memorial is different from American Merchant Marine Veterans Memorial.,"Given the previous statement, is American Merchant Mariners' Memorial an American Merchant Marine Veterans Memorial?",No,American Merchant Mariners' Memorial is not different from American Merchant Marine Veterans Memorial.,False,"Yes, American Merchant Mariner's Memorial is an American Merchant Marine Veterans Memorial."
1615,Carl Schulz is different from Carl Schulz.,"Given the previous statement, is Karl Schulz an Carl Schulz?",No,Karl Schulz is not different from Carl Schulz.,False,"Yes, Carl Schulz is different from Carl Schulz."
1298,Can-Am Express is different from Can-Am Express.,"Given the previous statement, is Can-Am Connection an Can-Am Express?",No,Can-Am Connection is not different from Can-Am Express.,False,"Yes, Can-Am Connection is an alternative to Can-Am Express."
911,Cataract River is different from Cataract River.,"Given the previous statement, is Cataract River an Cataract River?",Yes,Cataract River is different from Cataract River.,True,"Yes, Cataract River is an Cataract River."
381,Canning railway station is different from Canning Town station.,"Given the previous statement, is Canning Town station an Canning railway station?",Yes,Canning Town station is different from Canning railway station.,True,"Yes, Canning Town station is an Canning railway station."
322,Canadian Amateur Hockey League is different from Canadian Amateur Hockey Association.,"Given the previous statement, is Canadian Amateur Hockey Association an Canadian Amateur Hockey League?",Yes,Canadian Amateur Hockey Association is different from Canadian Amateur Hockey League.,True,"Yes, the Canadian Amateur Hockey Association and the Canadian Amateur Hockey League are both part of"
155,"Callington, South Australia is different from Cornwall.","Given the previous statement, is Cornwall an Callington, South Australia?",Yes,"Cornwall is different from Callington, South Australia.",True,"Yes, Callington, South Australia is different from Cornwall."
334,Canadian Transportation Agency is different from Transport Canada.,"Given the previous statement, is Transport Canada an Canadian Transportation Agency?",Yes,Transport Canada is different from Canadian Transportation Agency.,True,"Yes, Transport Canada is an Canadian Transportation Agency."
1742,Caroline Johnson is different from Caroline Johnson.,"Given the previous statement, is Carrie Johnson an Caroline Johnson?",No,Carrie Johnson is not different from Caroline Johnson.,False,"No, Carrie Johnson is not Caroline Johnson."
1909,Catanduva is different from Catanduva.,"Given the previous statement, is Catanduvas an Catanduva?",No,Catanduvas is not different from Catanduva.,False,"Yes, Catanduvas are different from Catanduva."
826,Cascada is different from Cascadia.,"Given the previous statement, is Cascadia an Cascada?",Yes,Cascadia is different from Cascada.,True,"Yes, Cascadia is an Cascada."
1580,Carey Hart is different from Carey Hart.,"Given the previous statement, is Corey Hart an Carey Hart?",No,Corey Hart is not different from Carey Hart.,False,"No, Corey Hart is not an Carey Hart."
59,Cain at Abel is different from Abel.,"Given the previous statement, is Abel an Cain at Abel?",Yes,Abel is different from Cain at Abel.,True,"Yes, Abel is an Abel."
1587,Carinthia is different from Carinthia.,"Given the previous statement, is Corinthia an Carinthia?",No,Corinthia is not different from Carinthia.,False,"No, Corinthia is not a Carinthia."
190,Camber Railway is different from Rye.,"Given the previous statement, is Rye an Camber Railway?",Yes,Rye is different from Camber Railway.,True,"No, Rye is not an Camber Railway."
