ID,triple1,triple2,triple3,question,answer,inferred triple,label
1478,E O 40.,D O 76.,O is a functional property.,"Given the previous statements, is D the same as E?",No,D is not the same as E.,False
1479,E N 70.,J N 64.,N is a functional property.,"Given the previous statements, is J the same as E?",No,J is not the same as E.,False
1480,E U 37.,B U 93.,U is a functional property.,"Given the previous statements, is B the same as E?",No,B is not the same as E.,False
1481,E B 48.,D B 80.,B is a functional property.,"Given the previous statements, is D the same as E?",No,D is not the same as E.,False
1482,E X 34.,U X 30.,X is a functional property.,"Given the previous statements, is U the same as E?",No,U is not the same as E.,False
1483,E D 61.,K D 1.,D is a functional property.,"Given the previous statements, is K the same as E?",No,K is not the same as E.,False
1484,E J 46.,P J 86.,J is a functional property.,"Given the previous statements, is P the same as E?",No,P is not the same as E.,False
1485,E D 93.,R D 25.,D is a functional property.,"Given the previous statements, is R the same as E?",No,R is not the same as E.,False
1486,E X 65.,J X 58.,X is a functional property.,"Given the previous statements, is J the same as E?",No,J is not the same as E.,False
1487,E F 75.,Q F 41.,F is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False
1488,E W 38.,U W 89.,W is a functional property.,"Given the previous statements, is U the same as E?",No,U is not the same as E.,False
1489,E R 14.,O R 76.,R is a functional property.,"Given the previous statements, is O the same as E?",No,O is not the same as E.,False
1490,E C 13.,R C 73.,C is a functional property.,"Given the previous statements, is R the same as E?",No,R is not the same as E.,False
1491,E Z 62.,B Z 61.,Z is a functional property.,"Given the previous statements, is B the same as E?",No,B is not the same as E.,False
1492,E A 2.,G A 54.,A is a functional property.,"Given the previous statements, is G the same as E?",No,G is not the same as E.,False
1493,E H 32.,F H 88.,H is a functional property.,"Given the previous statements, is F the same as E?",No,F is not the same as E.,False
1494,E R 41.,D R 90.,R is a functional property.,"Given the previous statements, is D the same as E?",No,D is not the same as E.,False
1495,E O 24.,W O 48.,O is a functional property.,"Given the previous statements, is W the same as E?",No,W is not the same as E.,False
1496,E B 57.,J B 13.,B is a functional property.,"Given the previous statements, is J the same as E?",No,J is not the same as E.,False
1497,E M 9.,V M 85.,M is a functional property.,"Given the previous statements, is V the same as E?",No,V is not the same as E.,False
1498,E S 80.,Y S 66.,S is a functional property.,"Given the previous statements, is Y the same as E?",No,Y is not the same as E.,False
1499,E V 47.,D V 11.,V is a functional property.,"Given the previous statements, is D the same as E?",No,D is not the same as E.,False
1500,E P 64.,B P 34.,P is a functional property.,"Given the previous statements, is B the same as E?",No,B is not the same as E.,False
1501,F N 20.,E N 77.,N is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False
1502,F V 25.,P V 84.,V is a functional property.,"Given the previous statements, is P the same as F?",No,P is not the same as F.,False
1503,F J 60.,P J 23.,J is a functional property.,"Given the previous statements, is P the same as F?",No,P is not the same as F.,False
1504,F D 18.,S D 14.,D is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False
1505,F E 100.,A E 29.,E is a functional property.,"Given the previous statements, is A the same as F?",No,A is not the same as F.,False
1506,F H 98.,Q H 56.,H is a functional property.,"Given the previous statements, is Q the same as F?",No,Q is not the same as F.,False
1507,F E 87.,J E 49.,E is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False
1508,F D 98.,E D 100.,D is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False
1509,F P 53.,S P 5.,P is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False
1510,F I 96.,G I 72.,I is a functional property.,"Given the previous statements, is G the same as F?",No,G is not the same as F.,False
1511,F M 90.,K M 100.,M is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False
1512,F W 84.,D W 19.,W is a functional property.,"Given the previous statements, is D the same as F?",No,D is not the same as F.,False
1513,F P 32.,R P 8.,P is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False
1514,F N 45.,T N 38.,N is a functional property.,"Given the previous statements, is T the same as F?",No,T is not the same as F.,False
1515,F X 38.,J X 50.,X is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False
1516,F D 95.,V D 99.,D is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1517,F U 38.,V U 21.,U is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1518,F B 5.,V B 15.,B is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1519,F M 54.,D M 73.,M is a functional property.,"Given the previous statements, is D the same as F?",No,D is not the same as F.,False
1520,F D 63.,W D 3.,D is a functional property.,"Given the previous statements, is W the same as F?",No,W is not the same as F.,False
1521,F S 43.,W S 59.,S is a functional property.,"Given the previous statements, is W the same as F?",No,W is not the same as F.,False
1522,F U 42.,D U 66.,U is a functional property.,"Given the previous statements, is D the same as F?",No,D is not the same as F.,False
1523,F U 74.,M U 94.,U is a functional property.,"Given the previous statements, is M the same as F?",No,M is not the same as F.,False
1524,F E 56.,G E 95.,E is a functional property.,"Given the previous statements, is G the same as F?",No,G is not the same as F.,False
1525,F K 10.,S K 36.,K is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False
1526,F L 73.,B L 62.,L is a functional property.,"Given the previous statements, is B the same as F?",No,B is not the same as F.,False
1527,F U 74.,Q U 42.,U is a functional property.,"Given the previous statements, is Q the same as F?",No,Q is not the same as F.,False
1528,F Z 90.,V Z 28.,Z is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1529,F Q 36.,N Q 96.,Q is a functional property.,"Given the previous statements, is N the same as F?",No,N is not the same as F.,False
1530,F U 98.,J U 43.,U is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False
1531,F O 39.,Z O 63.,O is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False
1532,F G 11.,Z G 25.,G is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False
1533,F V 18.,D V 57.,V is a functional property.,"Given the previous statements, is D the same as F?",No,D is not the same as F.,False
1534,F T 81.,E T 9.,T is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False
1535,F Z 100.,T Z 91.,Z is a functional property.,"Given the previous statements, is T the same as F?",No,T is not the same as F.,False
1536,F Z 30.,C Z 71.,Z is a functional property.,"Given the previous statements, is C the same as F?",No,C is not the same as F.,False
1537,F E 95.,I E 9.,E is a functional property.,"Given the previous statements, is I the same as F?",No,I is not the same as F.,False
1538,F H 89.,S H 100.,H is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False
1539,F S 84.,Z S 4.,S is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False
1540,F A 74.,P A 4.,A is a functional property.,"Given the previous statements, is P the same as F?",No,P is not the same as F.,False
1541,F H 69.,A H 76.,H is a functional property.,"Given the previous statements, is A the same as F?",No,A is not the same as F.,False
1542,F S 97.,X S 20.,S is a functional property.,"Given the previous statements, is X the same as F?",No,X is not the same as F.,False
1543,F P 84.,K P 65.,P is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False
1544,F Z 80.,O Z 51.,Z is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False
1545,F A 67.,D A 72.,A is a functional property.,"Given the previous statements, is D the same as F?",No,D is not the same as F.,False
1546,F X 59.,R X 44.,X is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False
1547,F Q 10.,Z Q 22.,Q is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False
1548,F O 30.,S O 27.,O is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False
1549,F R 19.,P R 96.,R is a functional property.,"Given the previous statements, is P the same as F?",No,P is not the same as F.,False
1550,F U 41.,S U 34.,U is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False
1551,F Z 33.,W Z 26.,Z is a functional property.,"Given the previous statements, is W the same as F?",No,W is not the same as F.,False
1552,F Y 80.,V Y 86.,Y is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1553,F K 15.,X K 42.,K is a functional property.,"Given the previous statements, is X the same as F?",No,X is not the same as F.,False
1554,F S 54.,H S 69.,S is a functional property.,"Given the previous statements, is H the same as F?",No,H is not the same as F.,False
1555,F D 25.,C D 6.,D is a functional property.,"Given the previous statements, is C the same as F?",No,C is not the same as F.,False
1556,F U 76.,Y U 83.,U is a functional property.,"Given the previous statements, is Y the same as F?",No,Y is not the same as F.,False
1557,F B 98.,U B 29.,B is a functional property.,"Given the previous statements, is U the same as F?",No,U is not the same as F.,False
1558,F O 34.,R O 89.,O is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False
1559,F T 47.,R T 16.,T is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False
1560,F V 93.,E V 46.,V is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False
1561,F L 64.,I L 6.,L is a functional property.,"Given the previous statements, is I the same as F?",No,I is not the same as F.,False
1562,F Z 56.,S Z 21.,Z is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False
1563,F S 62.,I S 66.,S is a functional property.,"Given the previous statements, is I the same as F?",No,I is not the same as F.,False
1564,F T 22.,L T 38.,T is a functional property.,"Given the previous statements, is L the same as F?",No,L is not the same as F.,False
1565,F Z 32.,P Z 29.,Z is a functional property.,"Given the previous statements, is P the same as F?",No,P is not the same as F.,False
1566,F N 76.,O N 69.,N is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False
1567,F P 26.,Z P 17.,P is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False
1568,F J 89.,O J 15.,J is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False
1569,F Q 67.,X Q 56.,Q is a functional property.,"Given the previous statements, is X the same as F?",No,X is not the same as F.,False
1570,F K 61.,R K 8.,K is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False
1571,F S 37.,J S 19.,S is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False
1572,F S 22.,V S 69.,S is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1573,F R 5.,O R 6.,R is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False
1574,F O 45.,X O 16.,O is a functional property.,"Given the previous statements, is X the same as F?",No,X is not the same as F.,False
1575,F K 85.,E K 74.,K is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False
1576,F R 11.,C R 67.,R is a functional property.,"Given the previous statements, is C the same as F?",No,C is not the same as F.,False
1577,F B 62.,Q B 47.,B is a functional property.,"Given the previous statements, is Q the same as F?",No,Q is not the same as F.,False
1578,F J 94.,B J 86.,J is a functional property.,"Given the previous statements, is B the same as F?",No,B is not the same as F.,False
1579,F G 39.,K G 45.,G is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False
1580,F Y 48.,J Y 13.,Y is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False
1581,F Z 14.,K Z 2.,Z is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False
1582,F Y 60.,G Y 83.,Y is a functional property.,"Given the previous statements, is G the same as F?",No,G is not the same as F.,False
1583,F O 86.,V O 32.,O is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1584,F V 71.,J V 23.,V is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False
1585,F G 14.,R G 71.,G is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False
1586,F Y 64.,O Y 85.,Y is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False
1587,F C 84.,V C 23.,C is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1588,F N 50.,P N 53.,N is a functional property.,"Given the previous statements, is P the same as F?",No,P is not the same as F.,False
1589,F I 52.,M I 38.,I is a functional property.,"Given the previous statements, is M the same as F?",No,M is not the same as F.,False
1590,F Y 18.,N Y 17.,Y is a functional property.,"Given the previous statements, is N the same as F?",No,N is not the same as F.,False
1591,F Q 65.,P Q 90.,Q is a functional property.,"Given the previous statements, is P the same as F?",No,P is not the same as F.,False
1592,F A 86.,V A 6.,A is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False
1593,F Y 13.,T Y 48.,Y is a functional property.,"Given the previous statements, is T the same as F?",No,T is not the same as F.,False
1594,F W 82.,O W 15.,W is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False
1595,F W 23.,R W 74.,W is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False
1596,F M 14.,W M 48.,M is a functional property.,"Given the previous statements, is W the same as F?",No,W is not the same as F.,False
1597,F D 27.,O D 91.,D is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False
1598,F C 77.,K C 18.,C is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False
1599,F A 23.,G A 14.,A is a functional property.,"Given the previous statements, is G the same as F?",No,G is not the same as F.,False
1600,F W 44.,Q W 92.,W is a functional property.,"Given the previous statements, is Q the same as F?",No,Q is not the same as F.,False
1601,G D 84.,H D 95.,D is a functional property.,"Given the previous statements, is H the same as G?",No,H is not the same as G.,False
1602,G K 63.,P K 2.,K is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False
1603,G R 35.,F R 4.,R is a functional property.,"Given the previous statements, is F the same as G?",No,F is not the same as G.,False
1604,G K 4.,Q K 42.,K is a functional property.,"Given the previous statements, is Q the same as G?",No,Q is not the same as G.,False
1605,G T 89.,O T 51.,T is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False
1606,G Z 53.,J Z 89.,Z is a functional property.,"Given the previous statements, is J the same as G?",No,J is not the same as G.,False
1607,G U 20.,M U 4.,U is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False
1608,G J 61.,A J 50.,J is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False
1609,G Y 53.,Q Y 79.,Y is a functional property.,"Given the previous statements, is Q the same as G?",No,Q is not the same as G.,False
1610,G Y 33.,I Y 78.,Y is a functional property.,"Given the previous statements, is I the same as G?",No,I is not the same as G.,False
1611,G J 96.,C J 12.,J is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False
1612,G Z 73.,E Z 60.,Z is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False
1613,G L 69.,O L 62.,L is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False
1614,G U 20.,K U 69.,U is a functional property.,"Given the previous statements, is K the same as G?",No,K is not the same as G.,False
1615,G Y 14.,R Y 91.,Y is a functional property.,"Given the previous statements, is R the same as G?",No,R is not the same as G.,False
1616,G Y 39.,A Y 90.,Y is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False
1617,G F 58.,Z F 58.,F is a functional property.,"Given the previous statements, is Z the same as G?",No,Z is not the same as G.,False
1618,G W 33.,S W 64.,W is a functional property.,"Given the previous statements, is S the same as G?",No,S is not the same as G.,False
1619,G X 60.,M X 65.,X is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False
1620,G X 80.,U X 100.,X is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False
1621,G L 80.,Q L 74.,L is a functional property.,"Given the previous statements, is Q the same as G?",No,Q is not the same as G.,False
1622,G M 42.,N M 28.,M is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False
1623,G T 6.,S T 27.,T is a functional property.,"Given the previous statements, is S the same as G?",No,S is not the same as G.,False
1624,G K 98.,N K 38.,K is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False
1625,G O 8.,P O 27.,O is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False
1626,G M 94.,E M 12.,M is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False
1627,G P 69.,L P 40.,P is a functional property.,"Given the previous statements, is L the same as G?",No,L is not the same as G.,False
1628,G O 95.,Q O 78.,O is a functional property.,"Given the previous statements, is Q the same as G?",No,Q is not the same as G.,False
1629,G B 42.,U B 82.,B is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False
1630,G B 57.,M B 63.,B is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False
1631,G E 15.,N E 47.,E is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False
1632,G Q 35.,U Q 55.,Q is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False
1633,G Q 35.,V Q 52.,Q is a functional property.,"Given the previous statements, is V the same as G?",No,V is not the same as G.,False
1634,G S 84.,H S 62.,S is a functional property.,"Given the previous statements, is H the same as G?",No,H is not the same as G.,False
1635,G V 41.,Y V 72.,V is a functional property.,"Given the previous statements, is Y the same as G?",No,Y is not the same as G.,False
1636,G U 74.,F U 54.,U is a functional property.,"Given the previous statements, is F the same as G?",No,F is not the same as G.,False
1637,G L 74.,H L 78.,L is a functional property.,"Given the previous statements, is H the same as G?",No,H is not the same as G.,False
1638,G Y 84.,P Y 23.,Y is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False
1639,G E 44.,Z E 42.,E is a functional property.,"Given the previous statements, is Z the same as G?",No,Z is not the same as G.,False
1640,G W 96.,B W 11.,W is a functional property.,"Given the previous statements, is B the same as G?",No,B is not the same as G.,False
1641,G Y 98.,U Y 17.,Y is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False
1642,G X 9.,K X 68.,X is a functional property.,"Given the previous statements, is K the same as G?",No,K is not the same as G.,False
1643,G E 89.,A E 17.,E is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False
1644,G Z 74.,P Z 16.,Z is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False
1645,G A 88.,C A 25.,A is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False
1646,G R 43.,L R 3.,R is a functional property.,"Given the previous statements, is L the same as G?",No,L is not the same as G.,False
1647,G V 42.,D V 2.,V is a functional property.,"Given the previous statements, is D the same as G?",No,D is not the same as G.,False
1648,G P 78.,Y P 45.,P is a functional property.,"Given the previous statements, is Y the same as G?",No,Y is not the same as G.,False
1649,G O 23.,A O 59.,O is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False
1650,G J 17.,E J 63.,J is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False
1651,G Q 62.,O Q 22.,Q is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False
1652,G R 49.,K R 70.,R is a functional property.,"Given the previous statements, is K the same as G?",No,K is not the same as G.,False
1653,G O 23.,D O 74.,O is a functional property.,"Given the previous statements, is D the same as G?",No,D is not the same as G.,False
1654,G R 15.,H R 57.,R is a functional property.,"Given the previous statements, is H the same as G?",No,H is not the same as G.,False
1655,G Y 9.,M Y 32.,Y is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False
1656,G H 17.,E H 28.,H is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False
1657,G U 82.,A U 59.,U is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False
1658,G Y 14.,C Y 56.,Y is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False
1659,G X 11.,A X 64.,X is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False
1660,G F 8.,P F 13.,F is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False
1661,G E 73.,I E 2.,E is a functional property.,"Given the previous statements, is I the same as G?",No,I is not the same as G.,False
1662,G H 70.,I H 22.,H is a functional property.,"Given the previous statements, is I the same as G?",No,I is not the same as G.,False
1663,G E 93.,M E 24.,E is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False
1664,G Z 49.,O Z 53.,Z is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False
1665,G X 83.,B X 27.,X is a functional property.,"Given the previous statements, is B the same as G?",No,B is not the same as G.,False
1666,G K 56.,B K 75.,K is a functional property.,"Given the previous statements, is B the same as G?",No,B is not the same as G.,False
1667,G N 84.,E N 22.,N is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False
1668,G F 92.,C F 39.,F is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False
1669,G W 89.,U W 19.,W is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False
1670,G K 93.,E K 10.,K is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False
1671,G Y 3.,J Y 29.,Y is a functional property.,"Given the previous statements, is J the same as G?",No,J is not the same as G.,False
1672,G O 45.,I O 21.,O is a functional property.,"Given the previous statements, is I the same as G?",No,I is not the same as G.,False
1673,G M 70.,L M 69.,M is a functional property.,"Given the previous statements, is L the same as G?",No,L is not the same as G.,False
1674,G P 73.,N P 87.,P is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False
1675,G N 98.,D N 96.,N is a functional property.,"Given the previous statements, is D the same as G?",No,D is not the same as G.,False
1676,G W 16.,J W 32.,W is a functional property.,"Given the previous statements, is J the same as G?",No,J is not the same as G.,False
1677,G L 85.,J L 84.,L is a functional property.,"Given the previous statements, is J the same as G?",No,J is not the same as G.,False
1678,G A 19.,B A 42.,A is a functional property.,"Given the previous statements, is B the same as G?",No,B is not the same as G.,False
1679,G Y 63.,Z Y 49.,Y is a functional property.,"Given the previous statements, is Z the same as G?",No,Z is not the same as G.,False
1680,G H 76.,Z H 32.,H is a functional property.,"Given the previous statements, is Z the same as G?",No,Z is not the same as G.,False
1681,G K 1.,M K 94.,K is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False
1682,G X 5.,O X 9.,X is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False
1683,G I 68.,O I 37.,I is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False
1684,G C 24.,J C 35.,C is a functional property.,"Given the previous statements, is J the same as G?",No,J is not the same as G.,False
1685,G O 8.,C O 12.,O is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False
1686,G U 48.,T U 81.,U is a functional property.,"Given the previous statements, is T the same as G?",No,T is not the same as G.,False
1687,G X 42.,N X 66.,X is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False
1688,G C 26.,T C 67.,C is a functional property.,"Given the previous statements, is T the same as G?",No,T is not the same as G.,False
1689,G S 88.,K S 58.,S is a functional property.,"Given the previous statements, is K the same as G?",No,K is not the same as G.,False
1690,G K 95.,U K 48.,K is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False
1691,G S 94.,R S 77.,S is a functional property.,"Given the previous statements, is R the same as G?",No,R is not the same as G.,False
1692,G B 88.,Y B 96.,B is a functional property.,"Given the previous statements, is Y the same as G?",No,Y is not the same as G.,False
1693,G V 33.,X V 36.,V is a functional property.,"Given the previous statements, is X the same as G?",No,X is not the same as G.,False
1694,G Z 56.,Q Z 45.,Z is a functional property.,"Given the previous statements, is Q the same as G?",No,Q is not the same as G.,False
1695,G N 31.,C N 71.,N is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False
1696,G U 29.,B U 41.,U is a functional property.,"Given the previous statements, is B the same as G?",No,B is not the same as G.,False
1697,G N 6.,H N 59.,N is a functional property.,"Given the previous statements, is H the same as G?",No,H is not the same as G.,False
1698,G H 88.,V H 74.,H is a functional property.,"Given the previous statements, is V the same as G?",No,V is not the same as G.,False
1699,G M 47.,A M 11.,M is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False
1700,G H 55.,M H 20.,H is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False
1701,H Q 18.,E Q 47.,Q is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1702,H Y 25.,B Y 54.,Y is a functional property.,"Given the previous statements, is B the same as H?",No,B is not the same as H.,False
1703,H W 21.,I W 43.,W is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False
1704,H L 94.,G L 11.,L is a functional property.,"Given the previous statements, is G the same as H?",No,G is not the same as H.,False
1705,H I 98.,Y I 92.,I is a functional property.,"Given the previous statements, is Y the same as H?",No,Y is not the same as H.,False
1706,H F 20.,O F 62.,F is a functional property.,"Given the previous statements, is O the same as H?",No,O is not the same as H.,False
1707,H U 83.,L U 56.,U is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False
1708,H Q 2.,M Q 87.,Q is a functional property.,"Given the previous statements, is M the same as H?",No,M is not the same as H.,False
1709,H I 86.,W I 48.,I is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False
1710,H E 44.,F E 4.,E is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False
1711,H M 24.,X M 36.,M is a functional property.,"Given the previous statements, is X the same as H?",No,X is not the same as H.,False
1712,H M 45.,B M 9.,M is a functional property.,"Given the previous statements, is B the same as H?",No,B is not the same as H.,False
1713,H G 77.,L G 2.,G is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False
1714,H N 65.,T N 72.,N is a functional property.,"Given the previous statements, is T the same as H?",No,T is not the same as H.,False
1715,H R 62.,E R 44.,R is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1716,H J 50.,E J 39.,J is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1717,H J 54.,X J 2.,J is a functional property.,"Given the previous statements, is X the same as H?",No,X is not the same as H.,False
1718,H J 25.,K J 59.,J is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1719,H P 33.,J P 11.,P is a functional property.,"Given the previous statements, is J the same as H?",No,J is not the same as H.,False
1720,H Y 95.,M Y 9.,Y is a functional property.,"Given the previous statements, is M the same as H?",No,M is not the same as H.,False
1721,H G 73.,I G 10.,G is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False
1722,H D 3.,X D 10.,D is a functional property.,"Given the previous statements, is X the same as H?",No,X is not the same as H.,False
1723,H W 80.,G W 1.,W is a functional property.,"Given the previous statements, is G the same as H?",No,G is not the same as H.,False
1724,H F 66.,Q F 50.,F is a functional property.,"Given the previous statements, is Q the same as H?",No,Q is not the same as H.,False
1725,H F 58.,A F 12.,F is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False
1726,H V 23.,M V 72.,V is a functional property.,"Given the previous statements, is M the same as H?",No,M is not the same as H.,False
1727,H F 20.,V F 61.,F is a functional property.,"Given the previous statements, is V the same as H?",No,V is not the same as H.,False
1728,H X 45.,S X 5.,X is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False
1729,H T 91.,Y T 16.,T is a functional property.,"Given the previous statements, is Y the same as H?",No,Y is not the same as H.,False
1730,H B 42.,E B 36.,B is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1731,H Z 97.,E Z 34.,Z is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1732,H M 100.,S M 48.,M is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False
1733,H O 42.,U O 3.,O is a functional property.,"Given the previous statements, is U the same as H?",No,U is not the same as H.,False
1734,H W 71.,F W 18.,W is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False
1735,H Q 69.,U Q 84.,Q is a functional property.,"Given the previous statements, is U the same as H?",No,U is not the same as H.,False
1736,H U 28.,D U 26.,U is a functional property.,"Given the previous statements, is D the same as H?",No,D is not the same as H.,False
