ID,triple1,triple2,question,answer,inferred triple,label
1516,F P V.,P has domain M.,"Given the previous statements, is F a J?",No,F is not a J.,False
1517,F I V.,I has domain Y.,"Given the previous statements, is F a R?",No,F is not a R.,False
1518,F O P.,O has domain K.,"Given the previous statements, is F a H?",No,F is not a H.,False
1519,F G S.,G has domain K.,"Given the previous statements, is F a H?",No,F is not a H.,False
1520,F C L.,C has domain S.,"Given the previous statements, is F a R?",No,F is not a R.,False
1521,F D E.,D has domain U.,"Given the previous statements, is F a Z?",No,F is not a Z.,False
1522,F N J.,N has domain S.,"Given the previous statements, is F a V?",No,F is not a V.,False
1523,F S E.,S has domain V.,"Given the previous statements, is F a P?",No,F is not a P.,False
1524,F M X.,M has domain C.,"Given the previous statements, is F a O?",No,F is not a O.,False
1525,F T Z.,T has domain Q.,"Given the previous statements, is F a U?",No,F is not a U.,False
1526,F Q I.,Q has domain G.,"Given the previous statements, is F a Z?",No,F is not a Z.,False
1527,F N A.,N has domain J.,"Given the previous statements, is F a G?",No,F is not a G.,False
1528,F Z R.,Z has domain J.,"Given the previous statements, is F a P?",No,F is not a P.,False
1529,F C J.,C has domain W.,"Given the previous statements, is F a X?",No,F is not a X.,False
1530,F T J.,T has domain I.,"Given the previous statements, is F a O?",No,F is not a O.,False
1531,F Y O.,Y has domain V.,"Given the previous statements, is F a J?",No,F is not a J.,False
1532,F Q E.,Q has domain M.,"Given the previous statements, is F a B?",No,F is not a B.,False
1533,F X C.,X has domain V.,"Given the previous statements, is F a Q?",No,F is not a Q.,False
1534,F T Y.,T has domain K.,"Given the previous statements, is F a B?",No,F is not a B.,False
1535,F H B.,H has domain P.,"Given the previous statements, is F a L?",No,F is not a L.,False
1536,F C Z.,C has domain D.,"Given the previous statements, is F a H?",No,F is not a H.,False
1537,F M P.,M has domain W.,"Given the previous statements, is F a G?",No,F is not a G.,False
1538,F T Z.,T has domain U.,"Given the previous statements, is F a C?",No,F is not a C.,False
1539,F Z A.,Z has domain I.,"Given the previous statements, is F a L?",No,F is not a L.,False
1540,F G Y.,G has domain E.,"Given the previous statements, is F a U?",No,F is not a U.,False
1541,F W L.,W has domain R.,"Given the previous statements, is F a M?",No,F is not a M.,False
1542,F H E.,H has domain M.,"Given the previous statements, is F a P?",No,F is not a P.,False
1543,F I Z.,I has domain T.,"Given the previous statements, is F a S?",No,F is not a S.,False
1544,F Z R.,Z has domain Y.,"Given the previous statements, is F a D?",No,F is not a D.,False
1545,F P W.,P has domain O.,"Given the previous statements, is F a E?",No,F is not a E.,False
1546,F U V.,U has domain K.,"Given the previous statements, is F a Y?",No,F is not a Y.,False
1547,F Z R.,Z has domain Y.,"Given the previous statements, is F a T?",No,F is not a T.,False
1548,F C B.,C has domain R.,"Given the previous statements, is F a E?",No,F is not a E.,False
1549,F X G.,X has domain L.,"Given the previous statements, is F a O?",No,F is not a O.,False
1550,F A J.,A has domain N.,"Given the previous statements, is F a I?",No,F is not a I.,False
1551,F Z M.,Z has domain N.,"Given the previous statements, is F a U?",No,F is not a U.,False
1552,F G Y.,G has domain O.,"Given the previous statements, is F a B?",No,F is not a B.,False
1553,F H U.,H has domain T.,"Given the previous statements, is F a X?",No,F is not a X.,False
1554,F E Q.,E has domain L.,"Given the previous statements, is F a T?",No,F is not a T.,False
1555,F N J.,N has domain H.,"Given the previous statements, is F a B?",No,F is not a B.,False
1556,F A M.,A has domain Z.,"Given the previous statements, is F a I?",No,F is not a I.,False
1557,F Q B.,Q has domain M.,"Given the previous statements, is F a Z?",No,F is not a Z.,False
1558,F K R.,K has domain L.,"Given the previous statements, is F a U?",No,F is not a U.,False
1559,F B S.,B has domain D.,"Given the previous statements, is F a R?",No,F is not a R.,False
1560,F W Z.,W has domain S.,"Given the previous statements, is F a C?",No,F is not a C.,False
1561,F C E.,C has domain Y.,"Given the previous statements, is F a R?",No,F is not a R.,False
1562,F W R.,W has domain G.,"Given the previous statements, is F a U?",No,F is not a U.,False
1563,F D N.,D has domain L.,"Given the previous statements, is F a A?",No,F is not a A.,False
1564,F N C.,N has domain S.,"Given the previous statements, is F a G?",No,F is not a G.,False
1565,F Z T.,Z has domain V.,"Given the previous statements, is F a B?",No,F is not a B.,False
1566,F O S.,O has domain M.,"Given the previous statements, is F a E?",No,F is not a E.,False
1567,F Q A.,Q has domain D.,"Given the previous statements, is F a J?",No,F is not a J.,False
1568,F W S.,W has domain T.,"Given the previous statements, is F a P?",No,F is not a P.,False
1569,F M H.,M has domain Q.,"Given the previous statements, is F a I?",No,F is not a I.,False
1570,F T P.,T has domain L.,"Given the previous statements, is F a V?",No,F is not a V.,False
1571,F U V.,U has domain N.,"Given the previous statements, is F a J?",No,F is not a J.,False
1572,F B A.,B has domain W.,"Given the previous statements, is F a T?",No,F is not a T.,False
1573,F I B.,I has domain Q.,"Given the previous statements, is F a X?",No,F is not a X.,False
1574,F R L.,R has domain N.,"Given the previous statements, is F a I?",No,F is not a I.,False
1575,F D L.,D has domain X.,"Given the previous statements, is F a W?",No,F is not a W.,False
1576,F I E.,I has domain Q.,"Given the previous statements, is F a W?",No,F is not a W.,False
1577,F B C.,B has domain D.,"Given the previous statements, is F a P?",No,F is not a P.,False
1578,F M B.,M has domain Y.,"Given the previous statements, is F a G?",No,F is not a G.,False
1579,F V M.,V has domain L.,"Given the previous statements, is F a K?",No,F is not a K.,False
1580,F C X.,C has domain W.,"Given the previous statements, is F a Y?",No,F is not a Y.,False
1581,F K O.,K has domain X.,"Given the previous statements, is F a I?",No,F is not a I.,False
1582,F J Y.,J has domain P.,"Given the previous statements, is F a A?",No,F is not a A.,False
1583,F R T.,R has domain I.,"Given the previous statements, is F a E?",No,F is not a E.,False
1584,F Z Q.,Z has domain K.,"Given the previous statements, is F a E?",No,F is not a E.,False
1585,F D S.,D has domain W.,"Given the previous statements, is F a Q?",No,F is not a Q.,False
1586,F A V.,A has domain H.,"Given the previous statements, is F a X?",No,F is not a X.,False
1587,F I E.,I has domain M.,"Given the previous statements, is F a T?",No,F is not a T.,False
1588,F C A.,C has domain W.,"Given the previous statements, is F a Z?",No,F is not a Z.,False
1589,F D G.,D has domain X.,"Given the previous statements, is F a T?",No,F is not a T.,False
1590,F W A.,W has domain P.,"Given the previous statements, is F a V?",No,F is not a V.,False
1591,F D U.,D has domain J.,"Given the previous statements, is F a P?",No,F is not a P.,False
1592,F M A.,M has domain Q.,"Given the previous statements, is F a T?",No,F is not a T.,False
1593,F Q D.,Q has domain W.,"Given the previous statements, is F a L?",No,F is not a L.,False
1594,F Y E.,Y has domain N.,"Given the previous statements, is F a Z?",No,F is not a Z.,False
1595,F Y Q.,Y has domain G.,"Given the previous statements, is F a X?",No,F is not a X.,False
1596,F C U.,C has domain V.,"Given the previous statements, is F a X?",No,F is not a X.,False
1597,F W T.,W has domain A.,"Given the previous statements, is F a Q?",No,F is not a Q.,False
1598,F G A.,G has domain T.,"Given the previous statements, is F a E?",No,F is not a E.,False
1599,F B Y.,B has domain K.,"Given the previous statements, is F a U?",No,F is not a U.,False
1600,F T N.,T has domain X.,"Given the previous statements, is F a R?",No,F is not a R.,False
1601,G M A.,M has domain P.,"Given the previous statements, is G a O?",No,G is not a O.,False
1602,G E N.,E has domain X.,"Given the previous statements, is G a K?",No,G is not a K.,False
1603,G Y J.,Y has domain S.,"Given the previous statements, is G a B?",No,G is not a B.,False
1604,G O T.,O has domain K.,"Given the previous statements, is G a I?",No,G is not a I.,False
1605,G Z B.,Z has domain L.,"Given the previous statements, is G a P?",No,G is not a P.,False
1606,G Q U.,Q has domain H.,"Given the previous statements, is G a I?",No,G is not a I.,False
1607,G I A.,I has domain M.,"Given the previous statements, is G a L?",No,G is not a L.,False
1608,G M P.,M has domain R.,"Given the previous statements, is G a F?",No,G is not a F.,False
1609,G H C.,H has domain L.,"Given the previous statements, is G a W?",No,G is not a W.,False
1610,G C Y.,C has domain N.,"Given the previous statements, is G a P?",No,G is not a P.,False
1611,G S R.,S has domain O.,"Given the previous statements, is G a A?",No,G is not a A.,False
1612,G Q S.,Q has domain O.,"Given the previous statements, is G a D?",No,G is not a D.,False
1613,G D B.,D has domain M.,"Given the previous statements, is G a K?",No,G is not a K.,False
1614,G C O.,C has domain S.,"Given the previous statements, is G a W?",No,G is not a W.,False
1615,G U X.,U has domain M.,"Given the previous statements, is G a Z?",No,G is not a Z.,False
1616,G P J.,P has domain Z.,"Given the previous statements, is G a F?",No,G is not a F.,False
1617,G Y F.,Y has domain I.,"Given the previous statements, is G a T?",No,G is not a T.,False
1618,G B N.,B has domain W.,"Given the previous statements, is G a E?",No,G is not a E.,False
1619,G W V.,W has domain R.,"Given the previous statements, is G a H?",No,G is not a H.,False
1620,G P M.,P has domain I.,"Given the previous statements, is G a U?",No,G is not a U.,False
1621,G P U.,P has domain I.,"Given the previous statements, is G a C?",No,G is not a C.,False
1622,G K N.,K has domain A.,"Given the previous statements, is G a S?",No,G is not a S.,False
1623,G X Y.,X has domain C.,"Given the previous statements, is G a D?",No,G is not a D.,False
1624,G F S.,F has domain N.,"Given the previous statements, is G a U?",No,G is not a U.,False
1625,G T B.,T has domain W.,"Given the previous statements, is G a U?",No,G is not a U.,False
1626,G P C.,P has domain S.,"Given the previous statements, is G a A?",No,G is not a A.,False
1627,G D X.,D has domain O.,"Given the previous statements, is G a W?",No,G is not a W.,False
1628,G F X.,F has domain J.,"Given the previous statements, is G a Y?",No,G is not a Y.,False
1629,G M B.,M has domain A.,"Given the previous statements, is G a D?",No,G is not a D.,False
1630,G O I.,O has domain S.,"Given the previous statements, is G a B?",No,G is not a B.,False
1631,G V B.,V has domain W.,"Given the previous statements, is G a J?",No,G is not a J.,False
1632,G F T.,F has domain D.,"Given the previous statements, is G a J?",No,G is not a J.,False
1633,G C A.,C has domain E.,"Given the previous statements, is G a I?",No,G is not a I.,False
1634,G D T.,D has domain M.,"Given the previous statements, is G a I?",No,G is not a I.,False
1635,G R X.,R has domain N.,"Given the previous statements, is G a P?",No,G is not a P.,False
1636,G L F.,L has domain M.,"Given the previous statements, is G a N?",No,G is not a N.,False
1637,G C P.,C has domain Z.,"Given the previous statements, is G a K?",No,G is not a K.,False
1638,G V T.,V has domain W.,"Given the previous statements, is G a M?",No,G is not a M.,False
1639,G J A.,J has domain Z.,"Given the previous statements, is G a T?",No,G is not a T.,False
1640,G I S.,I has domain N.,"Given the previous statements, is G a U?",No,G is not a U.,False
1641,G E S.,E has domain B.,"Given the previous statements, is G a R?",No,G is not a R.,False
1642,G V T.,V has domain S.,"Given the previous statements, is G a D?",No,G is not a D.,False
1643,G S E.,S has domain W.,"Given the previous statements, is G a H?",No,G is not a H.,False
1644,G U B.,U has domain R.,"Given the previous statements, is G a A?",No,G is not a A.,False
1645,G D B.,D has domain O.,"Given the previous statements, is G a L?",No,G is not a L.,False
1646,G V H.,V has domain T.,"Given the previous statements, is G a D?",No,G is not a D.,False
1647,G X D.,X has domain H.,"Given the previous statements, is G a U?",No,G is not a U.,False
1648,G J V.,J has domain C.,"Given the previous statements, is G a Q?",No,G is not a Q.,False
1649,G C M.,C has domain H.,"Given the previous statements, is G a D?",No,G is not a D.,False
1650,G X S.,X has domain B.,"Given the previous statements, is G a H?",No,G is not a H.,False
1651,G E M.,E has domain O.,"Given the previous statements, is G a S?",No,G is not a S.,False
1652,G V T.,V has domain Q.,"Given the previous statements, is G a O?",No,G is not a O.,False
1653,G J X.,J has domain E.,"Given the previous statements, is G a B?",No,G is not a B.,False
1654,G K N.,K has domain R.,"Given the previous statements, is G a H?",No,G is not a H.,False
1655,G L O.,L has domain Q.,"Given the previous statements, is G a K?",No,G is not a K.,False
1656,G P C.,P has domain U.,"Given the previous statements, is G a F?",No,G is not a F.,False
1657,G L M.,L has domain K.,"Given the previous statements, is G a C?",No,G is not a C.,False
1658,G M U.,M has domain X.,"Given the previous statements, is G a R?",No,G is not a R.,False
1659,G E Q.,E has domain S.,"Given the previous statements, is G a L?",No,G is not a L.,False
1660,G O E.,O has domain P.,"Given the previous statements, is G a T?",No,G is not a T.,False
1661,G L C.,L has domain S.,"Given the previous statements, is G a H?",No,G is not a H.,False
1662,G M V.,M has domain C.,"Given the previous statements, is G a E?",No,G is not a E.,False
1663,G V Y.,V has domain O.,"Given the previous statements, is G a F?",No,G is not a F.,False
1664,G L M.,L has domain V.,"Given the previous statements, is G a I?",No,G is not a I.,False
1665,G A C.,A has domain J.,"Given the previous statements, is G a U?",No,G is not a U.,False
1666,G J U.,J has domain N.,"Given the previous statements, is G a B?",No,G is not a B.,False
1667,G A Z.,A has domain M.,"Given the previous statements, is G a V?",No,G is not a V.,False
1668,G F J.,F has domain L.,"Given the previous statements, is G a E?",No,G is not a E.,False
1669,G K E.,K has domain M.,"Given the previous statements, is G a J?",No,G is not a J.,False
1670,G E J.,E has domain V.,"Given the previous statements, is G a X?",No,G is not a X.,False
1671,G F I.,F has domain Q.,"Given the previous statements, is G a E?",No,G is not a E.,False
1672,G H O.,H has domain C.,"Given the previous statements, is G a A?",No,G is not a A.,False
1673,G O Z.,O has domain H.,"Given the previous statements, is G a F?",No,G is not a F.,False
1674,G B F.,B has domain C.,"Given the previous statements, is G a Z?",No,G is not a Z.,False
1675,G Z Y.,Z has domain V.,"Given the previous statements, is G a U?",No,G is not a U.,False
1676,G E N.,E has domain H.,"Given the previous statements, is G a O?",No,G is not a O.,False
1677,G E D.,E has domain C.,"Given the previous statements, is G a K?",No,G is not a K.,False
1678,G T E.,T has domain Q.,"Given the previous statements, is G a I?",No,G is not a I.,False
1679,G U C.,U has domain O.,"Given the previous statements, is G a R?",No,G is not a R.,False
1680,G J W.,J has domain A.,"Given the previous statements, is G a N?",No,G is not a N.,False
1681,G V H.,V has domain J.,"Given the previous statements, is G a Z?",No,G is not a Z.,False
1682,G M P.,M has domain T.,"Given the previous statements, is G a Q?",No,G is not a Q.,False
1683,G E V.,E has domain N.,"Given the previous statements, is G a P?",No,G is not a P.,False
1684,G Z K.,Z has domain J.,"Given the previous statements, is G a N?",No,G is not a N.,False
1685,G J N.,J has domain C.,"Given the previous statements, is G a M?",No,G is not a M.,False
1686,G J H.,J has domain A.,"Given the previous statements, is G a M?",No,G is not a M.,False
1687,G I R.,I has domain C.,"Given the previous statements, is G a E?",No,G is not a E.,False
1688,G Y L.,Y has domain M.,"Given the previous statements, is G a X?",No,G is not a X.,False
1689,G J F.,J has domain V.,"Given the previous statements, is G a C?",No,G is not a C.,False
1690,G F J.,F has domain P.,"Given the previous statements, is G a R?",No,G is not a R.,False
1691,G M J.,M has domain F.,"Given the previous statements, is G a X?",No,G is not a X.,False
1692,G H M.,H has domain W.,"Given the previous statements, is G a J?",No,G is not a J.,False
1693,G I S.,I has domain Z.,"Given the previous statements, is G a B?",No,G is not a B.,False
1694,G S C.,S has domain P.,"Given the previous statements, is G a N?",No,G is not a N.,False
1695,G R B.,R has domain N.,"Given the previous statements, is G a A?",No,G is not a A.,False
1696,G R E.,R has domain N.,"Given the previous statements, is G a J?",No,G is not a J.,False
1697,G Y T.,Y has domain A.,"Given the previous statements, is G a S?",No,G is not a S.,False
1698,G L O.,L has domain B.,"Given the previous statements, is G a Y?",No,G is not a Y.,False
1699,G D T.,D has domain X.,"Given the previous statements, is G a R?",No,G is not a R.,False
1700,G N Y.,N has domain U.,"Given the previous statements, is G a P?",No,G is not a P.,False
1701,H Q G.,Q has domain M.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1702,H M U.,M has domain E.,"Given the previous statements, is H a G?",No,H is not a G.,False
1703,H U W.,U has domain O.,"Given the previous statements, is H a E?",No,H is not a E.,False
1704,H E T.,E has domain F.,"Given the previous statements, is H a O?",No,H is not a O.,False
1705,H U R.,U has domain F.,"Given the previous statements, is H a B?",No,H is not a B.,False
1706,H G W.,G has domain Q.,"Given the previous statements, is H a Y?",No,H is not a Y.,False
1707,H I D.,I has domain X.,"Given the previous statements, is H a S?",No,H is not a S.,False
1708,H Z R.,Z has domain D.,"Given the previous statements, is H a X?",No,H is not a X.,False
1709,H A K.,A has domain T.,"Given the previous statements, is H a P?",No,H is not a P.,False
1710,H S X.,S has domain F.,"Given the previous statements, is H a M?",No,H is not a M.,False
1711,H A D.,A has domain N.,"Given the previous statements, is H a X?",No,H is not a X.,False
1712,H W D.,W has domain B.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1713,H J F.,J has domain G.,"Given the previous statements, is H a C?",No,H is not a C.,False
1714,H Q I.,Q has domain V.,"Given the previous statements, is H a K?",No,H is not a K.,False
1715,H Z G.,Z has domain X.,"Given the previous statements, is H a I?",No,H is not a I.,False
1716,H T J.,T has domain P.,"Given the previous statements, is H a I?",No,H is not a I.,False
1717,H P T.,P has domain X.,"Given the previous statements, is H a V?",No,H is not a V.,False
1718,H P B.,P has domain G.,"Given the previous statements, is H a N?",No,H is not a N.,False
1719,H D E.,D has domain J.,"Given the previous statements, is H a O?",No,H is not a O.,False
1720,H N W.,N has domain P.,"Given the previous statements, is H a E?",No,H is not a E.,False
1721,H Z N.,Z has domain Q.,"Given the previous statements, is H a W?",No,H is not a W.,False
1722,H T D.,T has domain N.,"Given the previous statements, is H a K?",No,H is not a K.,False
1723,H X E.,X has domain Y.,"Given the previous statements, is H a O?",No,H is not a O.,False
1724,H R X.,R has domain T.,"Given the previous statements, is H a K?",No,H is not a K.,False
1725,H Y T.,Y has domain Q.,"Given the previous statements, is H a P?",No,H is not a P.,False
1726,H I N.,I has domain A.,"Given the previous statements, is H a V?",No,H is not a V.,False
1727,H G A.,G has domain V.,"Given the previous statements, is H a E?",No,H is not a E.,False
1728,H K J.,K has domain U.,"Given the previous statements, is H a A?",No,H is not a A.,False
1729,H B A.,B has domain G.,"Given the previous statements, is H a R?",No,H is not a R.,False
1730,H C D.,C has domain V.,"Given the previous statements, is H a G?",No,H is not a G.,False
1731,H R T.,R has domain U.,"Given the previous statements, is H a P?",No,H is not a P.,False
1732,H K G.,K has domain M.,"Given the previous statements, is H a J?",No,H is not a J.,False
1733,H M O.,M has domain L.,"Given the previous statements, is H a P?",No,H is not a P.,False
1734,H P J.,P has domain A.,"Given the previous statements, is H a T?",No,H is not a T.,False
1735,H T U.,T has domain R.,"Given the previous statements, is H a S?",No,H is not a S.,False
1736,H X P.,X has domain C.,"Given the previous statements, is H a Q?",No,H is not a Q.,False
1737,H C V.,C has domain X.,"Given the previous statements, is H a W?",No,H is not a W.,False
1738,H T P.,T has domain Y.,"Given the previous statements, is H a O?",No,H is not a O.,False
1739,H W B.,W has domain K.,"Given the previous statements, is H a J?",No,H is not a J.,False
1740,H J Y.,J has domain I.,"Given the previous statements, is H a Q?",No,H is not a Q.,False
1741,H Y Z.,Y has domain X.,"Given the previous statements, is H a C?",No,H is not a C.,False
1742,H O S.,O has domain R.,"Given the previous statements, is H a Q?",No,H is not a Q.,False
1743,H S F.,S has domain E.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1744,H V N.,V has domain A.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1745,H Q L.,Q has domain G.,"Given the previous statements, is H a R?",No,H is not a R.,False
1746,H X T.,X has domain D.,"Given the previous statements, is H a L?",No,H is not a L.,False
1747,H O G.,O has domain M.,"Given the previous statements, is H a I?",No,H is not a I.,False
1748,H W S.,W has domain N.,"Given the previous statements, is H a D?",No,H is not a D.,False
1749,H V B.,V has domain T.,"Given the previous statements, is H a G?",No,H is not a G.,False
1750,H X N.,X has domain G.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1751,H K L.,K has domain U.,"Given the previous statements, is H a D?",No,H is not a D.,False
1752,H F P.,F has domain R.,"Given the previous statements, is H a A?",No,H is not a A.,False
1753,H J N.,J has domain O.,"Given the previous statements, is H a R?",No,H is not a R.,False
1754,H E G.,E has domain A.,"Given the previous statements, is H a P?",No,H is not a P.,False
1755,H O N.,O has domain A.,"Given the previous statements, is H a K?",No,H is not a K.,False
1756,H W L.,W has domain K.,"Given the previous statements, is H a C?",No,H is not a C.,False
1757,H Y B.,Y has domain A.,"Given the previous statements, is H a I?",No,H is not a I.,False
1758,H R K.,R has domain U.,"Given the previous statements, is H a I?",No,H is not a I.,False
1759,H Q S.,Q has domain R.,"Given the previous statements, is H a X?",No,H is not a X.,False
1760,H C J.,C has domain U.,"Given the previous statements, is H a T?",No,H is not a T.,False
1761,H J F.,J has domain L.,"Given the previous statements, is H a E?",No,H is not a E.,False
1762,H M F.,M has domain X.,"Given the previous statements, is H a C?",No,H is not a C.,False
1763,H O G.,O has domain V.,"Given the previous statements, is H a J?",No,H is not a J.,False
1764,H T C.,T has domain R.,"Given the previous statements, is H a W?",No,H is not a W.,False
1765,H Q F.,Q has domain K.,"Given the previous statements, is H a S?",No,H is not a S.,False
1766,H T J.,T has domain D.,"Given the previous statements, is H a N?",No,H is not a N.,False
1767,H O T.,O has domain G.,"Given the previous statements, is H a E?",No,H is not a E.,False
1768,H S I.,S has domain E.,"Given the previous statements, is H a D?",No,H is not a D.,False
1769,H O I.,O has domain D.,"Given the previous statements, is H a J?",No,H is not a J.,False
1770,H L V.,L has domain S.,"Given the previous statements, is H a N?",No,H is not a N.,False
1771,H P Z.,P has domain S.,"Given the previous statements, is H a U?",No,H is not a U.,False
1772,H I W.,I has domain D.,"Given the previous statements, is H a G?",No,H is not a G.,False
1773,H J P.,J has domain U.,"Given the previous statements, is H a C?",No,H is not a C.,False
1774,H C K.,C has domain I.,"Given the previous statements, is H a Y?",No,H is not a Y.,False
1775,H B C.,B has domain P.,"Given the previous statements, is H a J?",No,H is not a J.,False
1776,H Y R.,Y has domain S.,"Given the previous statements, is H a V?",No,H is not a V.,False
1777,H N K.,N has domain C.,"Given the previous statements, is H a F?",No,H is not a F.,False
1778,H A N.,A has domain Y.,"Given the previous statements, is H a J?",No,H is not a J.,False
1779,H D K.,D has domain O.,"Given the previous statements, is H a U?",No,H is not a U.,False
1780,H I X.,I has domain S.,"Given the previous statements, is H a D?",No,H is not a D.,False
1781,H O Z.,O has domain F.,"Given the previous statements, is H a A?",No,H is not a A.,False
1782,H Q S.,Q has domain A.,"Given the previous statements, is H a V?",No,H is not a V.,False
1783,H S W.,S has domain M.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1784,H Z K.,Z has domain M.,"Given the previous statements, is H a V?",No,H is not a V.,False
1785,H V D.,V has domain G.,"Given the previous statements, is H a F?",No,H is not a F.,False
1786,H Q C.,Q has domain S.,"Given the previous statements, is H a X?",No,H is not a X.,False
1787,H S O.,S has domain G.,"Given the previous statements, is H a X?",No,H is not a X.,False
1788,H T Z.,T has domain M.,"Given the previous statements, is H a U?",No,H is not a U.,False
1789,H P E.,P has domain C.,"Given the previous statements, is H a W?",No,H is not a W.,False
1790,H C Y.,C has domain W.,"Given the previous statements, is H a G?",No,H is not a G.,False
1791,H F Y.,F has domain K.,"Given the previous statements, is H a L?",No,H is not a L.,False
1792,H A Q.,A has domain K.,"Given the previous statements, is H a N?",No,H is not a N.,False
1793,H M O.,M has domain G.,"Given the previous statements, is H a K?",No,H is not a K.,False
1794,H C R.,C has domain M.,"Given the previous statements, is H a B?",No,H is not a B.,False
1795,H R E.,R has domain S.,"Given the previous statements, is H a N?",No,H is not a N.,False
1796,H C W.,C has domain Y.,"Given the previous statements, is H a J?",No,H is not a J.,False
1797,H X T.,X has domain S.,"Given the previous statements, is H a G?",No,H is not a G.,False
1798,H I F.,I has domain G.,"Given the previous statements, is H a J?",No,H is not a J.,False
1799,H X Q.,X has domain Y.,"Given the previous statements, is H a W?",No,H is not a W.,False
1800,H D O.,D has domain J.,"Given the previous statements, is H a U?",No,H is not a U.,False
1801,I U A.,U has domain Q.,"Given the previous statements, is I a O?",No,I is not a O.,False
1802,I N R.,N has domain P.,"Given the previous statements, is I a B?",No,I is not a B.,False
1803,I J U.,J has domain W.,"Given the previous statements, is I a O?",No,I is not a O.,False
1804,I K C.,K has domain F.,"Given the previous statements, is I a Z?",No,I is not a Z.,False
1805,I T Q.,T has domain Z.,"Given the previous statements, is I a V?",No,I is not a V.,False
1806,I O V.,O has domain W.,"Given the previous statements, is I a T?",No,I is not a T.,False
1807,I N M.,N has domain T.,"Given the previous statements, is I a F?",No,I is not a F.,False
1808,I G V.,G has domain S.,"Given the previous statements, is I a H?",No,I is not a H.,False
1809,I G J.,G has domain S.,"Given the previous statements, is I a H?",No,I is not a H.,False
1810,I W P.,W has domain V.,"Given the previous statements, is I a X?",No,I is not a X.,False
1811,I O A.,O has domain S.,"Given the previous statements, is I a W?",No,I is not a W.,False
1812,I J P.,J has domain Q.,"Given the previous statements, is I a A?",No,I is not a A.,False
1813,I R V.,R has domain A.,"Given the previous statements, is I a F?",No,I is not a F.,False
1814,I U J.,U has domain B.,"Given the previous statements, is I a L?",No,I is not a L.,False
1815,I R L.,R has domain K.,"Given the previous statements, is I a S?",No,I is not a S.,False
1816,I X D.,X has domain Z.,"Given the previous statements, is I a L?",No,I is not a L.,False
1817,I G L.,G has domain Z.,"Given the previous statements, is I a X?",No,I is not a X.,False
1818,I S Z.,S has domain E.,"Given the previous statements, is I a G?",No,I is not a G.,False
1819,I N A.,N has domain Y.,"Given the previous statements, is I a G?",No,I is not a G.,False
1820,I E N.,E has domain Y.,"Given the previous statements, is I a S?",No,I is not a S.,False
1821,I K J.,K has domain O.,"Given the previous statements, is I a E?",No,I is not a E.,False
1822,I H E.,H has domain K.,"Given the previous statements, is I a J?",No,I is not a J.,False
1823,I W H.,W has domain P.,"Given the previous statements, is I a D?",No,I is not a D.,False
1824,I X K.,X has domain P.,"Given the previous statements, is I a N?",No,I is not a N.,False
1825,I W F.,W has domain C.,"Given the previous statements, is I a A?",No,I is not a A.,False
1826,I D A.,D has domain Q.,"Given the previous statements, is I a H?",No,I is not a H.,False
1827,I W P.,W has domain Z.,"Given the previous statements, is I a U?",No,I is not a U.,False
1828,I Z J.,Z has domain L.,"Given the previous statements, is I a V?",No,I is not a V.,False
1829,I O W.,O has domain Q.,"Given the previous statements, is I a K?",No,I is not a K.,False
1830,I R J.,R has domain G.,"Given the previous statements, is I a N?",No,I is not a N.,False
1831,I Y V.,Y has domain L.,"Given the previous statements, is I a J?",No,I is not a J.,False
1832,I U G.,U has domain N.,"Given the previous statements, is I a J?",No,I is not a J.,False
1833,I A Z.,A has domain G.,"Given the previous statements, is I a E?",No,I is not a E.,False
1834,I J F.,J has domain R.,"Given the previous statements, is I a D?",No,I is not a D.,False
1835,I H F.,H has domain G.,"Given the previous statements, is I a R?",No,I is not a R.,False
1836,I O Z.,O has domain P.,"Given the previous statements, is I a J?",No,I is not a J.,False
1837,I W Q.,W has domain X.,"Given the previous statements, is I a G?",No,I is not a G.,False
1838,I W E.,W has domain U.,"Given the previous statements, is I a T?",No,I is not a T.,False
1839,I A L.,A has domain K.,"Given the previous statements, is I a R?",No,I is not a R.,False
1840,I E S.,E has domain M.,"Given the previous statements, is I a F?",No,I is not a F.,False
1841,I E T.,E has domain X.,"Given the previous statements, is I a U?",No,I is not a U.,False
1842,I V S.,V has domain F.,"Given the previous statements, is I a U?",No,I is not a U.,False
1843,I M N.,M has domain U.,"Given the previous statements, is I a V?",No,I is not a V.,False
1844,I O D.,O has domain N.,"Given the previous statements, is I a P?",No,I is not a P.,False
1845,I C J.,C has domain M.,"Given the previous statements, is I a K?",No,I is not a K.,False
1846,I S O.,S has domain C.,"Given the previous statements, is I a N?",No,I is not a N.,False
1847,I J Z.,J has domain N.,"Given the previous statements, is I a X?",No,I is not a X.,False
1848,I M G.,M has domain Y.,"Given the previous statements, is I a R?",No,I is not a R.,False
1849,I N T.,N has domain Q.,"Given the previous statements, is I a V?",No,I is not a V.,False
1850,I C Y.,C has domain Z.,"Given the previous statements, is I a T?",No,I is not a T.,False
